n_vertices;n_edges;indegree_mean;indegree_max;outdegree_mean;outdegree_max;total_degree_mean;total_degree_max;avg_local_clustering;vertices_degree_ge_2;global_clustering;avg_shortest_path_length;seed;beta;gamma;dim
2000;115;0.0575;2;0.0575;2;0.115;2;0.42857142857142855;14;0.42857142857142855;1.065040650406504;8;0.05;0.25;2
2000;127;0.0635;2;0.0635;2;0.127;2;0.42857142857142855;21;0.42857142857142855;1.0863309352517985;9;0.05;0.25;2
2000;172;0.086;4;0.086;2;0.172;4;0.4473684210526316;38;0.40384615384615385;1.2274881516587677;0;0.05;0.35;2
2000;135;0.0675;4;0.0675;2;0.135;4;0.4833333333333333;20;0.35294117647058826;1.2195121951219512;1;0.05;0.35;2
2000;154;0.077;4;0.077;2;0.154;4;0.3620689655172414;29;0.2727272727272727;1.2791878172588833;2;0.05;0.35;2
2000;163;0.0815;3;0.0815;3;0.163;4;0.4087301587301588;42;0.46153846153846156;1.3175355450236967;3;0.05;0.35;2
2000;191;0.0955;8;0.0955;2;0.191;8;0.35393772893772896;52;0.21875;1.7138461538461538;4;0.05;0.35;2
2000;163;0.0815;4;0.0815;2;0.163;4;0.41397849462365593;31;0.375;1.1526315789473685;5;0.05;0.35;2
2000;148;0.074;3;0.074;3;0.148;3;0.3928571428571428;28;0.375;1.192090395480226;6;0.05;0.35;2
2000;152;0.076;5;0.076;2;0.152;5;0.5495495495495496;37;0.42;1.256544502617801;7;0.05;0.35;2
2000;126;0.063;2;0.063;2;0.126;2;0.375;16;0.375;1.0735294117647058;8;0.05;0.35;2
2000;150;0.075;4;0.075;2;0.15;4;0.3777777777777777;30;0.3076923076923077;1.1731843575418994;9;0.05;0.35;2
2000;202;0.101;5;0.101;2;0.202;5;0.4839743589743589;52;0.3626373626373626;1.3025830258302582;0;0.05;0.45;2
2000;155;0.0775;8;0.0775;2;0.155;8;0.4565018315018315;26;0.22727272727272727;1.3590909090909091;1;0.05;0.45;2
2000;186;0.093;6;0.093;2;0.186;6;0.40793650793650793;42;0.2696629213483146;1.3473282442748091;2;0.05;0.45;2
2000;196;0.098;5;0.098;3;0.196;5;0.4103030303030303;55;0.39;1.4529616724738676;3;0.05;0.45;2
2000;219;0.1095;12;0.1095;2;0.219;12;0.44350649350649346;70;0.2236024844720497;1.8244803695150116;4;0.05;0.45;2
2000;191;0.0955;7;0.0955;3;0.191;7;0.47899877899877896;39;0.30337078651685395;1.2734375;5;0.05;0.45;2
2000;182;0.091;4;0.091;3;0.182;4;0.40151515151515144;44;0.42857142857142855;1.2300884955752212;6;0.05;0.45;2
2000;175;0.0875;6;0.0875;2;0.175;6;0.5530303030303031;44;0.375;1.311965811965812;7;0.05;0.45;2
2000;149;0.0745;4;0.0745;2;0.149;4;0.355072463768116;23;0.32142857142857145;1.1461988304093567;8;0.05;0.45;2
2000;170;0.085;5;0.085;2;0.17;5;0.5083333333333333;40;0.36923076923076925;1.2488479262672811;9;0.05;0.45;2
2000;243;0.1215;8;0.1215;3;0.243;8;0.4295093795093795;66;0.26666666666666666;1.501240694789082;0;0.05;0.55;2
2000;201;0.1005;15;0.1005;2;0.201;15;0.4192857142857143;40;0.12435233160621761;1.8333333333333333;1;0.05;0.55;2
2000;231;0.1155;17;0.1155;2;0.231;17;0.40134581105169337;55;0.11870503597122302;1.7958477508650519;2;0.05;0.55;2
2000;243;0.1215;7;0.1215;3;0.243;7;0.39555555555555555;75;0.3016759776536313;1.6112412177985949;3;0.05;0.55;2
2000;277;0.1385;22;0.1385;3;0.277;22;0.5350795272143587;89;0.16326530612244897;1.8826466916354556;4;0.05;0.55;2
2000;235;0.1175;12;0.1175;3;0.235;12;0.4886864032025322;62;0.19767441860465115;1.5899581589958158;5;0.05;0.55;2
2000;228;0.114;5;0.114;3;0.228;5;0.4209677419354839;62;0.37142857142857144;1.34185303514377;6;0.05;0.55;2
2000;210;0.105;6;0.105;2;0.21;6;0.4606060606060606;55;0.30303030303030304;1.37;7;0.05;0.55;2
2000;180;0.09;5;0.09;2;0.18;5;0.5485714285714286;35;0.4375;1.1304347826086956;8;0.05;0.55;2
2000;208;0.104;10;0.104;2;0.208;10;0.5298245614035086;57;0.23076923076923078;1.4264705882352942;9;0.05;0.55;2
2000;295;0.1475;11;0.1475;3;0.295;11;0.497882046269143;93;0.2582781456953642;1.6388888888888888;0;0.05;0.65;2
2000;260;0.13;26;0.13;3;0.26;26;0.403181789961451;59;0.08346972176759411;2.202350965575147;1;0.05;0.65;2
2000;316;0.158;36;0.158;3;0.316;36;0.5183910533910534;80;0.07708119218910586;2.035971223021583;2;0.05;0.65;2
2000;297;0.1485;10;0.1485;3;0.297;10;0.5067502986857826;93;0.2492836676217765;1.611842105263158;3;0.05;0.65;2
2000;366;0.183;47;0.183;3;0.366;47;0.5527888119007454;117;0.07648183556405354;2.1015164279696714;4;0.05;0.65;2
2000;299;0.1495;20;0.1495;3;0.299;20;0.49984634591376165;89;0.1192368839427663;1.791754756871036;5;0.05;0.65;2
2000;284;0.142;7;0.142;3;0.284;7;0.4712192569335426;91;0.30456852791878175;1.6326530612244898;6;0.05;0.65;2
2000;255;0.1275;8;0.1275;2;0.255;8;0.540878604963112;71;0.2947976878612717;1.457002457002457;7;0.05;0.65;2
2000;215;0.1075;8;0.1075;2;0.215;8;0.4424603174603175;48;0.22018348623853212;1.4417177914110428;8;0.05;0.65;2
2000;262;0.131;18;0.131;2;0.262;18;0.48272116358280404;71;0.12289156626506025;1.7958333333333334;9;0.05;0.65;2
2000;382;0.191;22;0.191;3;0.382;22;0.5501085184012013;123;0.16791044776119404;2.273638968481375;0;0.05;0.75;2
2000;360;0.18;48;0.18;3;0.36;48;0.5495748471931413;88;0.059506531204644414;2.1530815109343937;1;0.05;0.75;2
2000;455;0.2275;88;0.2275;3;0.455;88;0.5680122317378047;129;0.03254502061184639;2.1449699333658376;2;0.05;0.75;2
2000;412;0.206;27;0.206;3;0.412;27;0.5014629074629074;125;0.12640449438202248;1.9723723723723723;3;0.05;0.75;2
2000;517;0.2585;112;0.2585;4;0.517;112;0.6387974406186859;164;0.030686406460296096;2.1870928338762217;4;0.05;0.75;2
2000;412;0.206;43;0.206;3;0.412;43;0.5672951872289009;123;0.07186544342507645;2.366878628697816;5;0.05;0.75;2
2000;369;0.1845;15;0.1845;3;0.369;15;0.5548087083520153;127;0.19796954314720813;1.6622222222222223;6;0.05;0.75;2
2000;334;0.167;12;0.167;2;0.334;12;0.46343920106296344;101;0.1853932584269663;1.6125730994152048;7;0.05;0.75;2
2000;257;0.1285;13;0.1285;3;0.257;13;0.4048239895697523;59;0.14018691588785046;1.468131868131868;8;0.05;0.75;2
2000;345;0.1725;29;0.1725;4;0.345;29;0.558346131295579;103;0.10833333333333334;1.789085545722714;9;0.05;0.75;2
2000;512;0.256;52;0.256;3;0.512;52;0.5772793268559397;160;0.08188585607940446;2.092789267747345;0;0.05;0.85;2
2000;517;0.2585;86;0.2585;4;0.517;86;0.5986919356196918;139;0.0430622009569378;2.1033778262053935;1;0.05;0.85;2
2000;691;0.3455;220;0.3455;3;0.691;220;0.6723723966774743;187;0.011974423561325324;2.1318768096867595;2;0.05;0.85;2
2000;573;0.2865;37;0.2865;3;0.573;37;0.5900646345455088;183;0.10138248847926268;1.977025392986699;3;0.05;0.85;2
2000;817;0.4085;269;0.4085;4;0.817;269;0.7370184689095637;250;0.010571081409477521;2.127219057913774;4;0.05;0.85;2
2000;566;0.283;80;0.283;4;0.566;80;0.5841813357968206;164;0.033814891252579776;2.3926092282564313;5;0.05;0.85;2
2000;461;0.2305;25;0.2305;4;0.461;25;0.5959826965487344;159;0.14186046511627906;1.8057726999398678;6;0.05;0.85;2
2000;416;0.208;18;0.208;3;0.416;18;0.4569818478572531;127;0.14935988620199148;1.7618213660245183;7;0.05;0.85;2
2000;334;0.167;21;0.167;3;0.334;21;0.45831297653416236;79;0.07570977917981073;1.7998046875;8;0.05;0.85;2
2000;481;0.2405;64;0.2405;4;0.481;64;0.5581355993922735;138;0.04007772649987855;2.0348860257680874;9;0.05;0.85;2
2000;757;0.3785;100;0.3785;5;0.757;100;0.6708947106727596;240;0.051143583227446;2.3783098144918347;0;0.05;0.95;2
2000;821;0.4105;215;0.4105;4;0.821;215;0.7254646110725707;248;0.019857985317126008;2.0993100829166402;1;0.05;0.95;2
2000;1187;0.5935;497;0.5935;4;1.187;497;0.7886938517837734;353;0.006316082790222456;2.449741822637913;2;0.05;0.95;2
2000;814;0.407;54;0.407;4;0.814;54;0.618912223409253;260;0.06789858186506231;2.328353464717101;3;0.05;0.95;2
2000;1533;0.7665;732;0.7665;4;1.533;732;0.826295996204464;480;0.0037012571692198;2.731424277287509;4;0.05;0.95;2
2000;846;0.423;143;0.423;4;0.846;143;0.6772261556858239;270;0.02711284807034685;2.737114608319195;5;0.05;0.95;2
2000;607;0.3035;47;0.3035;4;0.607;47;0.5791271553899514;215;0.08863198458574181;2.7612979952429493;6;0.05;0.95;2
2000;589;0.2945;32;0.2945;4;0.589;32;0.5432277422977503;198;0.11022840119165839;1.8775029446407538;7;0.05;0.95;2
2000;454;0.227;44;0.227;3;0.454;44;0.5289909804912019;122;0.055232558139534885;2.054229934924078;8;0.05;0.95;2
2000;707;0.3535;136;0.3535;4;0.707;136;0.664191845603334;209;0.019711902956785442;2.0406159209761765;9;0.05;0.95;2
2000;531;0.2655;8;0.2655;3;0.531;8;0.5597773368606702;216;0.44715447154471544;1.5781990521327014;0;0.25;0.05;2
2000;477;0.2385;5;0.2385;4;0.477;5;0.49050279329608937;179;0.487012987012987;1.3621460506706409;1;0.25;0.05;2
2000;502;0.251;6;0.251;3;0.502;7;0.49321175278622087;188;0.42857142857142855;1.7251184834123223;2;0.25;0.05;2
2000;544;0.272;7;0.272;3;0.544;7;0.44494047619047616;208;0.4085106382978723;1.9766397124887691;3;0.25;0.05;2
2000;570;0.285;6;0.285;3;0.57;6;0.5025531914893617;235;0.42951541850220265;2.2085691188358934;4;0.25;0.05;2
2000;551;0.2755;6;0.2755;4;0.551;6;0.45486111111111116;192;0.4275184275184275;1.931201550387597;5;0.25;0.05;2
2000;557;0.2785;4;0.2785;4;0.557;5;0.5247496423462088;233;0.4657534246575342;1.803;6;0.25;0.05;2
2000;544;0.272;5;0.272;5;0.544;6;0.5415873015873015;210;0.5128805620608899;1.5005988023952095;7;0.25;0.05;2
2000;457;0.2285;4;0.2285;3;0.457;4;0.5519125683060109;183;0.5125;1.3360389610389611;8;0.25;0.05;2
2000;548;0.274;5;0.274;3;0.548;5;0.527524204702628;241;0.4794188861985472;1.5870307167235496;9;0.25;0.05;2
2000;603;0.3015;9;0.3015;3;0.603;9;0.5358666666666667;250;0.42613636363636365;1.871304347826087;0;0.25;0.15;2
2000;529;0.2645;5;0.2645;4;0.529;5;0.5465408805031446;212;0.518796992481203;1.416988416988417;1;0.25;0.15;2
2000;571;0.2855;8;0.2855;3;0.571;8;0.4992635189669088;236;0.4168421052631579;1.9579982126899016;2;0.25;0.15;2
2000;611;0.3055;8;0.3055;3;0.611;8;0.4493541546173125;247;0.35980551053484605;2.2462638076673165;3;0.25;0.15;2
2000;632;0.316;8;0.316;3;0.632;8;0.5088423355207807;283;0.42786069651741293;2.261437908496732;4;0.25;0.15;2
2000;617;0.3085;8;0.3085;4;0.617;8;0.4794902193242442;241;0.42391304347826086;2.1455742501828823;5;0.25;0.15;2
2000;622;0.311;7;0.311;4;0.622;8;0.539395536812511;271;0.44869565217391305;1.870204081632653;6;0.25;0.15;2
2000;611;0.3055;6;0.3055;5;0.611;7;0.5121734296831574;257;0.4933078393881453;1.5082474226804123;7;0.25;0.15;2
2000;520;0.26;5;0.26;3;0.52;6;0.5342592592592593;216;0.45348837209302323;1.6793981481481481;8;0.25;0.15;2
2000;611;0.3055;5;0.3055;3;0.611;6;0.5376498800959233;278;0.46875;1.9604043807919125;9;0.25;0.15;2
2000;680;0.34;12;0.34;4;0.68;12;0.5502291681952699;295;0.42448979591836733;1.7667173252279635;0;0.25;0.25;2
2000;609;0.3045;10;0.3045;4;0.609;10;0.5338846480067855;262;0.43147208121827413;1.9029202841357538;1;0.25;0.25;2
2000;659;0.3295;8;0.3295;3;0.659;9;0.5543650793650793;286;0.39111747851002865;2.166973603437692;2;0.25;0.25;2
2000;692;0.346;8;0.346;3;0.692;9;0.4446809088932377;292;0.33533653846153844;2.5901851054670684;3;0.25;0.25;2
2000;717;0.3585;15;0.3585;3;0.717;15;0.5518024032042724;321;0.3951701427003293;2.5172564438619482;4;0.25;0.25;2
2000;724;0.362;10;0.362;4;0.724;11;0.5243914400777147;306;0.4011834319526627;2.3986220472440944;5;0.25;0.25;2
2000;687;0.3435;7;0.3435;4;0.687;8;0.5231850117096019;305;0.44689655172413795;2.044921875;6;0.25;0.25;2
2000;689;0.3445;8;0.3445;5;0.689;8;0.5169733656174333;295;0.4540059347181009;1.6379170056956875;7;0.25;0.25;2
2000;576;0.288;6;0.288;3;0.576;7;0.5010274649278799;241;0.4009216589861751;2.111769686706181;8;0.25;0.25;2
2000;692;0.346;7;0.346;3;0.692;7;0.533672416334955;323;0.4205607476635514;2.476485788113695;9;0.25;0.25;2
2000;779;0.3895;15;0.3895;4;0.779;15;0.5222195423623995;350;0.38345864661654133;2.1904990403071016;0;0.25;0.35;2
2000;706;0.353;22;0.353;4;0.706;22;0.529844642951439;309;0.3125;2.6616516215312607;1;0.25;0.35;2
2000;764;0.382;12;0.382;3;0.764;12;0.5482872747407631;344;0.31327433628318585;2.8367469879518072;2;0.25;0.35;2
2000;824;0.412;13;0.412;3;0.824;13;0.4909218511782615;351;0.32229580573951433;2.6543949771689497;3;0.25;0.35;2
2000;843;0.4215;20;0.4215;3;0.843;20;0.5460270645654384;380;0.3361522198731501;2.8734394124847;4;0.25;0.35;2
2000;807;0.4035;16;0.4035;4;0.807;16;0.53873805431068;358;0.3320063694267516;3.0730421686746987;5;0.25;0.35;2
2000;803;0.4015;10;0.4015;4;0.803;11;0.5380788136885698;369;0.39575645756457567;2.2115559599636034;6;0.25;0.35;2
2000;785;0.3925;12;0.3925;5;0.785;12;0.5138688472021806;351;0.4117021276595745;1.9530463946338736;7;0.25;0.35;2
2000;659;0.3295;11;0.3295;3;0.659;12;0.5560764438813219;287;0.3929712460063898;2.1244329228775114;8;0.25;0.35;2
2000;818;0.409;13;0.409;4;0.818;14;0.5388805280278148;387;0.3768472906403941;2.556860114055686;9;0.25;0.35;2
2000;915;0.4575;21;0.4575;4;0.915;21;0.562761736811618;421;0.3265193370165746;2.9532790398628377;0;0.25;0.45;2
2000;841;0.4205;32;0.4205;4;0.841;32;0.5558853813087649;377;0.23233301064859632;2.827095413811281;1;0.25;0.45;2
2000;913;0.4565;39;0.4565;4;0.913;39;0.572278539883346;403;0.2243667068757539;3.738704177323103;2;0.25;0.45;2
2000;989;0.4945;21;0.4945;5;0.989;21;0.5369190842905797;428;0.29213973799126636;2.9567198177676537;3;0.25;0.45;2
2000;1018;0.509;45;0.509;4;1.018;45;0.5729055276901986;458;0.22400756143667297;3.4912839991860545;4;0.25;0.45;2
2000;971;0.4855;27;0.4855;5;0.971;27;0.5771218830085038;428;0.2684873949579832;3.4329396878954026;5;0.25;0.45;2
2000;939;0.4695;16;0.4695;4;0.939;16;0.5560356002022669;450;0.3321917808219178;3.0625381951517623;6;0.25;0.45;2
2000;924;0.462;14;0.462;5;0.924;14;0.5499291988875322;432;0.3662068965517241;2.252384196185286;7;0.25;0.45;2
2000;772;0.386;16;0.386;4;0.772;17;0.5444535221496005;342;0.33633633633633636;2.441897233201581;8;0.25;0.45;2
2000;945;0.4725;22;0.4725;4;0.945;23;0.553383842033366;443;0.30835734870317005;2.8839666041915146;9;0.25;0.45;2
2000;1121;0.5605;33;0.5605;4;1.121;33;0.5793086576187314;515;0.24319679175021483;3.382170412613217;0;0.25;0.55;2
2000;1034;0.517;50;0.517;4;1.034;50;0.5831889149807837;468;0.1629175187457396;3.3200821572914596;1;0.25;0.55;2
2000;1153;0.5765;91;0.5765;4;1.153;91;0.5952468647129614;508;0.1268352365415987;3.7139535954332015;2;0.25;0.55;2
2000;1246;0.623;34;0.623;5;1.246;34;0.5909859808589123;517;0.23205791106514995;3.210793190872872;3;0.25;0.55;2
2000;1265;0.6325;100;0.6325;4;1.265;100;0.6171289525995262;558;0.12316320807627594;3.5702834624513007;4;0.25;0.55;2
2000;1187;0.5935;54;0.5935;5;1.187;54;0.6125534494961786;520;0.1761791154340246;3.1461383270394703;5;0.25;0.55;2
2000;1129;0.5645;22;0.5645;5;1.129;22;0.5997389294985616;540;0.2931090262051116;3.188190218616182;6;0.25;0.55;2
2000;1117;0.5585;20;0.5585;5;1.117;20;0.5721403293611252;533;0.3208621390809272;2.6534653465346536;7;0.25;0.55;2
2000;914;0.457;22;0.457;4;0.914;23;0.5618040101080496;423;0.2931776275353411;2.5054945054945055;8;0.25;0.55;2
2000;1111;0.5555;38;0.5555;5;1.111;38;0.5924122356028796;519;0.2504118616144975;2.9633975970941604;9;0.25;0.55;2
2000;1405;0.7025;71;0.7025;5;1.405;71;0.5970621620921157;634;0.16185824625170378;3.4388615042137065;0;0.25;0.65;2
2000;1319;0.6595;100;0.6595;5;1.319;100;0.627926475333279;586;0.10683903252710591;3.851458834857968;1;0.25;0.65;2
2000;1552;0.776;204;0.776;6;1.552;204;0.6719094715295363;673;0.05942630344578748;3.5354126923566067;2;0.25;0.65;2
2000;1571;0.7855;54;0.7855;6;1.571;54;0.6448081472109966;660;0.18769454243619008;3.7122886764843237;3;0.25;0.65;2
2000;1706;0.853;227;0.853;5;1.706;227;0.671404637003205;717;0.052684354589555275;3.9812551761871036;4;0.25;0.65;2
2000;1491;0.7455;96;0.7455;6;1.491;96;0.6590329373910179;631;0.11540900443880786;3.075514974114769;5;0.25;0.65;2
2000;1355;0.6775;48;0.6775;5;1.355;48;0.6470881908837218;636;0.23105006954102922;3.4698116161352606;6;0.25;0.65;2
2000;1346;0.673;31;0.673;5;1.346;31;0.61661447137795;631;0.26043737574552683;2.8237918921484857;7;0.25;0.65;2
2000;1106;0.553;38;0.553;4;1.106;39;0.5945449107956223;507;0.21308079313406333;2.9226169943658733;8;0.25;0.65;2
2000;1385;0.6925;76;0.6925;5;1.385;76;0.6292671944240579;623;0.14263124604680583;3.182882286963274;9;0.25;0.65;2
2000;1844;0.922;139;0.922;7;1.844;139;0.6875310738671291;777;0.10772749157438613;3.1184219342561943;0;0.25;0.75;2
2000;1865;0.9325;238;0.9325;5;1.865;238;0.7074747236193435;802;0.05423440912399903;3.5545646848538235;1;0.25;0.75;2
2000;2232;1.116;458;1.116;6;2.232;458;0.7515101673570769;919;0.02705236810136077;3.040839889443021;2;0.25;0.75;2
2000;2035;1.0175;84;1.0175;6;2.035;84;0.7357025191670677;846;0.14321748878923768;3.682151162009221;3;0.25;0.75;2
2000;2562;1.281;624;1.281;6;2.562;624;0.7810371121487742;988;0.01854671582208067;3.0700635212935996;4;0.25;0.75;2
2000;1934;0.967;170;0.967;6;1.934;170;0.7003736234872783;802;0.07398044728764155;3.013523131672598;5;0.25;0.75;2
2000;1699;0.8495;81;0.8495;5;1.699;81;0.6906534299347807;768;0.1716911172013542;3.0782573887517515;6;0.25;0.75;2
2000;1697;0.8485;49;0.8485;5;1.697;49;0.6742013710819614;776;0.19422654534044556;2.811636791066706;7;0.25;0.75;2
2000;1389;0.6945;65;0.6945;4;1.389;66;0.6092254122188328;652;0.13486966377030601;2.8041709886990227;8;0.25;0.75;2
2000;1817;0.9085;164;0.9085;6;1.817;164;0.6823174483809801;779;0.07649235076492351;3.2325623549883993;9;0.25;0.75;2
2000;2582;1.291;268;1.291;8;2.582;268;0.758634848349162;1015;0.07293380965760848;3.0517522797597665;0;0.25;0.85;2
2000;2708;1.354;516;1.354;6;2.708;516;0.7796616516608634;1046;0.02846647366787588;3.301427397902294;1;0.25;0.85;2
2000;3506;1.753;1088;1.753;7;3.506;1088;0.8441934738890148;1339;0.012151440006351252;2.7780133483519505;2;0.25;0.85;2
2000;2727;1.3635;146;1.3635;7;2.727;146;0.7804166474072912;1095;0.10023332313341493;3.8961613517786104;3;0.25;0.85;2
2000;4010;2.005;1421;2.005;8;4.01;1421;0.8726946431414946;1440;0.008686329636841067;2.388390593059294;4;0.25;0.85;2
2000;2723;1.3615;325;1.3615;7;2.723;325;0.7748421776133055;1054;0.04581336004388162;4.76679231204391;5;0.25;0.85;2
2000;2224;1.112;168;1.112;5;2.224;168;0.7367300820008047;962;0.10845099853726976;3.4334625823962774;6;0.25;0.85;2
2000;2205;1.1025;80;1.1025;6;2.205;80;0.727217334702277;979;0.14326228158448448;4.6224677465498685;7;0.25;0.85;2
2000;1793;0.8965;112;0.8965;5;1.793;113;0.6944100336870306;825;0.09129692832764505;4.595359746434231;8;0.25;0.85;2
2000;2537;1.2685;363;1.2685;7;2.537;363;0.7629728553615682;1026;0.03732893034656499;4.123152169524568;9;0.25;0.85;2
2000;3651;1.8255;523;1.8255;9;3.651;523;0.7980565836759106;1308;0.04399185855298102;6.461289426950459;0;0.25;0.95;2
2000;4184;2.092;1089;2.092;9;4.184;1089;0.8423673255870324;1448;0.01533375527685435;3.8299769202248726;1;0.25;0.95;2
2000;5415;2.7075;1964;2.7075;8;5.415;1964;0.9034403777202004;1825;0.008291880344141168;2.0301542162472628;2;0.25;0.95;2
2000;3854;1.927;254;1.927;9;3.854;254;0.8050070503890647;1428;0.06689600350857958;6.096699585183205;3;0.25;0.95;2
2000;5759;2.8795;1999;2.8795;8;5.759;1999;0.9126087082385144;1793;0.008343715464502816;1.997119059529765;4;0.25;0.95;2
2000;4111;2.0555;641;2.0555;8;4.111;641;0.8113773778575649;1433;0.025978903331317263;3.462370573170161;5;0.25;0.95;2
2000;2992;1.496;301;1.496;7;2.992;301;0.7661261126977711;1183;0.07027145359019264;3.890749063458149;6;0.25;0.95;2
2000;3015;1.5075;146;1.5075;8;3.015;146;0.7590999069508781;1230;0.10350821744627055;7.215224072972437;7;0.25;0.95;2
2000;2365;1.1825;212;1.1825;5;2.365;213;0.7467787751135843;1033;0.05874608359442704;4.708627405607621;8;0.25;0.95;2
2000;3724;1.862;752;1.862;8;3.724;752;0.8293913499800217;1401;0.020356723599327563;3.160146927077572;9;0.25;0.95;2
2000;947;0.4735;10;0.4735;4;0.947;10;0.5217615012106538;472;0.44584382871536526;2.724027133166726;0;0.45;0.05;2
2000;861;0.4305;7;0.4305;4;0.861;7;0.505805609915199;438;0.4558189655172414;2.1978835978835978;1;0.45;0.05;2
2000;904;0.452;9;0.452;4;0.904;10;0.4902843768697427;451;0.41360294117647056;2.7404150545198736;2;0.45;0.05;2
2000;987;0.4935;8;0.4935;4;0.987;10;0.487940543449018;472;0.41685144124168516;3.1070552982838464;3;0.45;0.05;2
2000;1020;0.51;8;0.51;4;1.02;8;0.49874542124542126;520;0.4438241451500349;2.827920227920228;4;0.45;0.05;2
2000;968;0.484;8;0.484;4;0.968;9;0.5024706399972925;469;0.4474097331240188;3.631524279407946;5;0.45;0.05;2
2000;973;0.4865;7;0.4865;4;0.973;8;0.534062980030722;496;0.461003861003861;2.6345195729537365;6;0.45;0.05;2
2000;941;0.4705;7;0.4705;5;0.941;7;0.5136663620672149;469;0.4895287958115183;2.170967741935484;7;0.45;0.05;2
2000;841;0.4205;6;0.4205;3;0.841;7;0.5664209664209664;407;0.46545454545454545;1.8580917874396135;8;0.45;0.05;2
2000;984;0.492;7;0.492;4;0.984;8;0.5033722438391699;514;0.4613618974751339;2.7094821788836585;9;0.45;0.05;2
2000;1043;0.5215;12;0.5215;4;1.043;12;0.5374374152783243;528;0.4389763779527559;2.7613180515759312;0;0.45;0.15;2
2000;993;0.4965;10;0.4965;4;0.993;10;0.49952843273231623;515;0.4243119266055046;3.009591668950397;1;0.45;0.15;2
2000;1012;0.506;9;0.506;4;1.012;11;0.5116359562681629;503;0.41208791208791207;3.0401069518716577;2;0.45;0.15;2
2000;1119;0.5595;11;0.5595;4;1.119;13;0.49720117331228436;540;0.419082762256194;3.842637071393076;3;0.45;0.15;2
2000;1142;0.571;12;0.571;4;1.142;12;0.5068402762174389;578;0.41971383147853736;3.5996587560105477;4;0.45;0.15;2
