n_vertices;n_edges;degree_mean;degree_max;degree_min;avg_local_clustering;global_clustering;avg_shortest_path_length;powerlaw_alpha;powerlaw_k_min;powerlaw_n_tail;powerlaw_ks;powerlaw_valid;powerlaw_reason;seed;beta;gamma;dim
100;365;7.3;99;2;0.7965744231613796;0.22180248246087425;1.9262626262626263;2.8446322007784084;4;79;0.16455696202531644;True;ok;5;0.01;0.5;2
100;275;5.5;32;0;0.5879663042842285;0.38696629213483147;3.15961411971059;2.742703652992585;3;86;0.19767441860465115;True;ok;6;0.01;0.5;2
100;223;4.46;14;0;0.5939877899877899;0.5061124694376528;4.8494960806271;2.6818267819275263;3;68;0.25122994645512087;True;ok;7;0.01;0.5;2
100;240;4.8;18;0;0.5831666519754756;0.4148191365227538;3.689149560117302;3.37381451131866;6;28;0.15784044644154027;True;ok;8;0.01;0.5;2
100;276;5.52;29;0;0.6463245190757934;0.39233817701453105;3.3597196454339313;2.57954727247178;3;80;0.22767596763606718;True;ok;9;0.01;0.5;2
100;323;6.46;99;1;0.7527662337662336;0.18334108887854816;1.9347474747474747;2.636896877003117;3;93;0.23577870989416772;True;ok;0;0.01;0.6;2
100;380;7.6;32;1;0.6294030439888297;0.41431451612903225;2.8519191919191917;3.4442942802983905;10;22;0.10609498791176969;True;ok;1;0.01;0.6;2
100;322;6.44;32;1;0.6344624615386497;0.4312829525483304;3.0472727272727274;2.7386348718699463;4;72;0.1687862424892257;True;ok;2;0.01;0.6;2
100;278;5.56;34;0;0.6293065850981652;0.3717117804041174;3.1220209723546235;2.6679826275617997;3;83;0.20040008706709492;True;ok;3;0.01;0.6;2
100;263;5.26;58;0;0.6064089302895485;0.26482345103264493;2.8998527245949925;2.7384162327591497;3;78;0.21404959393468007;True;ok;4;0.01;0.6;2
100;402;8.04;99;2;0.795387682685228;0.24374319912948858;1.9187878787878787;2.723733093879392;4;86;0.15651360811918907;True;ok;5;0.01;0.6;2
100;324;6.48;45;0;0.6395014707514711;0.3788059701492537;2.8251906823335395;2.4508290734672133;3;90;0.21900560091629107;True;ok;6;0.01;0.6;2
100;262;5.24;22;0;0.6035891330891331;0.47055492638731594;3.7875;3.6155354341893404;5;49;0.20408163265306123;True;ok;7;0.01;0.6;2
100;276;5.52;24;0;0.6055405744851161;0.3949685534591195;3.4544607500582343;2.5208551280240794;3;74;0.1891891891891892;True;ok;8;0.01;0.6;2
100;322;6.44;44;0;0.743434674565388;0.3825962910128388;2.9053803339517623;3.1596875439533663;5;57;0.16758772044457554;True;ok;9;0.01;0.6;2
100;348;6.96;99;1;0.7495184691592253;0.20292825768667644;1.9296969696969697;3.4625007199262194;8;21;0.19047619047619047;True;ok;0;0.01;0.7;2
100;438;8.76;37;2;0.6690742675494948;0.41135811694376984;2.642020202020202;3.339590726647353;11;23;0.08695652173913043;True;ok;1;0.01;0.7;2
100;382;7.64;54;1;0.6571666080661639;0.3766505973590442;2.584848484848485;3.0984082084717075;6;54;0.1383864144616302;True;ok;2;0.01;0.7;2
100;322;6.44;43;0;0.6451380867801234;0.31719445171421096;2.740053597196454;2.5223629129150797;3;90;0.21020171191062692;True;ok;3;0.01;0.7;2
100;319;6.38;88;1;0.7017275588396278;0.2093755466153577;2.1193939393939396;3.0608415925688113;4;73;0.21794525425015948;True;ok;4;0.01;0.7;2
100;447;8.94;99;2;0.7761700999427326;0.2615027437737442;1.9096969696969697;3.2228208485283876;8;36;0.16666666666666666;True;ok;5;0.01;0.7;2
100;384;7.68;58;0;0.701788992894799;0.36739659367396593;2.4982477839620696;2.701281664456547;4;87;0.16091954022988506;True;ok;6;0.01;0.7;2
100;306;6.12;27;0;0.6148381197405963;0.4439901880621423;3.2224283652855084;2.887660121718544;4;74;0.18159159036841843;True;ok;7;0.01;0.7;2
100;332;6.64;36;1;0.6829855474732713;0.38289150040994807;2.9997979797979797;2.3504057335168222;3;82;0.17557685234557932;True;ok;8;0.01;0.7;2
100;380;7.6;64;1;0.7910869725418023;0.3182211455269078;2.3723232323232324;2.7489726861066006;4;83;0.1686746987951807;True;ok;9;0.01;0.7;2
100;373;7.46;99;1;0.7561020254501015;0.22523763603802177;1.9246464646464647;2.99860462651303;4;90;0.18888888888888888;True;ok;0;0.01;0.8;2
100;534;10.68;48;3;0.6877977918134291;0.3901896511355654;2.302020202020202;3.1604060213741305;12;26;0.11538461538461539;True;ok;1;0.01;0.8;2
100;447;8.94;71;1;0.6778202312297826;0.3389806173725772;2.26;2.836812656373435;5;83;0.1477452387166276;True;ok;2;0.01;0.8;2
100;407;8.14;71;1;0.7437366403683917;0.24932144241954246;2.1098989898989897;2.7220344990670746;4;87;0.18111521799410252;True;ok;3;0.01;0.8;2
100;361;7.22;99;1;0.7695586237684863;0.21784989858012171;1.9270707070707072;3.3626428917194526;5;67;0.17088110137619314;True;ok;4;0.01;0.8;2
100;509;10.18;99;3;0.7755311977630938;0.28159779138987145;1.897171717171717;2.7507729549025983;5;88;0.13690882799463533;True;ok;5;0.01;0.8;2
100;448;8.96;85;1;0.7288039600379079;0.3218405537041784;2.11010101010101;2.8674075428338393;5;82;0.15853658536585366;True;ok;6;0.01;0.8;2
100;337;6.74;29;1;0.6248554338235085;0.42972699696663297;3.0272727272727273;3.1777028108764616;5;66;0.1761791723707644;True;ok;7;0.01;0.8;2
100;405;8.1;58;1;0.7063641217624085;0.34636408812324004;2.4894949494949494;2.7997641319088746;5;68;0.16176470588235295;True;ok;8;0.01;0.8;2
100;446;8.92;84;3;0.7900968727290949;0.28623979767789404;2.089292929292929;3.287789251277314;6;66;0.16666666666666666;True;ok;9;0.01;0.8;2
100;415;8.3;99;1;0.7331797017634084;0.24940971790729463;1.9161616161616162;3.3569754010531194;5;85;0.21176470588235294;True;ok;0;0.01;0.9;2
100;640;12.8;56;4;0.6936725779734548;0.3777636896743007;2.0668686868686867;2.848110431287127;12;31;0.11213012694959903;True;ok;1;0.01;0.9;2
100;516;10.32;86;3;0.6921555956535557;0.3199095952332032;2.033939393939394;3.0517549987408708;6;84;0.15476190476190477;True;ok;2;0.01;0.9;2
100;501;10.02;86;3;0.7757221067278046;0.23696645140967082;1.9141414141414141;3.3188609014391126;6;76;0.14473684210526316;True;ok;3;0.01;0.9;2
100;401;8.02;99;1;0.739092989307938;0.23783587509077705;1.918989898989899;3.1246121741285964;5;74;0.17250644965501052;True;ok;4;0.01;0.9;2
100;595;11.9;99;4;0.7728243017347515;0.28520385376124546;1.8797979797979798;2.869863606805268;6;89;0.1348314606741573;True;ok;5;0.01;0.9;2
100;501;10.02;97;3;0.7335949032409042;0.31766482133870155;1.9290909090909092;3.3030470369012868;10;32;0.125;True;ok;6;0.01;0.9;2
100;408;8.16;45;1;0.6305085673512597;0.3844856661045531;2.6313131313131315;3.6125672727899296;9;30;0.14062642959703006;True;ok;7;0.01;0.9;2
100;473;9.46;76;1;0.7306847616805524;0.322244623655914;2.132929292929293;2.3940292484375534;4;89;0.15497686322216925;True;ok;8;0.01;0.9;2
100;528;10.56;97;3;0.7854937621610483;0.2777511961722488;1.907878787878788;3.3704419852869827;7;68;0.1499406309241258;True;ok;9;0.01;0.9;2
100;463;9.26;99;2;0.7251673393899937;0.26807393634474463;1.9064646464646464;2.952749926246521;5;89;0.18718772695364266;True;ok;0;0.01;1.0;2
100;802;16.04;75;6;0.6992178671863418;0.36126027657653376;1.87010101010101;2.6931765599508672;13;34;0.09984936243346798;True;ok;1;0.01;1.0;2
100;585;11.7;97;3;0.7011424155075139;0.3048227059456965;1.9038383838383839;3.254437190961477;7;85;0.13053868686854062;True;ok;2;0.01;1.0;2
100;573;11.46;97;3;0.7897845541947253;0.2367911804374597;1.8842424242424243;3.492898547961769;7;77;0.14028679936997462;True;ok;3;0.01;1.0;2
100;466;9.32;99;2;0.7529306703172678;0.25594607607125663;1.905858585858586;3.213813489935133;6;71;0.16119776541388703;True;ok;4;0.01;1.0;2
100;706;14.12;99;5;0.7664301395282288;0.2961978449708074;1.8573737373737373;3.2828908404277066;8;86;0.14736017999788142;True;ok;5;0.01;1.0;2
100;563;11.26;99;3;0.7180247511548342;0.3288084464555053;1.8862626262626263;2.9954807256226736;7;73;0.12432379157564433;True;ok;6;0.01;1.0;2
100;479;9.58;64;2;0.6512264796124417;0.3488857938718663;2.3016161616161614;2.979712583043039;6;75;0.15420746773784622;True;ok;7;0.01;1.0;2
100;549;10.98;91;2;0.7224217320786542;0.29882202099527205;1.9436363636363636;2.543341832310051;5;87;0.15218462776328767;True;ok;8;0.01;1.0;2
100;619;12.38;99;3;0.7759377093863853;0.2840487546369899;1.874949494949495;3.0318083241443565;7;79;0.11392405063291139;True;ok;9;0.01;1.0;2
100;1427;28.54;49;12;0.6056863407202164;0.5605188319345218;1.828080808080808;4.457181929700687;24;70;0.11316345947666451;True;ok;0;0.11;0.0;2
100;1748;34.96;60;12;0.645131301199787;0.6079732746005233;1.72;2.6910204755916647;19;93;0.14705058505004787;True;ok;1;0.11;0.0;2
100;1801;36.02;61;15;0.649475894884662;0.6012722217541495;1.6943434343434343;14.177826983722564;48;27;0.1111111111111111;True;ok;2;0.11;0.0;2
100;1473;29.46;47;9;0.6034692227825817;0.5630130688907861;1.802828282828283;5.574076533465512;29;51;0.1272514142014533;True;ok;3;0.11;0.0;2
100;1350;27.0;51;9;0.5941979931076381;0.5564719358533792;1.8565656565656565;9.749533482464487;34;31;0.10321314424527978;True;ok;4;0.11;0.0;2
100;1616;32.32;54;11;0.6268185780447848;0.578295524218271;1.7535353535353535;4.501053269747333;30;57;0.14824866411121385;True;ok;5;0.11;0.0;2
100;1621;32.42;54;13;0.6160372328089183;0.585391231964484;1.752929292929293;3.1581018646858032;22;79;0.15884269499941717;True;ok;6;0.11;0.0;2
100;1540;30.8;52;13;0.6107479298617363;0.5655271206783073;1.7741414141414142;2.92036555068326;18;93;0.13539358651412714;True;ok;7;0.11;0.0;2
100;1451;29.02;52;11;0.5981314223715786;0.5585116848479549;1.8129292929292928;9.731583401476657;38;27;0.11457241293649556;True;ok;8;0.11;0.0;2
100;1590;31.8;53;12;0.6232868450531235;0.5751431384705153;1.755959595959596;8.86502419438554;40;31;0.11647640049155328;True;ok;9;0.11;0.0;2
100;1565;31.3;68;13;0.6227739958865337;0.5696662377961099;1.7505050505050506;4.360988628017408;26;70;0.10078749771881101;True;ok;0;0.11;0.1;2
100;1934;38.68;64;15;0.6686844895949663;0.6250090612540775;1.6551515151515153;20.1337045399303;55;22;0.13636363636363635;True;ok;1;0.11;0.1;2
100;1959;39.18;69;16;0.6694853043999731;0.6175863786193649;1.632929292929293;8.7346310627083;49;30;0.13514197240837839;True;ok;2;0.11;0.1;2
100;1606;32.12;57;13;0.61961032463888;0.5735793277126903;1.742020202020202;5.356661267062044;32;46;0.10721262147459187;True;ok;3;0.11;0.1;2
100;1481;29.62;56;11;0.6158320218416885;0.5694705219677056;1.786868686868687;9.265204626178402;39;25;0.09856685049998404;True;ok;4;0.11;0.1;2
100;1809;36.18;89;13;0.6592058618496182;0.5981620374186104;1.6537373737373737;4.2109853145931355;33;55;0.13611223887935764;True;ok;5;0.11;0.1;2
100;1757;35.14;67;15;0.6372866457134906;0.6001496742384222;1.6983838383838383;2.9947633932321858;22;85;0.1432259159042561;True;ok;6;0.11;0.1;2
100;1647;32.94;56;15;0.6239682617363853;0.5763516927741283;1.7292929292929293;3.036295882348701;20;91;0.13058434192130786;True;ok;7;0.11;0.1;2
100;1617;32.34;56;11;0.6215665882109013;0.5764208106978688;1.734949494949495;3.1927768978961684;21;86;0.11639802318393822;True;ok;8;0.11;0.1;2
100;1733;34.66;63;12;0.644663315935004;0.5898423870997103;1.6933333333333334;3.621448663183381;25;82;0.11506988760508863;True;ok;9;0.11;0.1;2
100;1726;34.52;92;13;0.6487147123853438;0.581692056167586;1.6654545454545455;4.449166056718665;29;68;0.07945647932661215;True;ok;0;0.11;0.2;2
100;2135;42.7;70;16;0.6909996046865804;0.6424013517542988;1.5874747474747475;17.529722896389824;60;22;0.13636363636363635;True;ok;1;0.11;0.2;2
100;2112;42.24;81;17;0.6914621790465758;0.6349243377013266;1.585050505050505;8.821621505046986;54;27;0.08575833887535284;True;ok;2;0.11;0.2;2
100;1746;34.92;79;15;0.6411412529849649;0.5821520716345424;1.677979797979798;4.876888664931505;32;56;0.08171172737998333;True;ok;3;0.11;0.2;2
100;1619;32.38;76;14;0.6385020076937601;0.5787569652807544;1.7066666666666668;7.548405070440776;42;26;0.08354860098847139;True;ok;4;0.11;0.2;2
100;1984;39.68;99;14;0.6801064106335732;0.6113544589692698;1.5991919191919193;7.558524687934452;53;20;0.11567836558966701;True;ok;5;0.11;0.2;2
100;1916;38.32;80;16;0.6551140978788044;0.611103581681308;1.6402020202020202;9.89643019767073;52;23;0.1319905275980217;True;ok;6;0.11;0.2;2
100;1805;36.1;69;16;0.6445823478011353;0.5894585422398503;1.6648484848484848;3.0009453569613007;21;97;0.1277592062359858;True;ok;7;0.11;0.2;2
100;1777;35.54;68;13;0.646420647780558;0.5908530819268132;1.6682828282828284;5.323606923836911;40;35;0.11067276647518043;True;ok;8;0.11;0.2;2
100;1881;37.62;75;13;0.6648111446264524;0.6027930110955235;1.6363636363636365;3.421848065425812;26;83;0.11031287404493972;True;ok;9;0.11;0.2;2
100;1887;37.74;99;13;0.6697416427471622;0.5962818103316909;1.6187878787878789;4.267140924369283;31;68;0.07004954285539133;True;ok;0;0.11;0.3;2
100;2363;47.26;82;20;0.7199329287355445;0.6616827434023186;1.5236363636363637;7.12422106959164;57;34;0.1312161685465021;True;ok;1;0.11;0.3;2
100;2305;46.1;92;19;0.7143658567835165;0.6545170728378529;1.535959595959596;8.12382219702899;59;25;0.08018293891086814;True;ok;2;0.11;0.3;2
100;1921;38.42;89;16;0.6694394615965849;0.598381454473788;1.6177777777777778;4.475390212075785;32;69;0.09138220780413941;True;ok;3;0.11;0.3;2
100;1795;35.9;93;16;0.6637315259379138;0.5923085396414507;1.6404040404040403;5.938280526873822;43;30;0.1027423646813106;True;ok;4;0.11;0.3;2
100;2149;42.98;99;19;0.702471553508924;0.6254298861709857;1.5658585858585858;7.2309594411869105;57;22;0.09251999623003693;True;ok;5;0.11;0.3;2
100;2130;42.6;94;17;0.6845032056700734;0.6290192806269929;1.5705050505050504;3.702432169141886;33;70;0.1210122609505514;True;ok;6;0.11;0.3;2
100;1974;39.48;82;20;0.6694139278340149;0.6061410422848664;1.607878787878788;7.535533304798994;51;26;0.08181082950617935;True;ok;7;0.11;0.3;2
100;1956;39.12;82;15;0.6756936835457;0.606998308742054;1.60989898989899;4.658067463061514;42;35;0.09133840902554169;True;ok;8;0.11;0.3;2
100;2057;41.14;92;14;0.6927740176910545;0.6201083684527393;1.5872727272727272;3.665098023116292;30;79;0.08559190830150187;True;ok;9;0.11;0.3;2
100;2071;41.42;99;18;0.6908247232204681;0.6143302769637962;1.5816161616161617;4.315959904057983;34;68;0.07352941176470588;True;ok;0;0.11;0.4;2
100;2616;52.32;95;23;0.7577482130327605;0.687157827839822;1.4715151515151514;5.485668986727801;58;36;0.11584930253375614;True;ok;1;0.11;0.4;2
100;2487;49.74;97;25;0.7373182175715415;0.6713698127065736;1.4975757575757576;7.190687219560132;61;28;0.10467684819850864;True;ok;2;0.11;0.4;2
100;2094;41.88;98;20;0.6964493965255873;0.6146248305885252;1.576969696969697;4.220908545042661;33;74;0.07055746189448042;True;ok;3;0.11;0.4;2
100;1949;38.98;99;16;0.6854986050256622;0.6071606858841149;1.6062626262626263;5.161795427503082;47;24;0.07017812796631617;True;ok;4;0.11;0.4;2
100;2345;46.9;99;22;0.7287774496423347;0.6462372859271807;1.5262626262626262;4.001022723159025;39;61;0.08294562093406682;True;ok;5;0.11;0.4;2
100;2348;46.96;99;19;0.7170652239527153;0.6512275146093827;1.5256565656565657;3.4742227343567103;32;86;0.08290432218752297;True;ok;6;0.11;0.4;2
100;2157;43.14;89;20;0.6949591968450304;0.6241717696602083;1.5642424242424242;6.644055752234841;55;25;0.09805935473028005;True;ok;7;0.11;0.4;2
100;2131;42.62;98;21;0.7061757044640494;0.6208820093457944;1.5694949494949495;3.600262093766362;30;81;0.06992073675216509;True;ok;8;0.11;0.4;2
100;2239;44.78;99;18;0.7142316484998206;0.634247491638796;1.5476767676767678;6.062846742715504;57;23;0.061112513898453846;True;ok;9;0.11;0.4;2
100;2251;45.02;99;22;0.7188820607438459;0.6346102945068907;1.5452525252525253;4.074600142210526;35;73;0.06054187673842387;True;ok;0;0.11;0.5;2
100;2838;56.76;99;28;0.7846586382830015;0.7117171637190415;1.4266666666666667;3.4703671641479077;38;89;0.09973257429330173;True;ok;1;0.11;0.5;2
100;2644;52.88;99;27;0.7526169891852935;0.6855271500754986;1.4658585858585857;5.755501664615332;60;31;0.09619115034134629;True;ok;2;0.11;0.5;2
100;2255;45.1;99;22;0.7190338208138809;0.6333133348626282;1.5444444444444445;4.298637002410597;36;73;0.0547945205479452;True;ok;3;0.11;0.5;2
100;2100;42.0;99;21;0.7044945924406758;0.6181029571961104;1.5757575757575757;4.417825968409899;42;39;0.06210348069450994;True;ok;4;0.11;0.5;2
100;2519;50.38;99;26;0.7480703085425097;0.6644690252953007;1.491111111111111;3.6381185361064485;35;85;0.07073251267068692;True;ok;5;0.11;0.5;2
100;2533;50.66;99;25;0.7415101318179583;0.6678021576670226;1.4882828282828282;3.6355757704188045;35;87;0.07190548758361892;True;ok;6;0.11;0.5;2
100;2374;47.48;97;25;0.7280120592453402;0.6468780522667175;1.5204040404040404;3.4024370076419332;31;90;0.08791031606336025;True;ok;7;0.11;0.5;2
100;2347;46.94;99;26;0.7407515827728693;0.6436212219111207;1.5258585858585858;3.645186703879171;34;75;0.05918613577507603;True;ok;8;0.11;0.5;2
100;2409;48.18;99;21;0.7324419937415702;0.6524491578483586;1.5133333333333334;3.743022597636974;34;86;0.05978598087895459;True;ok;9;0.11;0.5;2
100;2445;48.9;99;27;0.7454260344728225;0.6546303815008232;1.506060606060606;3.94039128789758;36;80;0.07221123919665545;True;ok;0;0.11;0.6;2
100;3026;60.52;99;31;0.802304112699677;0.7320554710674115;1.3886868686868687;3.7528041356364654;43;85;0.10069917280319685;True;ok;1;0.11;0.6;2
100;2823;56.46;99;31;0.7686908364816358;0.7038901734104046;1.4296969696969697;4.077836285980013;45;70;0.0903577248021814;True;ok;2;0.11;0.6;2
100;2387;47.74;99;22;0.7320651603409938;0.6484121148874605;1.5177777777777777;4.384880688795228;41;59;0.08358296739576854;True;ok;3;0.11;0.6;2
100;2247;44.94;99;23;0.7235049704623229;0.6321521356904801;1.5460606060606061;4.194688510240875;39;56;0.05357142857142857;True;ok;4;0.11;0.6;2
100;2712;54.24;99;29;0.7669791981895725;0.6859758911594764;1.4521212121212121;3.976019882372022;42;71;0.07794210759919074;True;ok;5;0.11;0.6;2
100;2707;54.14;99;31;0.7608977879906417;0.6861081522950779;1.453131313131313;3.7326856348404216;37;92;0.07885557952641942;True;ok;6;0.11;0.6;2
100;2564;51.28;99;29;0.7532144401973748;0.6673617073469889;1.482020202020202;3.5653353761581923;34;92;0.07111184624750799;True;ok;7;0.11;0.6;2
