n_vertices;n_edges;indegree_mean;indegree_max;outdegree_mean;outdegree_max;total_degree_mean;total_degree_max;avg_local_clustering;global_clustering;avg_shortest_path_length;seed;beta;gamma;dim
1000;105;0.105;2;0.105;2;0.21;2;0.003;0.2;1.134453781512605;0;0.1;0.1;2
1000;136;0.136;3;0.136;2;0.272;3;0.008333333333333333;0.1836734693877551;1.3544973544973544;1;0.1;0.1;2
1000;99;0.099;3;0.099;3;0.198;3;0.015333333333333332;0.6486486486486487;1.1652173913043478;2;0.1;0.1;2
1000;133;0.133;5;0.133;2;0.266;5;0.008333333333333331;0.23684210526315788;1.3352272727272727;0;0.1;0.3;2
1000;176;0.176;4;0.176;2;0.352;4;0.027333333333333334;0.4077669902912621;1.3319672131147542;1;0.1;0.3;2
1000;123;0.123;3;0.123;3;0.246;4;0.02333333333333333;0.6226415094339622;1.1527777777777777;2;0.1;0.3;2
1000;187;0.187;14;0.187;3;0.374;14;0.016772893772893774;0.13924050632911392;2.104631217838765;0;0.1;0.5;2
1000;226;0.226;8;0.226;3;0.452;8;0.05417142857142857;0.42;1.6020408163265305;1;0.1;0.5;2
1000;159;0.159;5;0.159;3;0.318;5;0.026333333333333334;0.4444444444444444;1.2796208530805686;2;0.1;0.5;2
1000;302;0.302;40;0.302;3;0.604;40;0.058336476426799004;0.09324324324324325;2.324532900081235;0;0.1;0.7;2
1000;326;0.326;26;0.326;3;0.652;26;0.07660496503496503;0.19016817593790428;2.0667714061272586;1;0.1;0.7;2
1000;231;0.231;15;0.231;3;0.462;15;0.041152380952380954;0.1974921630094044;1.839080459770115;2;0.1;0.7;2
1000;640;0.64;147;0.64;5;1.28;147;0.20812699483747626;0.033574430651940185;2.1608562043022146;0;0.1;0.9;2
1000;538;0.538;70;0.538;4;1.076;70;0.14531653535700179;0.11273792093704246;2.4937898623699226;1;0.1;0.9;2
1000;423;0.423;68;0.423;4;0.846;68;0.09814017265078583;0.05451672372925994;3.333009802970009;2;0.1;0.9;2
1000;1010;1.01;290;1.01;5;2.02;290;0.3190884312551605;0.01965914093453242;2.4850848827809218;0;0.1;1.0;2
1000;731;0.731;137;0.731;5;1.462;137;0.2024961789598054;0.06588930596597715;2.3126960752929127;1;0.1;1.0;2
1000;624;0.624;129;0.624;4;1.248;129;0.16194332728861938;0.03203971119133574;3.040833578359306;2;0.1;1.0;2
1000;444;0.444;7;0.444;3;0.888;7;0.11707619047619047;0.45535714285714285;2.0;0;0.4;0.1;2
1000;462;0.462;8;0.462;4;0.924;8;0.1161095238095238;0.4624505928853755;2.1257197696737045;1;0.4;0.1;2
1000;394;0.394;6;0.394;3;0.788;7;0.09283333333333334;0.4235294117647059;1.864935064935065;2;0.4;0.1;2
1000;558;0.558;14;0.558;3;1.116;14;0.1566007992007992;0.38674698795180723;2.766618842659015;0;0.4;0.3;2
1000;611;0.611;13;0.611;5;1.222;13;0.16172074592074595;0.38563829787234044;3.220601640838651;1;0.4;0.3;2
1000;489;0.489;9;0.489;3;0.978;10;0.13162222222222222;0.3838383838383838;2.7550177095631643;2;0.4;0.3;2
1000;790;0.79;42;0.79;6;1.58;42;0.24199598775208525;0.24967490247074123;3.2910439737662616;0;0.4;0.5;2
1000;844;0.844;30;0.844;5;1.688;30;0.25037610941956506;0.3234237177393009;3.4342440801457195;1;0.4;0.5;2
1000;659;0.659;20;0.659;4;1.318;20;0.19193660666818563;0.28949107732980833;3.6359161861904092;2;0.4;0.5;2
1000;1249;1.249;147;1.249;6;2.498;147;0.39111494414987574;0.08573895879595361;4.075891174002408;0;0.4;0.7;2
1000;1231;1.231;95;1.231;6;2.462;95;0.38587717491099477;0.20497237569060772;4.201110478359909;1;0.4;0.7;2
1000;1001;1.001;87;1.001;5;2.002;87;0.31910859092873994;0.12557052209729488;4.115610911591656;2;0.4;0.7;2
1000;2537;2.537;599;2.537;7;5.074;599;0.7068261541250683;0.025219245555021624;3.7582376590541715;0;0.4;0.9;2
1000;2040;2.04;279;2.04;7;4.08;279;0.5955304805679547;0.09041165081235794;6.936716920811583;1;0.4;0.9;2
1000;1811;1.811;289;1.811;6;3.622;289;0.57146253420208;0.05787018736659025;3.5497778685098234;2;0.4;0.9;2
1000;3650;3.65;974;3.65;8;7.3;974;0.8809240832019299;0.01725532284761955;2.03874014294856;0;0.4;1.0;2
1000;2755;2.755;504;2.755;9;5.51;504;0.6853517697374433;0.0541831533169358;3.9174940552243043;1;0.4;1.0;2
1000;2537;2.537;508;2.537;8;5.074;508;0.6762719549295483;0.038261383523501245;3.0966662765571793;2;0.4;1.0;2
1000;805;0.805;8;0.805;4;1.61;8;0.2539309523809523;0.48406779661016947;3.841915550978373;0;0.7;0.1;2
1000;811;0.811;11;0.811;5;1.622;11;0.2306277777777777;0.43166666666666664;4.24504530011325;1;0.7;0.1;2
1000;689;0.689;9;0.689;4;1.378;10;0.19047460317460324;0.4157608695652174;3.603183962264151;2;0.7;0.1;2
1000;1004;1.004;22;1.004;6;2.008;23;0.3070103691376002;0.4240780911062907;3.9473457521266284;0;0.7;0.3;2
1000;1053;1.053;18;1.053;5;2.106;19;0.3159038030253199;0.39145299145299145;5.324432817644671;1;0.7;0.3;2
1000;850;0.85;12;0.85;4;1.7;13;0.2356429181929182;0.37714285714285717;3.767568302297132;2;0.7;0.3;2
1000;1380;1.38;70;1.38;7;2.76;70;0.40124830330424555;0.2590938793291222;6.076001626372252;0;0.7;0.5;2
1000;1443;1.443;52;1.443;6;2.886;52;0.42856259537511593;0.33872657432196485;5.2300002087116235;1;0.7;0.5;2
1000;1175;1.175;48;1.175;5;2.35;48;0.3510389350313302;0.27577505407354;5.175587444572466;2;0.7;0.5;2
1000;2225;2.225;261;2.225;8;4.45;261;0.612360074053402;0.0819074513830948;6.030183625782559;0;0.7;0.7;2
1000;2113;2.113;148;2.113;7;4.226;148;0.573317622796795;0.21140939597315436;7.419555599906862;1;0.7;0.7;2
1000;1821;1.821;147;1.821;7;3.642;147;0.526995852174611;0.15071247789758346;4.888262324664016;2;0.7;0.7;2
1000;4288;4.288;926;4.288;10;8.576;926;0.8491592909926485;0.027566058575491516;2.1060980820499857;0;0.7;0.9;2
1000;3537;3.537;480;3.537;10;7.074;480;0.7501079508193289;0.08937404059355279;3.382203469487932;1;0.7;0.9;2
1000;3156;3.156;483;3.156;10;6.312;483;0.7250912342674687;0.062486722148841246;3.319689099809424;2;0.7;0.9;2
1000;5146;5.146;999;5.146;11;10.292;999;0.8533972446292779;0.031004063481185447;1.9896976976976977;0;0.7;1.0;2
1000;4845;4.845;871;4.845;12;9.69;871;0.7778096201257412;0.055766206794244176;2.2531811811811813;1;0.7;1.0;2
1000;4411;4.411;860;4.411;12;8.822;860;0.7994417082314201;0.03851191184906967;2.2217748810935185;2;0.7;1.0;2
1000;1108;1.108;11;1.108;5;2.216;11;0.32282142857142865;0.47267565649396737;5.863122426057656;0;1.0;0.1;2
1000;1138;1.138;16;1.138;5;2.276;16;0.3217159451659451;0.4124894987398488;8.206894599796218;1;1.0;0.1;2
1000;992;0.992;10;0.992;5;1.984;12;0.2775165945165944;0.4301699129714049;5.624890125988866;2;1.0;0.1;2
1000;1436;1.436;29;1.436;7;2.872;29;0.4039856061562962;0.4247974638957379;10.18394211311653;0;1.0;0.3;2
1000;1506;1.506;28;1.506;6;3.012;28;0.4295115550438952;0.40177457368639957;9.743184351880004;1;1.0;0.3;2
1000;1254;1.254;18;1.254;6;2.508;19;0.37201198494487964;0.4049122807017544;7.48372498356445;2;1.0;0.3;2
1000;1999;1.999;105;1.999;7;3.998;105;0.5389324175456314;0.2381300219138057;9.8467734241514;0;1.0;0.5;2
1000;2034;2.034;79;2.034;7;4.068;79;0.5489911105192962;0.33116295894375114;7.528262870852106;1;1.0;0.5;2
1000;1698;1.698;69;1.698;7;3.396;69;0.4908151964671613;0.2908692353089959;7.684306020569779;2;1.0;0.5;2
1000;3172;3.172;370;3.172;9;6.344;370;0.7061975135134092;0.08056686797876766;3.7688738902184014;0;1.0;0.7;2
1000;3055;3.055;219;3.055;9;6.11;219;0.6791874913744803;0.19949074527470376;4.359700588006577;1;1.0;0.7;2
1000;2593;2.593;214;2.593;8;5.186;214;0.6346902992009053;0.1529712921126325;4.785112315902779;2;1.0;0.7;2
1000;5577;5.577;997;5.577;11;11.154;997;0.8402371307528036;0.03759790975107155;1.988886886886887;0;1.0;0.9;2
1000;5090;5.09;690;5.09;12;10.18;690;0.782542807822439;0.09108536141794085;2.5756696696696695;1;1.0;0.9;2
1000;4529;4.529;677;4.529;13;9.058;677;0.7829129747254928;0.06394843434997319;2.680559751543788;2;1.0;0.9;2
1000;6411;6.411;999;6.411;12;12.822;999;0.8288619657215825;0.045569188969602194;1.9871651651651652;0;1.0;1.0;2
1000;6606;6.606;985;6.606;16;13.212;985;0.7773521616678246;0.07363860800802126;2.006838838838839;1;1.0;1.0;2
1000;6085;6.085;980;6.085;14;12.17;980;0.8282167412020691;0.04794389311167649;2.0066726726726727;2;1.0;1.0;2
