n_vertices;n_edges;degree_mean;degree_max;degree_min;avg_local_clustering;global_clustering;avg_shortest_path_length;powerlaw_alpha;powerlaw_k_min;powerlaw_n_tail;seed;beta;gamma;dim
100;1186;23.72;99;9;0.6914448477246887;0.4983436631758923;1.7604040404040404;3.3813898731329264;36;10;4;0.05;0.61;2
100;1555;31.1;99;15;0.7276343187366873;0.5368344155844156;1.685858585858586;3.2498011487421;20;81;5;0.05;0.61;2
100;1464;29.28;99;9;0.6980212553389589;0.5318214529551787;1.7042424242424243;3.230041700179652;20;73;6;0.05;0.61;2
100;1306;26.12;87;12;0.6859728180639193;0.5172803199623573;1.7466666666666666;4.536012332306394;37;18;7;0.05;0.61;2
100;1428;28.56;98;11;0.7179207436080809;0.523267586620669;1.7117171717171717;3.239444565245176;18;84;8;0.05;0.61;2
100;1464;29.28;99;9;0.713209363568212;0.5318772463367432;1.7042424242424243;3.685881653808896;31;30;9;0.05;0.61;2
100;1270;25.4;99;11;0.6825111074905252;0.5097366261284787;1.7434343434343433;3.390261483062967;16;91;0;0.05;0.62;2
100;1847;36.94;95;14;0.7434050600383878;0.5791523672679341;1.6268686868686868;3.1307270642086156;24;77;1;0.05;0.62;2
100;1587;31.74;97;14;0.707170630929286;0.5568179957761006;1.6795959595959595;3.8282275036845026;26;60;2;0.05;0.62;2
100;1313;26.26;99;12;0.7105219225017259;0.49936190811476855;1.7347474747474747;3.5335828316860973;17;88;3;0.05;0.62;2
100;1198;23.96;99;9;0.6941560611549155;0.4988640814727771;1.757979797979798;3.3015321136906697;36;10;4;0.05;0.62;2
100;1564;31.28;99;15;0.7277605911511732;0.5375156717137621;1.684040404040404;3.2840654064840655;20;83;5;0.05;0.62;2
100;1479;29.58;99;9;0.6997212619869788;0.5331006672573733;1.7012121212121212;3.2158666017533832;20;74;6;0.05;0.62;2
100;1316;26.32;88;12;0.6871181438886959;0.5173227253804524;1.7426262626262625;4.439397605935641;37;18;7;0.05;0.62;2
100;1444;28.88;98;11;0.7184785039040278;0.5232986066609298;1.7084848484848485;3.220516532761219;18;85;8;0.05;0.62;2
100;1482;29.64;99;11;0.7150782867060314;0.5309539190353144;1.7006060606060607;4.02163941146682;38;20;9;0.05;0.62;2
100;1286;25.72;99;11;0.6840099299683101;0.510133824670287;1.7402020202020203;3.3168321588024487;16;91;0;0.05;0.63;2
100;1871;37.42;95;14;0.7470207840668482;0.5809293667402791;1.622020202020202;3.162608558125904;24;80;1;0.05;0.63;2
100;1605;32.1;97;15;0.711253773930013;0.5575889939262542;1.6757575757575758;3.805442009893851;26;61;2;0.05;0.63;2
100;1325;26.5;99;12;0.7122020542872027;0.5007554826454844;1.7323232323232323;3.4906789655936126;23;41;3;0.05;0.63;2
100;1214;24.28;99;9;0.6954485450404079;0.5015915051819408;1.7547474747474747;3.789054599646794;23;43;4;0.05;0.63;2
100;1579;31.58;99;15;0.7294314636151437;0.5397168605293478;1.681010101010101;3.403285709119609;22;72;5;0.05;0.63;2
100;1497;29.94;99;9;0.7017679512838068;0.5333474486555155;1.6975757575757575;3.2032426041120283;20;75;6;0.05;0.63;2
100;1332;26.64;88;12;0.6872996554685842;0.5187603063091554;1.738989898989899;3.772692534413467;29;31;7;0.05;0.63;2
100;1453;29.06;98;11;0.7192213472182236;0.5237474895511046;1.7066666666666668;3.195826845895804;18;85;8;0.05;0.63;2
100;1497;29.94;99;11;0.7176708773617131;0.5333743950725913;1.6975757575757575;3.7819284498659993;35;24;9;0.05;0.63;2
100;1298;25.96;99;12;0.6860451048711278;0.5105169340463458;1.7377777777777779;3.5189112129196305;18;76;0;0.05;0.64;2
100;1894;37.88;96;15;0.7500258278714097;0.5826084013133399;1.6173737373737374;3.0626959382798837;22;93;1;0.05;0.64;2
100;1621;32.42;98;16;0.7123802740922387;0.5574848148899958;1.6725252525252525;3.895406756817863;27;58;2;0.05;0.64;2
100;1337;26.74;99;12;0.7132845919905308;0.5020366598778004;1.7298989898989898;3.4916355381752737;23;42;3;0.05;0.64;2
100;1225;24.5;99;9;0.6971884052078582;0.5030389434981616;1.7525252525252526;3.7094070928777056;22;48;4;0.05;0.64;2
100;1593;31.86;99;15;0.7317807840735334;0.5413047524506762;1.6781818181818182;3.327501870836646;21;79;5;0.05;0.64;2
100;1514;30.28;99;9;0.7024861273199261;0.5358124103609753;1.6941414141414142;3.445204974044319;28;40;6;0.05;0.64;2
100;1353;27.06;88;12;0.6901128562778054;0.5203371278458844;1.7307070707070706;4.0974199781567595;35;21;7;0.05;0.64;2
100;1475;29.5;98;11;0.7229898102050111;0.5243375601224312;1.7022222222222223;3.1848745803643292;18;87;8;0.05;0.64;2
100;1504;30.08;99;11;0.7169691901609148;0.5333845241003804;1.6961616161616162;3.7452722607405136;35;24;9;0.05;0.64;2
100;1308;26.16;99;12;0.68503883866946;0.5117266288287443;1.7357575757575758;3.23636230680441;16;91;0;0.05;0.65;2
100;1917;38.34;97;15;0.752281252172943;0.5841366014871936;1.6127272727272728;3.118363518853128;24;82;1;0.05;0.65;2
100;1633;32.66;99;16;0.7145012625937723;0.5586241873760892;1.67010101010101;3.8450039198686676;27;58;2;0.05;0.65;2
100;1356;27.12;99;12;0.7176095476323393;0.5024657872025644;1.726060606060606;3.6522197283746896;18;86;3;0.05;0.65;2
100;1237;24.74;99;10;0.6984100225879567;0.5036978988098153;1.7501010101010102;3.7011021128030643;22;49;4;0.05;0.65;2
100;1612;32.24;99;15;0.7332004879542744;0.5419284513950918;1.6743434343434342;3.3946382270140303;22;75;5;0.05;0.65;2
100;1531;30.62;99;9;0.7041324199120481;0.5367732779157586;1.6907070707070706;3.3502187473177645;22;68;6;0.05;0.65;2
100;1367;27.34;89;12;0.6926218742962199;0.5221307256819352;1.7274747474747474;3.2113166372175894;17;86;7;0.05;0.65;2
100;1484;29.68;98;11;0.7230633721319265;0.5254114104760421;1.7004040404040404;3.31581383981206;19;83;8;0.05;0.65;2
100;1516;30.32;99;11;0.7175251219056337;0.533505021890291;1.6937373737373738;3.678478661112953;35;24;9;0.05;0.65;2
100;1327;26.54;99;13;0.6867836582318065;0.5113016190649445;1.7319191919191919;3.4714073833828833;17;90;0;0.05;0.66;2
100;1939;38.78;97;15;0.7536683384139365;0.5864491275776116;1.6082828282828283;3.193428615507272;24;87;1;0.05;0.66;2
100;1645;32.9;99;16;0.7157511988677228;0.5598327500795346;1.6676767676767676;3.790141556170082;27;58;2;0.05;0.66;2
100;1371;27.42;99;12;0.7187763226603426;0.5043894974226805;1.7230303030303031;3.6426177583236536;18;88;3;0.05;0.66;2
100;1251;25.02;99;10;0.7009324145965777;0.5043149817121274;1.7472727272727273;3.727721099634616;23;45;4;0.05;0.66;2
100;1626;32.52;99;15;0.735115566187796;0.5424456158586384;1.6715151515151516;3.3812353134976645;22;76;5;0.05;0.66;2
100;1555;31.1;99;10;0.7052868853489348;0.537831372677524;1.685858585858586;3.1687279193885676;20;80;6;0.05;0.66;2
100;1388;27.76;91;13;0.6918329754938923;0.5222664471627733;1.7224242424242424;4.154944620388834;36;21;7;0.05;0.66;2
100;1514;30.28;98;11;0.7265366534786412;0.5275081983586636;1.6941414141414142;3.300181701708263;19;86;8;0.05;0.66;2
100;1525;30.5;99;11;0.7185851519897051;0.5344131614654003;1.6919191919191918;3.530448030244391;32;29;9;0.05;0.66;2
100;1342;26.84;99;13;0.688894084959952;0.5121496571466614;1.728888888888889;3.4034717555898553;17;90;0;0.05;0.67;2
100;1962;39.24;98;15;0.756419117831532;0.5890782461879386;1.6036363636363635;3.187917451880933;24;89;1;0.05;0.67;2
100;1657;33.14;99;16;0.7183678257797694;0.5606144127769253;1.6652525252525252;3.7535493165462346;27;58;2;0.05;0.67;2
100;1378;27.56;99;12;0.7192363448034321;0.5053255146002872;1.7216161616161616;3.605562502846566;18;88;3;0.05;0.67;2
100;1267;25.34;99;10;0.702041887157393;0.5044761505105609;1.744040404040404;3.7142125877684586;23;46;4;0.05;0.67;2
100;1638;32.76;99;15;0.735464603952558;0.5429993412866867;1.6690909090909092;3.3089456277838263;21;83;5;0.05;0.67;2
100;1575;31.5;99;10;0.7095409019174468;0.5390370748516368;1.6818181818181819;3.3262938823631076;28;41;6;0.05;0.67;2
100;1398;27.96;91;14;0.6917436894666923;0.5216667694014671;1.7183838383838383;3.1829836575087285;17;89;7;0.05;0.67;2
100;1534;30.68;99;11;0.7303679356146182;0.5282028858766944;1.69010101010101;3.31928709124054;19;89;8;0.05;0.67;2
100;1542;30.84;99;11;0.7207991712143977;0.5359986728599867;1.6884848484848485;3.5549138539832197;33;28;9;0.05;0.67;2
100;1353;27.06;99;13;0.6913820605481409;0.5128551507756667;1.7266666666666666;3.5216557759088194;18;84;0;0.05;0.68;2
100;1973;39.46;98;16;0.7577368747079389;0.5891376667257615;1.6014141414141414;3.1911103972802453;24;90;1;0.05;0.68;2
100;1677;33.54;99;16;0.7222579806165155;0.563547698872295;1.6612121212121211;3.7076719355693557;26;65;2;0.05;0.68;2
100;1390;27.8;99;13;0.720364365276277;0.5064346529603327;1.7191919191919192;3.475210353597441;24;41;3;0.05;0.68;2
100;1279;25.58;99;10;0.7046558067572003;0.5048528169174907;1.7416161616161616;3.782424727116511;24;43;4;0.05;0.68;2
100;1654;33.08;99;15;0.736610578453179;0.5450431684647541;1.665858585858586;3.3864719586761693;22;79;5;0.05;0.68;2
100;1594;31.88;99;10;0.7119865241269092;0.5405451740099434;1.677979797979798;3.3082109088281664;21;80;6;0.05;0.68;2
100;1415;28.3;93;14;0.694831542919606;0.5214288569943629;1.7143434343434343;3.9655738669650633;34;25;7;0.05;0.68;2
100;1545;30.9;99;11;0.733361227326413;0.5280412502387166;1.687878787878788;3.2847055260259395;19;89;8;0.05;0.68;2
100;1561;31.22;99;12;0.7221322071142552;0.5374686209409669;1.6846464646464647;3.394927967954005;30;34;9;0.05;0.68;2
100;1374;27.48;99;13;0.6944622107795714;0.5139926554387743;1.7224242424242424;3.4941359700349692;18;86;0;0.05;0.69;2
100;1989;39.78;98;18;0.7596564974283468;0.5911794618917003;1.5981818181818181;3.153167226514775;24;90;1;0.05;0.69;2
100;1692;33.84;99;17;0.72576730502615;0.5654939800187857;1.6581818181818182;3.750977715816872;27;61;2;0.05;0.69;2
100;1397;27.94;99;13;0.7197121020141263;0.5069847075761703;1.7177777777777778;3.5703906143785393;18;90;3;0.05;0.69;2
100;1291;25.82;99;10;0.7053769564288198;0.503506374207425;1.7391919191919192;3.7312255863764574;24;43;4;0.05;0.69;2
100;1678;33.56;99;15;0.7386862923664413;0.5471192122354913;1.661010101010101;3.39516590769008;22;82;5;0.05;0.69;2
100;1618;32.36;99;10;0.7140774011742547;0.5427437195066517;1.673131313131313;3.2636556089282402;21;81;6;0.05;0.69;2
100;1431;28.62;93;14;0.6956395154054542;0.5225738272764633;1.711111111111111;4.011897735283451;35;24;7;0.05;0.69;2
100;1564;31.28;99;12;0.7366061479808139;0.5284762052394978;1.684040404040404;3.424614592169252;20;86;8;0.05;0.69;2
100;1573;31.46;99;12;0.7219136115329406;0.5391857547034095;1.6822222222222223;3.523109645476374;33;29;9;0.05;0.69;2
100;1390;27.8;99;13;0.6951740707935882;0.5150103092783506;1.7191919191919192;3.419288206567683;18;86;0;0.05;0.7;2
100;2009;40.18;99;18;0.7615960567281778;0.5928208846990572;1.594141414141414;3.2514088410148982;26;81;1;0.05;0.7;2
100;1703;34.06;99;17;0.727463967127954;0.5657684210526316;1.6559595959595959;3.7980341218610016;28;57;2;0.05;0.7;2
100;1404;28.08;99;13;0.7210718761248621;0.5076212471131639;1.7163636363636363;3.568887223613863;18;91;3;0.05;0.7;2
100;1303;26.06;99;10;0.7079399644477727;0.5045655569979538;1.7367676767676767;3.373295224532521;33;16;4;0.05;0.7;2
100;1689;33.78;99;15;0.7389592359329481;0.5479459616101122;1.6587878787878787;3.280694734745823;21;88;5;0.05;0.7;2
100;1635;32.7;99;10;0.7158892935236978;0.5436190871492314;1.6696969696969697;3.2716555629680037;21;83;6;0.05;0.7;2
100;1447;28.94;94;15;0.6972729724638509;0.5225082533442742;1.7076767676767677;4.025381502137598;36;23;7;0.05;0.7;2
100;1583;31.66;99;12;0.7423860155480253;0.5303619909502263;1.6802020202020203;3.078925208400793;27;38;8;0.05;0.7;2
100;1586;31.72;99;12;0.722783572918362;0.5403210576015108;1.6795959595959595;3.327639869360557;30;34;9;0.05;0.7;2
100;1409;28.18;99;13;0.6984678091782173;0.5163019562347482;1.7153535353535354;3.4117292163770103;18;88;0;0.05;0.71;2
100;2032;40.64;99;19;0.7644478473323737;0.5952657709129595;1.5894949494949495;3.227122686284758;26;82;1;0.05;0.71;2
100;1715;34.3;99;17;0.7284064781222432;0.5665430287596535;1.6535353535353536;3.7589727584375847;28;57;2;0.05;0.71;2
100;1413;28.26;99;13;0.7214236696123247;0.508219464452004;1.7145454545454546;3.558042841884992;18;92;3;0.05;0.71;2
100;1316;26.32;99;10;0.7082923434524011;0.5049761447291725;1.7341414141414142;3.5707348999845383;22;53;4;0.05;0.71;2
100;1699;33.98;99;16;0.7398957249736451;0.5483928157431778;1.6567676767676767;3.282659304155486;21;89;5;0.05;0.71;2
100;1662;33.24;99;10;0.7207192524103787;0.5458756916741732;1.6642424242424243;3.1427027935895544;29;39;6;0.05;0.71;2
100;1472;29.44;95;15;0.6999068817322396;0.5241313274531828;1.7026262626262627;3.3102909769111206;19;82;7;0.05;0.71;2
100;1596;31.92;99;12;0.7438310476298925;0.5315880860157607;1.6775757575757575;3.4107068990898215;20;89;8;0.05;0.71;2
100;1600;32.0;99;12;0.7245416302506549;0.5410792866517409;1.6767676767676767;3.5053207169296603;33;30;9;0.05;0.71;2
100;1427;28.54;99;13;0.6999731846894593;0.5150849927149102;1.7117171717171717;3.3418229154930326;18;88;0;0.05;0.72;2
100;2053;41.06;99;19;0.766468599154323;0.5974271807154447;1.5852525252525254;3.2003507111309286;26;83;1;0.05;0.72;2
100;1728;34.56;99;17;0.7297543243002531;0.5680817116908266;1.6509090909090909;3.6559937459465353;26;68;2;0.05;0.72;2
100;1424;28.48;99;13;0.7223403339509942;0.5095421993925987;1.7123232323232322;3.540603465369257;18;93;3;0.05;0.72;2
100;1326;26.52;99;10;0.7108928140776571;0.5059888490810032;1.7321212121212122;3.5395593009862094;22;53;4;0.05;0.72;2
100;1714;34.28;99;16;0.740810588342283;0.5498315910951276;1.6537373737373737;3.289762824197665;21;91;5;0.05;0.72;2
100;1680;33.6;99;11;0.7247131468524344;0.5465595529165211;1.6606060606060606;3.2391667892693246;21;86;6;0.05;0.72;2
100;1490;29.8;97;15;0.7024082893987724;0.5250483766931843;1.698989898989899;3.2794558400740588;19;83;7;0.05;0.72;2
100;1610;32.2;99;12;0.7455789986496251;0.5325340217914497;1.6747474747474747;3.358651342208868;20;89;8;0.05;0.72;2
100;1614;32.28;99;12;0.7248412313719325;0.5424445120097294;1.6739393939393938;3.457275849782733;33;30;9;0.05;0.72;2
100;1443;28.86;99;13;0.7022758029582128;0.5165431068807949;1.7084848484848485;3.454674777788203;35;21;0;0.05;0.73;2
100;2073;41.46;99;19;0.7679597731699439;0.5999544388864104;1.5812121212121213;3.2745574553899095;27;81;1;0.05;0.73;2
100;1745;34.9;99;17;0.7316133779754055;0.5693943040513437;1.6474747474747475;3.641796355943218;26;69;2;0.05;0.73;2
100;1438;28.76;99;14;0.7228931637726138;0.5114855646915675;1.7094949494949494;3.4598663512047994;24;44;3;0.05;0.73;2
100;1335;26.7;99;10;0.7132256886174717;0.506027872380435;1.7303030303030302;3.2243672436208692;33;16;4;0.05;0.73;2
100;1729;34.58;99;16;0.7408022390467631;0.5511272035309354;1.6507070707070708;3.30044647315584;21;93;5;0.05;0.73;2
100;1706;34.12;99;11;0.7279421192342903;0.54841069831721;1.6553535353535354;3.195154030488726;29;42;6;0.05;0.73;2
100;1502;30.04;97;15;0.7034143035363924;0.5264763987864249;1.6965656565656566;3.7043291909722216;35;25;7;0.05;0.73;2
100;1627;32.54;99;13;0.7485667082628977;0.5340220012270464;1.6713131313131313;3.300752452342551;20;89;8;0.05;0.73;2
100;1625;32.5;99;12;0.7263883786018526;0.5436839343279106;1.6717171717171717;3.500985548629479;35;27;9;0.05;0.73;2
100;1460;29.2;99;13;0.7041845501967073;0.5175630158788911;1.7050505050505051;3.009269093543863;27;30;0;0.05;0.74;2
100;2096;41.92;99;19;0.7709157057823586;0.6029313419527419;1.5765656565656565;3.247499078115853;27;82;1;0.05;0.74;2
100;1757;35.14;99;17;0.7320869943940655;0.5705854392775093;1.645050505050505;3.6339564175713144;26;70;2;0.05;0.74;2
100;1450;29.0;99;14;0.7233490009765556;0.5134456990127093;1.707070707070707;3.480833785316276;25;41;3;0.05;0.74;2
100;1354;27.08;99;10;0.7125261604535595;0.5075415858761098;1.7264646464646465;3.5203528027157063;22;55;4;0.05;0.74;2
100;1747;34.94;99;16;0.7408413911851203;0.553133514986376;1.6470707070707071;3.2439404397612197;21;93;5;0.05;0.74;2
100;1726;34.52;99;11;0.7311816333598691;0.5505053850331845;1.6513131313131313;3.342258039421191;22;86;6;0.05;0.74;2
100;1520;30.4;97;15;0.7051943510519588;0.5280792583291767;1.692929292929293;3.2288266499747578;19;85;7;0.05;0.74;2
100;1639;32.78;99;13;0.7512287016634918;0.5349255408822703;1.6688888888888889;3.296458762156997;20;90;8;0.05;0.74;2
100;1642;32.84;99;12;0.7283203431303825;0.5446338133615185;1.6682828282828284;3.2838967906606014;28;42;9;0.05;0.74;2
100;1476;29.52;99;13;0.7042419857159226;0.5183727510156704;1.701818181818182;3.4580952063031;19;88;0;0.05;0.75;2
100;2107;42.14;99;19;0.7722427696674812;0.6042881583546423;1.5743434343434344;3.252200436239976;27;83;1;0.05;0.75;2
100;1776;35.52;99;17;0.7363972637202778;0.5722847310830144;1.6412121212121211;3.758008037049188;28;62;2;0.05;0.75;2
100;1458;29.16;99;14;0.7236832412633111;0.5143011430114302;1.7054545454545456;3.4595817859313445;25;41;3;0.05;0.75;2
100;1365;27.3;99;10;0.7131649962151471;0.5079706503166147;1.7242424242424241;3.714932042913683;23;54;4;0.05;0.75;2
100;1768;35.36;99;17;0.742385230641119;0.5549590710070436;1.6428282828282827;3.3751029497174163;22;91;5;0.05;0.75;2
100;1741;34.82;99;11;0.7346975879965798;0.5518379010261073;1.6482828282828283;3.3592551399579387;22;88;6;0.05;0.75;2
100;1533;30.66;98;15;0.7072122015755332;0.5292030613796482;1.6903030303030302;3.1871657830096254;19;85;7;0.05;0.75;2
100;1649;32.98;99;13;0.7520245213242579;0.5347020878129985;1.6668686868686868;3.268688380297424;20;90;8;0.05;0.75;2
100;1654;33.08;99;12;0.7301668325993907;0.5464018989173856;1.665858585858586;3.3084222938556267;32;32;9;0.05;0.75;2
100;1486;29.72;99;13;0.703819192149657;0.5181505745891956;1.6997979797979799;3.4339781791617443;36;21;0;0.05;0.76;2
100;2126;42.52;99;19;0.7733403481012953;0.606397422204522;1.5705050505050504;3.2292269294632105;27;84;1;0.05;0.76;2
100;1787;35.74;99;17;0.7364527687614784;0.573566562045472;1.638989898989899;3.713589540028064;28;62;2;0.05;0.76;2
100;1468;29.36;99;14;0.7243350154044919;0.515190278221938;1.7034343434343435;3.710132343999683;20;82;3;0.05;0.76;2
100;1378;27.56;99;11;0.7144084322312027;0.5095222119160862;1.7216161616161616;3.655498133821742;23;54;4;0.05;0.76;2
100;1778;35.56;99;18;0.7431627001092918;0.5563293526084224;1.6408080808080807;3.4030087387350334;22;93;5;0.05;0.76;2
100;1755;35.1;99;11;0.737042197341713;0.5530784070728623;1.6454545454545455;3.3764657522609713;22;90;6;0.05;0.76;2
100;1550;31.0;99;16;0.7081912226881686;0.5303653760349016;1.6868686868686869;3.2410237275189453;19;89;7;0.05;0.76;2
100;1661;33.22;99;13;0.7527484335654736;0.535794933555954;1.6644444444444444;3.439784093376312;21;88;8;0.05;0.76;2
100;1667;33.34;99;12;0.7326589541524211;0.5475515812556067;1.6632323232323232;3.2641734819827493;30;37;9;0.05;0.76;2
100;1499;29.98;99;14;0.7039717560789867;0.5180983537357535;1.697171717171717;3.148246119979902;33;23;0;0.05;0.77;2
100;2144;42.88;99;19;0.7740936328429565;0.6087053451996647;1.566868686868687;3.1876922994447052;27;84;1;0.05;0.77;2
100;1801;36.02;99;17;0.7365107227430931;0.57441430565511;1.6361616161616162;3.663433936816325;28;62;2;0.05;0.77;2
100;1475;29.5;99;14;0.7245131026827952;0.5159518275934925;1.702020202020202;3.7128017296905855;20;83;3;0.05;0.77;2
100;1391;27.82;99;11;0.715248452816097;0.509271471797657;1.718989898989899;3.4789551915821555;22;57;4;0.05;0.77;2
100;1802;36.04;99;18;0.7458960274539927;0.5586042240587695;1.635959595959596;3.352608030847318;22;94;5;0.05;0.77;2
100;1777;35.54;99;12;0.7406431270828665;0.553898482469911;1.641010101010101;3.318069345168282;22;90;6;0.05;0.77;2
100;1568;31.36;99;16;0.7087852078185953;0.5310849445171294;1.6832323232323232;3.2373200951134735;19;91;7;0.05;0.77;2
100;1674;33.48;99;13;0.7560730898164334;0.5376756582135358;1.6618181818181819;3.3982146860667575;21;88;8;0.05;0.77;2
100;1677;33.54;99;12;0.7333997617585962;0.5488165264135544;1.6612121212121211;3.4567451462995744;36;27;9;0.05;0.77;2
100;1515;30.3;99;14;0.7054456311400595;0.5182347585590847;1.6939393939393939;3.353679054622634;19;89;0;0.05;0.78;2
100;2164;43.28;99;19;0.7746063180355459;0.6111018503083847;1.562828282828283;3.2633089109026105;28;82;1;0.05;0.78;2
100;1817;36.34;99;17;0.7358999012984343;0.5758926912644446;1.632929292929293;3.6890937358297275;28;64;2;0.05;0.78;2
100;1487;29.74;99;14;0.7257769732772443;0.5165948163922506;1.6995959595959595;3.4478971052073555;25;43;3;0.05;0.78;2
100;1404;28.08;99;11;0.7164149768417887;0.5116212502862377;1.7163636363636363;3.4671586019252163;22;58;4;0.05;0.78;2
100;1815;36.3;99;18;0.7474766569379334;0.5603070572473476;1.6333333333333333;3.2251528065379693;30;44;5;0.05;0.78;2
100;1792;35.84;99;13;0.7444726934705909;0.5556615892824371;1.6379797979797979;3.27835428027633;22;90;6;0.05;0.78;2
100;1581;31.62;99;16;0.7095330611638544;0.5324603086311841;1.6806060606060607;3.2604086689534157;20;84;7;0.05;0.78;2
100;1696;33.92;99;13;0.7593459616012445;0.5393452943028014;1.6573737373737374;3.3526763246255036;21;89;8;0.05;0.78;2
100;1685;33.7;99;13;0.7332598286371372;0.5494131275208999;1.6595959595959595;3.313060974330467;31;36;9;0.05;0.78;2
100;1528;30.56;99;15;0.7076984694128032;0.5190010124873439;1.6913131313131313;3.3489519784921757;19;90;0;0.05;0.79;2
100;2181;43.62;99;19;0.7760133669584907;0.6129051771070074;1.5593939393939393;3.318207848402825;29;79;1;0.05;0.79;2
100;1831;36.62;99;17;0.7365535174026485;0.5765697624769736;1.63010101010101;3.688591170452639;28;65;2;0.05;0.79;2
100;1499;29.98;99;14;0.7265177065804239;0.5175658399386346;1.697171717171717;3.6199291312913555;19;95;3;0.05;0.79;2
100;1415;28.3;99;12;0.7171075638160049;0.5116881653804991;1.7141414141414142;3.716447397559574;23;58;4;0.05;0.79;2
100;1831;36.62;99;18;0.7486863290599445;0.5611741255754354;1.63010101010101;3.2940674259108005;22;95;5;0.05;0.79;2
100;1809;36.18;99;15;0.745552286067519;0.5574036657526339;1.6345454545454545;3.264207977001932;22;91;6;0.05;0.79;2
100;1603;32.06;99;16;0.7096760668819435;0.5327740717237537;1.6761616161616162;3.2444414267671973;30;35;7;0.05;0.79;2
100;1709;34.18;99;13;0.7608628447635801;0.5400565869539941;1.6547474747474749;3.3367018531405854;21;90;8;0.05;0.79;2
100;1701;34.02;99;14;0.7326241998008882;0.5499094799210007;1.6563636363636363;3.474081105837187;36;28;9;0.05;0.79;2
100;1545;30.9;99;15;0.7088456958582805;0.5201313488003696;1.687878787878788;3.3191869431242718;19;91;0;0.05;0.8;2
100;2196;43.92;99;19;0.7774137328360314;0.614700186823405;1.5563636363636364;3.2781155319882855;29;79;1;0.05;0.8;2
100;1845;36.9;99;17;0.7389233380187128;0.5786329819838227;1.6272727272727272;3.7195009167400532;28;67;2;0.05;0.8;2
100;1509;30.18;99;14;0.7255337798068966;0.5184217622867929;1.695151515151515;3.7203946632152216;21;78;3;0.05;0.8;2
100;1431;28.62;99;12;0.7176980498241395;0.512676729606001;1.710909090909091;3.6464400835751984;23;58;4;0.05;0.8;2
100;1845;36.9;99;18;0.7503661104328246;0.5621341869458042;1.6272727272727272;3.360991275016228;23;90;5;0.05;0.8;2
100;1825;36.5;99;15;0.7465988268893227;0.559603707254714;1.6313131313131313;3.371540979204038;23;88;6;0.05;0.8;2
100;1622;32.44;99;16;0.709953090541793;0.5343921752691265;1.6723232323232324;3.5206735944679814;34;30;7;0.05;0.8;2
100;1724;34.48;99;13;0.7636186584721999;0.5412875471123463;1.6517171717171717;3.3174064739415856;21;91;8;0.05;0.8;2
100;1715;34.3;99;14;0.7324320325294338;0.5504858299595141;1.6535353535353536;3.468897538742462;22;90;9;0.05;0.8;2
100;1555;31.1;99;15;0.7106266493817164;0.5206385849685422;1.685858585858586;3.3132443175742803;19;92;0;0.05;0.81;2
100;2216;44.32;99;19;0.7783014220220187;0.6169848385634413;1.5523232323232323;3.179249712931126;27;90;1;0.05;0.81;2
100;1859;37.18;99;17;0.7389310356719286;0.5796974295741251;1.6244444444444444;3.545313935948148;26;77;2;0.05;0.81;2
100;1518;30.36;99;14;0.7248224120672592;0.5188191758901187;1.6933333333333334;3.643783251110728;20;87;3;0.05;0.81;2
100;1444;28.88;99;12;0.719277049728625;0.5144111747592114;1.7082828282828282;3.574187222528213;23;58;4;0.05;0.81;2
100;1856;37.12;99;18;0.7513574323115165;0.5632146734736307;1.625050505050505;3.132471364389744;31;41;5;0.05;0.81;2
100;1841;36.82;99;16;0.7485712861525229;0.5601836248474635;1.628080808080808;3.3532845580728483;23;89;6;0.05;0.81;2
100;1638;32.76;99;16;0.7114178084932138;0.5358432794779946;1.6690909090909092;3.347129099237257;32;33;7;0.05;0.81;2
100;1741;34.82;99;13;0.7683045368336479;0.5427766329849301;1.6482828282828283;3.2961273217935907;21;92;8;0.05;0.81;2
100;1726;34.52;99;14;0.7326343162272182;0.5516887068148761;1.6513131313131313;3.429933477522811;22;90;9;0.05;0.81;2
100;1569;31.38;99;15;0.7126414370331104;0.5209288990825688;1.683030303030303;3.2690095506989985;19;92;0;0.05;0.82;2
100;2233;44.66;99;20;0.7790149915516268;0.618465283412542;1.548888888888889;3.259013830383487;29;81;1;0.05;0.82;2
100;1871;37.42;99;17;0.7397664541597918;0.5812029899008834;1.622020202020202;3.647445349300138;27;74;2;0.05;0.82;2
100;1525;30.5;99;14;0.7249811091406083;0.5195913103858745;1.6919191919191918;3.6810994535495536;21;79;3;0.05;0.82;2
100;1462;29.24;99;12;0.7206597189878076;0.516269708151627;1.7046464646464647;3.5413924299889454;23;59;4;0.05;0.82;2
100;1867;37.34;99;18;0.753093844526826;0.5638040726974209;1.6228282828282827;3.1074398964206473;31;41;5;0.05;0.82;2
100;1856;37.12;99;19;0.7492365164275546;0.5616860431819484;1.625050505050505;3.3083408035080737;23;89;6;0.05;0.82;2
100;1648;32.96;99;18;0.7120589781873441;0.5365588714531069;1.6670707070707071;3.248323271541579;20;91;7;0.05;0.82;2
100;1750;35.0;99;13;0.7708461748012005;0.5439845793072966;1.6464646464646464;3.2719527171539067;21;92;8;0.05;0.82;2
100;1739;34.78;99;14;0.7328563969620252;0.5523378859779422;1.6486868686868688;3.187209131502178;30;39;9;0.05;0.82;2
