n_vertices;n_edges;degree_mean;degree_max;degree_min;avg_local_clustering;global_clustering;avg_shortest_path_length;powerlaw_alpha;powerlaw_k_min;powerlaw_n_tail;seed;beta;gamma;dim
1000;76069;152.138;300;61;0.5930193992795025;0.5181698299316883;2.145019019019019;3.7411844861261194;132;538;0;0.05;0.0;2
1000;79746;159.492;323;69;0.5960589738125714;0.5173602238449945;2.1165185185185185;2.9454551691117707;103;754;1;0.05;0.0;2
1000;73300;146.6;287;61;0.5904930054787918;0.5163658770762184;2.1638198198198197;2.9582341807854826;87;900;2;0.05;0.0;2
1000;77695;155.39;315;58;0.5950400899438416;0.5175067084733543;2.1313993993993994;2.89853484460998;93;846;3;0.05;0.0;2
1000;75255;150.51;297;62;0.5910720310372983;0.5155103300733169;2.1485765765765765;3.1435214587762066;104;726;4;0.05;0.0;2
1000;75233;150.466;315;60;0.5937876447372731;0.5172034234897508;2.1533933933933933;20.753307730134594;267;87;5;0.05;0.0;2
1000;76224;152.448;304;63;0.5916396560525886;0.515893346937212;2.139931931931932;47.84382708569395;278;51;6;0.05;0.0;2
1000;73753;147.506;294;65;0.5914746299856471;0.516530183742454;2.1622742742742744;3.0780655310477627;96;787;7;0.05;0.0;2
1000;74450;148.9;297;51;0.5914220002799964;0.5190610088275409;2.1554434434434433;3.3683757113135506;113;648;8;0.05;0.0;2
1000;73163;146.326;297;62;0.5901544678186138;0.5179099520702326;2.1656956956956956;25.506517023368414;254;57;9;0.05;0.0;2
1000;83789;167.578;452;69;0.6093317712794025;0.5219016334298179;2.0495115115115117;15.006840864267389;304;80;0;0.05;0.1;2
1000;88300;176.6;439;76;0.6138801561534204;0.5227683694200418;2.025945945945946;11.928916805424054;314;96;1;0.05;0.1;2
1000;80519;161.038;415;64;0.6064011169001566;0.5201400804059466;2.075137137137137;12.880771439164057;286;81;2;0.05;0.1;2
1000;86125;172.25;474;67;0.6129145729817846;0.5216917756230106;2.0344704704704704;15.708710809285579;323;75;3;0.05;0.1;2
1000;82903;165.806;416;70;0.6073036496841004;0.5193070153284967;2.0586726726726727;14.150305670459131;307;61;4;0.05;0.1;2
1000;82799;165.598;430;71;0.6099423514632276;0.5215002265476667;2.067247247247247;3.083741933229194;108;781;5;0.05;0.1;2
1000;84492;168.984;405;72;0.6091322693900296;0.5206980179089031;2.0453473473473474;16.19538933659377;322;53;6;0.05;0.1;2
1000;81364;162.728;391;72;0.6082886873701728;0.5202291602412512;2.070304304304304;14.29565789517379;301;73;7;0.05;0.1;2
1000;81713;163.426;386;57;0.606905590561071;0.5227165257995583;2.072772772772773;3.3473914312315434;124;636;8;0.05;0.1;2
1000;80018;160.036;366;67;0.6041617194276548;0.5211067094344364;2.085725725725726;15.575780085426876;286;66;9;0.05;0.1;2
1000;93055;186.11;713;79;0.6282110535775016;0.5229001853774976;1.898910910910911;8.386107823297955;331;90;0;0.05;0.2;2
1000;98551;197.102;648;86;0.6342486491381063;0.5259440449984935;1.8866746746746748;8.908968769610706;380;60;1;0.05;0.2;2
1000;89050;178.1;623;78;0.623594129160522;0.5212651266881426;1.9348728728728728;8.388311059641108;313;91;2;0.05;0.2;2
1000;96180;192.36;762;82;0.6335538212390407;0.5228846731122276;1.8716956956956956;8.935670641748086;355;88;3;0.05;0.2;2
1000;92403;184.806;595;81;0.6268050157904861;0.5212299365321611;1.9113413413413414;7.9675331061259795;325;93;4;0.05;0.2;2
1000;91799;183.598;642;80;0.6275036625715017;0.5242051217332213;1.9345345345345346;11.25735760434637;353;64;5;0.05;0.2;2
1000;94226;188.452;574;83;0.6290674952216458;0.5228090898302026;1.8992472472472473;7.978462843714271;361;59;6;0.05;0.2;2
1000;90465;180.93;550;85;0.627734232664967;0.5206706609227104;1.9237317317317317;8.480571703061067;338;75;7;0.05;0.2;2
1000;90307;180.614;511;70;0.6240765759022955;0.5249920234699224;1.9461261261261262;8.460351449135999;331;68;8;0.05;0.2;2
1000;88243;176.486;480;78;0.6206659672086652;0.5225233559019219;1.9572852852852853;7.95142240059318;297;99;9;0.05;0.2;2
1000;104052;208.104;969;92;0.6500805902657123;0.521746871447908;1.7933313313313313;5.767491505542179;347;111;0;0.05;0.3;2
1000;111005;222.01;902;97;0.6575195317535306;0.5270848590822008;1.782916916916917;4.99417865743868;327;166;1;0.05;0.3;2
1000;99546;199.092;893;93;0.6446619884448771;0.5186604774796272;1.8111291291291292;3.6314643393476933;177;465;2;0.05;0.3;2
1000;108575;217.15;987;98;0.6575865317533789;0.5233228968506489;1.782968968968969;6.541697650031751;400;90;3;0.05;0.3;2
1000;103630;207.26;835;93;0.6496145863824165;0.5202780849480407;1.8002082082082083;5.957488464852574;365;89;4;0.05;0.3;2
1000;102424;204.848;886;89;0.6470712656186549;0.5252772998796207;1.8130690690690692;8.399567435641025;415;53;5;0.05;0.3;2
1000;106189;212.378;788;95;0.6527245056988691;0.5220171388895009;1.7949249249249248;6.095275097057698;431;54;6;0.05;0.3;2
1000;101735;203.47;786;95;0.6502960226409735;0.5188138080121274;1.8067727727727727;5.698619783715952;355;98;7;0.05;0.3;2
1000;100540;201.08;683;82;0.6432083705449128;0.5246061161498132;1.8270810810810811;6.274019128990336;356;86;8;0.05;0.3;2
1000;98076;196.152;663;90;0.6390352979177557;0.522182745258848;1.8327727727727727;5.816097815139208;321;106;9;0.05;0.3;2
1000;116732;233.464;999;104;0.671707505815783;0.522989987636571;1.7663023023023023;3.2636759740845305;169;638;0;0.05;0.4;2
1000;125367;250.734;998;118;0.6825650372276837;0.528799065237317;1.749015015015015;4.2334407797149325;334;199;1;0.05;0.4;2
1000;111140;222.28;999;108;0.6662088413533704;0.5171707178227953;1.7774974974974975;3.5724027457097085;194;464;2;0.05;0.4;2
1000;122773;245.546;999;115;0.6826252794396225;0.525290650773573;1.7542082082082082;5.391114513720897;449;93;3;0.05;0.4;2
1000;115969;231.938;981;107;0.6730474415784412;0.5197160868617909;1.7678298298298298;3.154233411034071;151;764;4;0.05;0.4;2
1000;114983;229.966;998;101;0.6687794026681051;0.5259521305809882;1.7698038038038038;6.6583753732929;470;60;5;0.05;0.4;2
1000;119893;239.786;962;116;0.6796335619172272;0.5200673739076401;1.759977977977978;3.821975829171757;269;272;6;0.05;0.4;2
1000;114660;229.32;972;111;0.6755341142306373;0.5165511280769896;1.7704504504504504;3.118453482963648;140;851;7;0.05;0.4;2
1000;112641;225.282;878;91;0.6653167595755011;0.5231200983484386;1.7748648648648648;3.2161601715214214;153;724;8;0.05;0.4;2
1000;109477;218.954;878;103;0.65940107733881;0.5205856595117584;1.7814394394394395;4.865606390951625;360;101;9;0.05;0.4;2
