n_vertices;n_edges;degree_mean;degree_max;degree_min;avg_local_clustering;global_clustering;avg_shortest_path_length;powerlaw_alpha;powerlaw_k_min;powerlaw_n_tail;seed;beta;gamma;dim
100;1081;21.62;65;6;0.6523158382695174;0.516042780748663;1.906060606060606;3.1788891534428423;15;71;8;0.05;0.4;2
100;1182;23.64;82;5;0.676032631855956;0.519301097114994;1.8113131313131312;3.582277262356694;20;53;9;0.05;0.4;2
100;1128;22.56;99;9;0.6741470035170757;0.5036087369420703;1.7721212121212122;3.5908266911580102;15;89;0;0.05;0.5;2
100;1571;31.42;76;11;0.7058185781030981;0.5613834855101231;1.6945454545454546;2.944863445528177;19;83;1;0.05;0.5;2
100;1432;28.64;93;12;0.6898694461401401;0.5473112614985615;1.722020202020202;4.145764691756278;26;52;2;0.05;0.5;2
100;1167;23.34;90;9;0.6830000515586713;0.49202422588074723;1.7715151515151515;3.581828142436407;16;80;3;0.05;0.5;2
100;1049;20.98;99;8;0.6775053171402945;0.48776133749871264;1.7880808080808082;3.7750769984165182;19;49;4;0.05;0.5;2
100;1385;27.7;99;9;0.7088279883150906;0.5218718209562564;1.7202020202020203;3.531520646447503;25;43;5;0.05;0.5;2
100;1282;25.64;96;8;0.6801187088749898;0.5225279491133384;1.7498989898989898;2.995930655904578;16;80;6;0.05;0.5;2
100;1154;23.08;74;10;0.666777363560586;0.5160144547055008;1.8363636363636364;4.516231221887288;29;26;7;0.05;0.5;2
100;1220;24.4;80;6;0.6789614422460502;0.5207775332148824;1.8022222222222222;3.435749707602248;20;53;8;0.05;0.5;2
100;1314;26.28;95;7;0.6977787972434542;0.5234133259987623;1.744040404040404;4.01255439633451;29;30;9;0.05;0.5;2
100;1254;25.08;99;11;0.6823721050937601;0.5088869055208466;1.7466666666666666;3.431433577114286;16;90;0;0.05;0.6;2
100;1798;35.96;92;14;0.7377955050076398;0.5758629346052466;1.6367676767676769;3.0832752957011884;23;78;1;0.05;0.6;2
100;1555;31.1;97;14;0.7054835797996093;0.554465563049254;1.6870707070707072;3.9079362698844404;26;59;2;0.05;0.6;2
100;1293;25.86;99;12;0.7087619603833268;0.495793187678111;1.7387878787878788;3.577666503949077;17;86;3;0.05;0.6;2
100;1165;23.3;99;9;0.6884895350947535;0.4962287172092507;1.7646464646464646;3.946376088201117;22;46;4;0.05;0.6;2
100;1532;30.64;99;12;0.7263167624733883;0.5348720773043609;1.6905050505050505;3.3313151906894425;21;73;5;0.05;0.6;2
100;1448;28.96;99;9;0.696236692737556;0.5306211062865773;1.7074747474747474;3.242909063007807;20;72;6;0.05;0.6;2
100;1289;25.78;86;12;0.6848575606424457;0.518002857212039;1.753131313131313;4.730551533027214;37;18;7;0.05;0.6;2
100;1409;28.18;98;11;0.7140708270459778;0.5207451312447079;1.7155555555555555;3.2165456809714574;18;81;8;0.05;0.6;2
100;1447;28.94;99;8;0.7118733567344173;0.5298501844462847;1.7076767676767677;4.029327993173194;37;20;9;0.05;0.6;2
100;1390;27.8;99;13;0.6951740707935882;0.5150103092783506;1.7191919191919192;3.419288206567683;18;86;0;0.05;0.7;2
100;2009;40.18;99;18;0.7615960567281778;0.5928208846990572;1.594141414141414;3.2514088410148982;26;81;1;0.05;0.7;2
100;1703;34.06;99;17;0.727463967127954;0.5657684210526316;1.6559595959595959;3.7980341218610016;28;57;2;0.05;0.7;2
100;1404;28.08;99;13;0.7210718761248621;0.5076212471131639;1.7163636363636363;3.568887223613863;18;91;3;0.05;0.7;2
100;1303;26.06;99;10;0.7079399644477727;0.5045655569979538;1.7367676767676767;3.373295224532521;33;16;4;0.05;0.7;2
100;1689;33.78;99;15;0.7389592359329481;0.5479459616101122;1.6587878787878787;3.280694734745823;21;88;5;0.05;0.7;2
100;1635;32.7;99;10;0.7158892935236978;0.5436190871492314;1.6696969696969697;3.2716555629680037;21;83;6;0.05;0.7;2
100;1447;28.94;94;15;0.6972729724638509;0.5225082533442742;1.7076767676767677;4.025381502137598;36;23;7;0.05;0.7;2
100;1583;31.66;99;12;0.7423860155480253;0.5303619909502263;1.6802020202020203;3.078925208400793;27;38;8;0.05;0.7;2
100;1586;31.72;99;12;0.722783572918362;0.5403210576015108;1.6795959595959595;3.327639869360557;30;34;9;0.05;0.7;2
100;1545;30.9;99;15;0.7088456958582805;0.5201313488003696;1.687878787878788;3.3191869431242718;19;91;0;0.05;0.8;2
100;2196;43.92;99;19;0.7774137328360314;0.614700186823405;1.5563636363636364;3.2781155319882855;29;79;1;0.05;0.8;2
100;1845;36.9;99;17;0.7389233380187128;0.5786329819838227;1.6272727272727272;3.7195009167400532;28;67;2;0.05;0.8;2
100;1509;30.18;99;14;0.7255337798068966;0.5184217622867929;1.695151515151515;3.7203946632152216;21;78;3;0.05;0.8;2
100;1431;28.62;99;12;0.7176980498241395;0.512676729606001;1.710909090909091;3.6464400835751984;23;58;4;0.05;0.8;2
100;1845;36.9;99;18;0.7503661104328246;0.5621341869458042;1.6272727272727272;3.360991275016228;23;90;5;0.05;0.8;2
100;1825;36.5;99;15;0.7465988268893227;0.559603707254714;1.6313131313131313;3.371540979204038;23;88;6;0.05;0.8;2
100;1622;32.44;99;16;0.709953090541793;0.5343921752691265;1.6723232323232324;3.5206735944679814;34;30;7;0.05;0.8;2
100;1724;34.48;99;13;0.7636186584721999;0.5412875471123463;1.6517171717171717;3.3174064739415856;21;91;8;0.05;0.8;2
100;1715;34.3;99;14;0.7324320325294338;0.5504858299595141;1.6535353535353536;3.468897538742462;22;90;9;0.05;0.8;2
100;1713;34.26;99;18;0.732167763567253;0.532370194790577;1.653939393939394;3.2783551940096243;21;89;0;0.05;0.9;2
100;2384;47.68;99;23;0.7846529606946722;0.6339632658177448;1.5183838383838384;3.3357093280097763;29;97;1;0.05;0.9;2
100;1996;39.92;99;19;0.7445526811301281;0.5931368977612174;1.5967676767676768;3.6127474403773903;27;85;2;0.05;0.9;2
100;1610;32.2;99;16;0.7268025390724524;0.5291945049170482;1.6747474747474747;3.2036674214150413;29;33;3;0.05;0.9;2
100;1549;30.98;99;14;0.7255212753185376;0.5248070387193088;1.6870707070707072;3.4419011379065085;24;58;4;0.05;0.9;2
100;1978;39.56;99;21;0.7626528340279068;0.5763037633034463;1.6004040404040405;3.1167615124053154;31;46;5;0.05;0.9;2
100;1982;39.64;99;20;0.7592741522052183;0.5739201732986466;1.5995959595959597;3.2893985164947908;24;93;6;0.05;0.9;2
100;1785;35.7;99;19;0.7238307088050765;0.5471932532660668;1.6393939393939394;3.3855018356957904;22;93;7;0.05;0.9;2
100;1850;37.0;99;15;0.7760818077722117;0.5536512089398357;1.6262626262626263;3.3523657709866326;23;88;8;0.05;0.9;2
100;1849;36.98;99;15;0.7406494243864508;0.5614033035421834;1.6264646464646464;3.1929563556463694;33;36;9;0.05;0.9;2
100;1886;37.72;99;20;0.7519927839102529;0.548865610014528;1.618989898989899;3.342641756040088;23;92;0;0.05;1.0;2
100;2539;50.78;99;27;0.7898538318037102;0.6515383903425844;1.487070707070707;3.383428134978532;31;99;1;0.05;1.0;2
100;2121;42.42;99;26;0.7499621118040248;0.6054958496344504;1.5715151515151515;3.6159213170224844;28;90;2;0.05;1.0;2
100;1711;34.22;99;16;0.7253942587557772;0.5385757277229727;1.6543434343434344;3.519988910178603;22;90;3;0.05;1.0;2
100;1656;33.12;99;16;0.7268596609213357;0.5341868892680381;1.6654545454545455;3.6127635815480783;27;54;4;0.05;1.0;2
100;2114;42.28;99;22;0.7678233859394749;0.5907859569648924;1.5729292929292928;3.3453849707512378;26;93;5;0.05;1.0;2
100;2117;42.34;99;21;0.7670883412973276;0.5889671551561277;1.5723232323232323;3.3747600392710724;26;94;6;0.05;1.0;2
100;1962;39.24;99;22;0.7306158594877532;0.5595364203681368;1.6036363636363635;3.43720979842719;24;97;7;0.05;1.0;2
100;1955;39.1;99;20;0.7819655955820832;0.5644992871342798;1.605050505050505;3.3647712369933216;24;91;8;0.05;1.0;2
100;2002;40.04;99;17;0.7530841060897164;0.5742808222607163;1.5955555555555556;3.3430624909817777;25;90;9;0.05;1.0;2
100;2933;58.66;78;33;0.7044499608636484;0.6952598495712157;1.4074747474747475;12.116740273182408;63;51;0;0.25;0.0;2
100;3173;63.46;81;35;0.7439757772182185;0.7388505191982613;1.358989898989899;29.35402680988048;75;28;1;0.25;0.0;2
100;3364;67.28;84;32;0.7778662404786574;0.7736844129701731;1.3204040404040405;33.26832177652744;77;42;2;0.25;0.0;2
100;2989;59.78;81;32;0.7077969933053834;0.7003347449966306;1.3961616161616162;18.458791961736527;69;27;3;0.25;0.0;2
100;2797;55.94;75;34;0.6873743676026745;0.6824656035993487;1.435151515151515;3.6022487727468464;38;95;4;0.25;0.0;2
100;3188;63.76;86;34;0.7412012272957823;0.7364597599869745;1.355959595959596;21.70944225665516;73;37;5;0.25;0.0;2
100;3126;62.52;82;34;0.7327405248594683;0.7285052778331009;1.3684848484848484;17.00812872334935;71;36;6;0.25;0.0;2
100;2997;59.94;78;35;0.7078948775547883;0.704728706162141;1.3945454545454545;3.667136326107944;41;96;7;0.25;0.0;2
100;3012;60.24;81;30;0.7097524043473017;0.7070286663762926;1.3915151515151516;29.945428187120267;71;32;8;0.25;0.0;2
100;3150;63.0;83;28;0.7395539128973668;0.7345237920561091;1.364040404040404;17.034471388005016;70;48;9;0.25;0.0;2
100;3152;63.04;93;37;0.7378181224492188;0.7268497636930559;1.3632323232323231;15.244015950516815;71;37;0;0.25;0.1;2
100;3430;68.6;88;40;0.7817018319964035;0.7744711901228016;1.307070707070707;33.526512883096295;82;19;1;0.25;0.1;2
100;3574;71.48;91;40;0.8042903234570956;0.7978178129314224;1.277979797979798;29.200100735790535;84;16;2;0.25;0.1;2
100;3196;63.92;89;33;0.7405790072076557;0.7313854357638973;1.3543434343434344;14.540672946864161;72;33;3;0.25;0.1;2
100;3023;60.46;85;37;0.7207529601446161;0.7119287518277283;1.3892929292929292;23.100085058435138;74;23;4;0.25;0.1;2
100;3449;68.98;99;42;0.777883675454408;0.770251941967038;1.3032323232323233;16.07600741622466;77;36;5;0.25;0.1;2
100;3369;67.38;92;37;0.7670962171468391;0.7602681375797056;1.3193939393939393;20.53488523020212;79;23;6;0.25;0.1;2
100;3248;64.96;87;40;0.7468647680986377;0.7392234493297215;1.3438383838383838;17.203613688762978;74;38;7;0.25;0.1;2
100;3244;64.88;87;35;0.744930973172435;0.7387760406996176;1.3446464646464646;15.183929004306973;73;37;8;0.25;0.1;2
100;3358;67.16;90;32;0.7694812268604596;0.7627320559912638;1.3216161616161617;21.35122040229685;77;34;9;0.25;0.1;2
100;3375;67.5;99;43;0.7727890862517196;0.758731896765584;1.3181818181818181;14.315595497861034;80;21;0;0.25;0.2;2
100;3703;74.06;98;44;0.8234646712371675;0.8119817215864634;1.2519191919191919;14.027365599931585;81;40;1;0.25;0.2;2
100;3771;75.42;97;45;0.8307043798053076;0.8221867633476241;1.2381818181818183;18.06249702730044;82;45;2;0.25;0.2;2
100;3397;67.94;97;41;0.7728714882768165;0.7607932875667429;1.3137373737373736;12.839074287026163;76;32;3;0.25;0.2;2
100;3212;64.24;99;38;0.7511357820651692;0.7379679899797995;1.3511111111111112;9.810213334214776;69;43;4;0.25;0.2;2
100;3666;73.32;99;47;0.8108889962373297;0.8012971891801136;1.2593939393939393;12.384619038538139;78;46;5;0.25;0.2;2
100;3585;71.7;99;43;0.8020124052026167;0.7913532044567184;1.2757575757575759;29.8009649483743;89;11;6;0.25;0.2;2
100;3449;68.98;96;46;0.778381992734279;0.7679747298803535;1.3032323232323233;29.176152613810963;85;17;7;0.25;0.2;2
100;3468;69.36;98;38;0.7850620399498092;0.7736753717720933;1.2993939393939393;10.489322213717198;75;39;8;0.25;0.2;2
100;3584;71.68;98;36;0.8031975714435727;0.793237630089465;1.275959595959596;20.308886829853908;86;14;9;0.25;0.2;2
100;3558;71.16;99;46;0.8040055561508305;0.7872286344782965;1.2812121212121212;7.18490495182842;69;56;0;0.25;0.3;2
100;3926;78.52;99;52;0.8551859325463753;0.8427795055846835;1.2068686868686869;15.682896484347623;87;36;1;0.25;0.3;2
100;3942;78.84;99;50;0.8528489020469057;0.8438243297242783;1.2036363636363636;16.414402127321864;84;49;2;0.25;0.3;2
100;3590;71.8;99;45;0.8025321440026807;0.7897444868250425;1.2747474747474747;7.77717898789911;69;61;3;0.25;0.3;2
100;3387;67.74;99;43;0.7790436375608539;0.7626799533552422;1.3157575757575757;10.279858680829973;75;35;4;0.25;0.3;2
100;3844;76.88;99;50;0.8368833294387396;0.8267071016762756;1.2234343434343435;22.17901977378195;89;25;5;0.25;0.3;2
100;3789;75.78;99;50;0.832553642970426;0.8203434610303831;1.2345454545454546;8.870906267527737;76;53;6;0.25;0.3;2
100;3665;73.3;99;50;0.8134129064751023;0.8000737210134085;1.2595959595959596;27.281591338210784;90;19;7;0.25;0.3;2
100;3654;73.08;99;43;0.8145863128612999;0.8007178435394081;1.2618181818181817;10.025770727059225;79;36;8;0.25;0.3;2
100;3770;75.4;99;44;0.8305796382918045;0.8185884537463027;1.2383838383838384;11.164668683650898;80;43;9;0.25;0.3;2
100;3705;74.1;99;50;0.8266304218112839;0.8090571571974214;1.2515151515151515;6.912187158504657;70;60;0;0.25;0.4;2
100;4073;81.46;99;57;0.874406428630642;0.8631869326763526;1.177171717171717;6.172446503418439;70;81;1;0.25;0.4;2
100;4100;82.0;99;55;0.8743394601780472;0.8654719481666913;1.1717171717171717;26.961017735834997;92;28;2;0.25;0.4;2
100;3734;74.68;99;48;0.8237655642318379;0.8106485526649567;1.2456565656565657;7.669623428751081;71;62;3;0.25;0.4;2
100;3542;70.84;99;43;0.8035593394595186;0.7861343021157182;1.2844444444444445;11.165849855705716;79;35;4;0.25;0.4;2
100;3988;79.76;99;55;0.8587203697368716;0.8484710178000913;1.1943434343434343;7.261158414670275;73;71;5;0.25;0.4;2
100;3928;78.56;99;55;0.8521587509262045;0.8398911658475364;1.2064646464646465;7.621972283287766;75;60;6;0.25;0.4;2
100;3837;76.74;99;58;0.8386949329138154;0.8252334451019945;1.2248484848484849;4.902248090736509;59;97;7;0.25;0.4;2
100;3774;75.48;99;46;0.830945198794093;0.8171654129122923;1.2375757575757576;5.34460939196616;61;90;8;0.25;0.4;2
100;3920;78.4;99;52;0.852929155589893;0.8404673747325535;1.208080808080808;7.351321833256228;74;62;9;0.25;0.4;2
100;3839;76.78;99;53;0.8451114013988417;0.8282580271681089;1.2244444444444444;5.381061696010464;63;85;0;0.25;0.5;2
100;4187;83.74;99;61;0.889833839392049;0.8797182548995767;1.1541414141414141;6.148418881672824;71;85;1;0.25;0.5;2
100;4245;84.9;99;62;0.8938518066982255;0.8862584996482904;1.1424242424242423;28.047313521819326;93;36;2;0.25;0.5;2
100;3862;77.24;99;52;0.8427476961794333;0.8297351898433322;1.2197979797979799;7.352572094199567;72;65;3;0.25;0.5;2
100;3691;73.82;99;48;0.8259009078161955;0.8080470396009803;1.2543434343434343;5.075849032435237;60;83;4;0.25;0.5;2
100;4104;82.08;99;58;0.8737763338175442;0.8646329445335138;1.170909090909091;7.000160293813971;73;78;5;0.25;0.5;2
100;4060;81.2;99;60;0.8700688443250121;0.8590250092243451;1.1797979797979798;5.595088189392874;66;92;6;0.25;0.5;2
100;3952;79.04;99;60;0.8561247770751151;0.8427983824670532;1.2016161616161616;5.426292152669918;63;95;7;0.25;0.5;2
100;3894;77.88;99;53;0.8463323220542577;0.8337289384901629;1.2133333333333334;5.618790410127186;64;88;8;0.25;0.5;2
100;4031;80.62;99;55;0.8676715794821882;0.8561516439030616;1.1856565656565656;5.475041297034013;66;88;9;0.25;0.5;2
100;3922;78.44;99;54;0.856001352042876;0.84037195628555;1.2076767676767677;5.398240574975006;64;87;0;0.25;0.6;2
100;4272;85.44;99;65;0.9008967283107683;0.8920314504290799;1.136969696969697;5.87918326962239;70;94;1;0.25;0.6;2
100;4336;86.72;99;65;0.9064822096914275;0.8998370018950186;1.124040404040404;5.421796315792565;69;98;2;0.25;0.6;2
100;3961;79.22;99;56;0.8555901132455582;0.8436679986156121;1.1997979797979799;6.0904383136925;68;80;3;0.25;0.6;2
100;3825;76.5;99;52;0.844257880264598;0.8271244290518496;1.2272727272727273;5.459104330537185;63;85;4;0.25;0.6;2
100;4199;83.98;99;60;0.8862833386552472;0.8784194614515507;1.1517171717171717;7.593818737374223;76;76;5;0.25;0.6;2
100;4149;82.98;99;64;0.8826281365288905;0.8723960507789893;1.1618181818181819;5.633044997290215;67;95;6;0.25;0.6;2
100;4065;81.3;99;64;0.8713067622926264;0.8593180343166137;1.1787878787878787;5.398474544935304;64;100;7;0.25;0.6;2
100;4005;80.1;99;58;0.8604087205110146;0.8491589481692762;1.190909090909091;5.577962115912815;65;92;8;0.25;0.6;2
100;4114;82.28;99;58;0.8790696966043625;0.8683067763452242;1.1688888888888889;5.976872741261375;69;87;9;0.25;0.6;2
100;4001;80.02;99;56;0.865553130499378;0.8513690743739571;1.1917171717171717;5.620578667254745;66;87;0;0.25;0.7;2
100;4326;86.52;99;68;0.9076160751424355;0.8997621492766039;1.126060606060606;6.087433214017111;71;97;1;0.25;0.7;2
100;4433;88.66;99;70;0.9193513448078237;0.9140939699719249;1.1044444444444443;5.344702026718472;70;100;2;0.25;0.7;2
100;4039;80.78;99;58;0.8660347316097962;0.8552467994008163;1.184040404040404;6.989266811536085;72;76;3;0.25;0.7;2
100;3930;78.6;99;55;0.8594079592177987;0.8431748795155843;1.206060606060606;5.3021490224347625;64;86;4;0.25;0.7;2
100;4288;85.76;99;65;0.8980655859829195;0.8914495160333427;1.1337373737373737;7.263675954193558;76;81;5;0.25;0.7;2
100;4219;84.38;99;65;0.8918376211175576;0.8824824176958463;1.1476767676767676;5.681191782523807;68;97;6;0.25;0.7;2
100;4140;82.8;99;66;0.8812269958817731;0.8702703639815192;1.1636363636363636;5.6300031836220645;66;100;7;0.25;0.7;2
100;4082;81.64;99;60;0.8704867438332863;0.860293789877533;1.1753535353535354;6.281238476753967;69;87;8;0.25;0.7;2
100;4184;83.68;99;60;0.887591475722433;0.8780587333478802;1.1547474747474749;6.060703244045171;70;89;9;0.25;0.7;2
100;4059;81.18;99;58;0.8725120750760006;0.8594421565630226;1.18;5.347761429752609;65;93;0;0.25;0.8;2
100;4365;87.3;99;69;0.9131105477114629;0.9056691121660324;1.1181818181818182;6.211460643053324;72;97;1;0.25;0.8;2
100;4497;89.94;99;72;0.9284550044061457;0.9240650446749004;1.0915151515151515;5.603458724755941;72;100;2;0.25;0.8;2
100;4132;82.64;99;62;0.8780984674478429;0.868733877152618;1.1652525252525252;6.35024848510247;70;88;3;0.25;0.8;2
100;3993;79.86;99;57;0.8678823419668631;0.8521498663559095;1.1933333333333334;5.364157569923092;65;87;4;0.25;0.8;2
100;4366;87.32;99;69;0.9083111346718122;0.9028020052488489;1.117979797979798;6.762483465793287;75;88;5;0.25;0.8;2
100;4277;85.54;99;68;0.8996109758813922;0.8909843731309199;1.135959595959596;5.798084518447372;69;99;6;0.25;0.8;2
100;4199;83.98;99;66;0.8888891837086378;0.8789859456113448;1.1517171717171717;5.913436869318209;68;99;7;0.25;0.8;2
100;4158;83.16;99;64;0.8810051129116079;0.8717120840328899;1.16;6.169010722455095;69;93;8;0.25;0.8;2
100;4263;85.26;99;64;0.8973875143188076;0.8893152124532702;1.1387878787878787;6.40457064052377;72;90;9;0.25;0.8;2
100;4120;82.4;99;59;0.8800503790654721;0.8682132582481483;1.1676767676767676;5.451299889255929;66;95;0;0.25;0.9;2
100;4408;88.16;99;71;0.918489414697704;0.9119674539495988;1.1094949494949495;6.249290492250596;73;96;1;0.25;0.9;2
100;4543;90.86;99;74;0.9346821957346425;0.9309870064906841;1.0822222222222222;7.088862124458968;78;92;2;0.25;0.9;2
100;4186;83.72;99;65;0.8843634628654101;0.8759570558410181;1.1543434343434344;5.968240804518237;69;93;3;0.25;0.9;2
100;4051;81.02;99;59;0.8751712974392984;0.8603509909325842;1.1816161616161616;5.745796549867229;67;88;4;0.25;0.9;2
100;4429;88.58;99;71;0.9172542618118116;0.912492576232218;1.1052525252525252;5.97434995173223;73;94;5;0.25;0.9;2
100;4326;86.52;99;70;0.9061445691183073;0.8982013938598848;1.126060606060606;6.156471092379524;71;98;6;0.25;0.9;2
100;4254;85.08;99;67;0.8965817078127253;0.8875134863571599;1.1406060606060606;5.933594997489832;69;99;7;0.25;0.9;2
100;4214;84.28;99;65;0.8880310836359354;0.8796401520452777;1.1486868686868688;6.310086910362619;70;95;8;0.25;0.9;2
100;4326;86.52;99;66;0.9052444980594675;0.8982241619423711;1.126060606060606;6.008574806639058;71;96;9;0.25;0.9;2
100;4174;83.48;99;60;0.8869286866286492;0.8761973289042592;1.1567676767676767;5.472267457717174;67;95;0;0.25;1.0;2
100;4445;88.9;99;71;0.9230831691569612;0.9173363746251069;1.1020202020202021;6.7393298916904225;75;95;1;0.25;1.0;2
100;4581;91.62;99;76;0.9401867636584736;0.9369962231677583;1.0745454545454545;6.466409575365228;76;100;2;0.25;1.0;2
100;4240;84.8;99;65;0.8917359324531776;0.884172331333171;1.1434343434343435;6.591998445973366;72;90;3;0.25;1.0;2
100;4105;82.1;99;61;0.8823011451439282;0.868379681539664;1.1707070707070708;4.880804654740301;63;98;4;0.25;1.0;2
100;4475;89.5;99;72;0.9235499261833664;0.9194637080443794;1.095959595959596;5.980806270144656;73;99;5;0.25;1.0;2
100;4369;87.38;99;71;0.9115557693870865;0.9045083551923419;1.1173737373737374;6.248704735365352;72;98;6;0.25;1.0;2
