n_vertices;n_edges;indegree_mean;indegree_max;outdegree_mean;outdegree_max;total_degree_mean;total_degree_max;avg_local_clustering;global_clustering;avg_shortest_path_length;seed;beta;gamma;dim
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;1;0.0;0.0;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;2;0.0;0.0;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;3;0.0;0.0;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;4;0.0;0.0;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0.0;0.2;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;1;0.0;0.2;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;2;0.0;0.2;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;3;0.0;0.2;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;4;0.0;0.2;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0.0;0.4;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;1;0.0;0.4;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;2;0.0;0.4;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;3;0.0;0.4;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;4;0.0;0.4;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0.0;0.6;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;1;0.0;0.6;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;2;0.0;0.6;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;3;0.0;0.6;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;4;0.0;0.6;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0.0;0.8;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;1;0.0;0.8;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;2;0.0;0.8;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;3;0.0;0.8;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;4;0.0;0.8;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;0;0.0;1.0;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;1;0.0;1.0;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;2;0.0;1.0;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;3;0.0;1.0;2
100;0;0.0;0;0.0;0;0.0;0;0.0;0.0;0.0;4;0.0;1.0;2
100;30;0.3;2;0.3;3;0.6;3;0.05333333333333333;0.4;1.3170731707317074;0;0.25;0.0;2
100;26;0.26;2;0.26;2;0.52;3;0.02333333333333333;0.2727272727272727;1.2857142857142858;1;0.25;0.0;2
100;28;0.28;2;0.28;2;0.56;3;0.03;0.25;1.4146341463414633;2;0.25;0.0;2
100;18;0.18;3;0.18;2;0.36;4;0.03;0.21428571428571427;1.6571428571428573;3;0.25;0.0;2
100;18;0.18;2;0.18;1;0.36;3;0.0;0.0;1.3846153846153846;4;0.25;0.0;2
100;31;0.31;2;0.31;3;0.62;3;0.05333333333333333;0.375;1.3255813953488371;0;0.25;0.2;2
100;31;0.31;3;0.31;2;0.62;3;0.01;0.14285714285714285;2.1866666666666665;1;0.25;0.2;2
100;35;0.35;4;0.35;2;0.7;4;0.075;0.3870967741935484;1.5166666666666666;2;0.25;0.2;2
100;24;0.24;4;0.24;2;0.48;5;0.066;0.3333333333333333;1.9666666666666666;3;0.25;0.2;2
100;22;0.22;3;0.22;2;0.44;4;0.015;0.21428571428571427;1.4285714285714286;4;0.25;0.2;2
100;40;0.4;9;0.4;3;0.8;9;0.11027777777777778;0.23809523809523808;2.016;0;0.25;0.4;2
100;43;0.43;4;0.43;3;0.86;5;0.07733333333333334;0.3050847457627119;2.0267857142857144;1;0.25;0.4;2
100;41;0.41;5;0.41;2;0.82;5;0.09533333333333333;0.3409090909090909;1.7209302325581395;2;0.25;0.4;2
100;32;0.32;6;0.32;2;0.64;7;0.07847619047619048;0.23529411764705882;2.0;3;0.25;0.4;2
100;31;0.31;4;0.31;3;0.62;5;0.056333333333333326;0.46875;1.42;4;0.25;0.4;2
100;80;0.8;43;0.8;3;1.6;43;0.2368106312292359;0.058884297520661155;2.261904761904762;0;0.25;0.6;2
100;62;0.62;8;0.62;4;1.24;8;0.14726190476190476;0.4015748031496063;2.217821782178218;1;0.25;0.6;2
100;52;0.52;7;0.52;3;1.04;7;0.1527142857142857;0.43373493975903615;1.5544554455445545;2;0.25;0.6;2
100;38;0.38;7;0.38;2;0.76;7;0.1080952380952381;0.23076923076923078;2.1560283687943262;3;0.25;0.6;2
100;46;0.46;11;0.46;3;0.92;11;0.07687878787878788;0.2631578947368421;2.140625;4;0.25;0.6;2
100;147;1.47;99;1.47;4;2.94;99;0.5227656153370439;0.034765234765234763;1.9703030303030302;0;0.25;0.8;2
100;87;0.87;11;0.87;4;1.74;11;0.23969191919191918;0.35365853658536583;2.911111111111111;1;0.25;0.8;2
100;66;0.66;7;0.66;3;1.32;7;0.19071428571428573;0.3543307086614173;2.040201005025126;2;0.25;0.8;2
100;61;0.61;13;0.61;3;1.22;13;0.17228205128205126;0.1643835616438356;2.4339622641509435;3;0.25;0.8;2
100;69;0.69;27;0.69;4;1.38;27;0.22353194953194955;0.1965065502183406;1.9078947368421053;4;0.25;0.8;2
100;159;1.59;99;1.59;4;3.18;99;0.5956951144094002;0.04443127962085308;1.9678787878787878;0;0.25;1.0;2
100;116;1.16;13;1.16;4;2.32;13;0.28056593406593405;0.2925170068027211;4.310917030567685;1;0.25;1.0;2
100;91;0.91;17;0.91;4;1.82;17;0.27581302521008405;0.2672413793103448;3.1713483146067416;2;0.25;1.0;2
