n_vertices;n_edges;indegree_mean;indegree_max;outdegree_mean;outdegree_max;total_degree_mean;total_degree_max;avg_local_clustering;vertices_degree_ge_2;global_clustering;avg_shortest_path_length;seed;beta;gamma;dim
200;16;0.08;2;0.08;1;0.16;2;0.0;1;0.0;1.0588235294117647;9;0.05;0.25;2
200;13;0.065;1;0.065;2;0.13;2;0.0;1;0.0;1.0714285714285714;0;0.05;0.35;2
200;10;0.05;2;0.05;2;0.1;3;0.5833333333333334;4;0.5;1.2307692307692308;1;0.05;0.35;2
200;13;0.065;2;0.065;1;0.13;2;0.0;3;0.0;1.2941176470588236;2;0.05;0.35;2
200;12;0.06;2;0.06;1;0.12;2;0.0;3;0.0;1.2;3;0.05;0.35;2
200;22;0.11;2;0.11;1;0.22;2;0.0;3;0.0;1.12;4;0.05;0.35;2
200;17;0.085;3;0.085;2;0.17;3;0.8888888888888888;6;0.75;1.105263157894737;5;0.05;0.35;2
200;15;0.075;2;0.075;1;0.15;2;0.0;2;0.0;1.1176470588235294;6;0.05;0.35;2
200;14;0.07;2;0.07;2;0.14;2;0.5;6;0.5;1.2777777777777777;7;0.05;0.35;2
200;11;0.055;1;0.055;1;0.11;1;0.0;0;0.0;1.0;8;0.05;0.35;2
200;20;0.1;3;0.1;1;0.2;3;0.0;2;0.0;1.1666666666666667;9;0.05;0.35;2
200;14;0.07;1;0.07;2;0.14;2;0.0;1;0.0;1.0666666666666667;0;0.05;0.45;2
200;12;0.06;3;0.06;2;0.12;3;0.6666666666666666;5;0.6666666666666666;1.1428571428571428;1;0.05;0.45;2
200;16;0.08;3;0.08;2;0.16;3;0.6;5;0.42857142857142855;1.3636363636363635;2;0.05;0.45;2
200;17;0.085;3;0.085;1;0.17;3;0.0;4;0.0;1.2608695652173914;3;0.05;0.45;2
200;26;0.13;2;0.13;2;0.26;2;0.5;6;0.5;1.103448275862069;4;0.05;0.45;2
200;20;0.1;4;0.1;2;0.2;4;0.8611111111111112;6;0.5454545454545454;1.2;5;0.05;0.45;2
200;20;0.1;3;0.1;1;0.2;3;0.0;4;0.0;1.2307692307692308;6;0.05;0.45;2
200;17;0.085;2;0.085;2;0.17;2;0.5;6;0.5;1.2380952380952381;7;0.05;0.45;2
200;13;0.065;1;0.065;1;0.13;1;0.0;0;0.0;1.0;8;0.05;0.45;2
200;22;0.11;3;0.11;1;0.22;3;0.0;2;0.0;1.1538461538461537;9;0.05;0.45;2
200;18;0.09;2;0.09;2;0.18;2;0.0;2;0.0;1.1;0;0.05;0.55;2
200;12;0.06;3;0.06;2;0.12;3;0.6666666666666666;5;0.6666666666666666;1.1428571428571428;1;0.05;0.55;2
200;17;0.085;3;0.085;2;0.17;3;0.4666666666666666;5;0.3333333333333333;1.4;2;0.05;0.55;2
200;20;0.1;3;0.1;1;0.2;3;0.0;4;0.0;1.2857142857142858;3;0.05;0.55;2
200;29;0.145;2;0.145;2;0.29;2;0.8181818181818182;11;0.8181818181818182;1.064516129032258;4;0.05;0.55;2
200;25;0.125;5;0.125;2;0.25;5;0.6375;8;0.2727272727272727;1.5;5;0.05;0.55;2
200;26;0.13;4;0.13;2;0.26;4;0.21428571428571427;7;0.16666666666666666;1.441860465116279;6;0.05;0.55;2
200;18;0.09;2;0.09;2;0.18;2;0.42857142857142855;7;0.42857142857142855;1.2608695652173914;7;0.05;0.55;2
200;17;0.085;1;0.085;1;0.17;1;0.0;0;0.0;1.0;8;0.05;0.55;2
200;27;0.135;3;0.135;1;0.27;3;0.0;4;0.0;1.1818181818181819;9;0.05;0.55;2
200;20;0.1;3;0.1;2;0.2;3;0.0;4;0.0;1.3571428571428572;0;0.05;0.65;2
200;17;0.085;3;0.085;2;0.17;3;0.5555555555555555;6;0.5;1.2272727272727273;1;0.05;0.65;2
200;24;0.12;4;0.12;2;0.24;4;0.3095238095238096;7;0.1875;1.435897435897436;2;0.05;0.65;2
200;25;0.125;5;0.125;2;0.25;5;0.35000000000000003;6;0.125;1.4565217391304348;3;0.05;0.65;2
200;33;0.165;2;0.165;2;0.33;2;0.8571428571428571;14;0.8571428571428571;1.0571428571428572;4;0.05;0.65;2
200;37;0.185;7;0.185;2;0.37;7;0.6036630036630037;13;0.24489795918367346;1.6075949367088607;5;0.05;0.65;2
200;36;0.18;9;0.18;2;0.36;9;0.4393939393939394;11;0.15789473684210525;1.7204301075268817;6;0.05;0.65;2
200;19;0.095;2;0.095;2;0.19;2;0.42857142857142855;7;0.42857142857142855;1.25;7;0.05;0.65;2
200;18;0.09;1;0.09;1;0.18;1;0.0;0;0.0;1.0;8;0.05;0.65;2
200;31;0.155;4;0.155;1;0.31;4;0.0;5;0.0;1.391304347826087;9;0.05;0.65;2
200;24;0.12;3;0.12;2;0.24;4;0.0;4;0.0;1.5813953488372092;0;0.05;0.75;2
200;22;0.11;5;0.11;2;0.22;5;0.47619047619047616;7;0.2727272727272727;1.4054054054054055;1;0.05;0.75;2
200;31;0.155;6;0.155;2;0.31;6;0.25833333333333336;8;0.09090909090909091;1.5396825396825398;2;0.05;0.75;2
200;31;0.155;6;0.155;2;0.31;6;0.25833333333333336;8;0.08333333333333333;1.6231884057971016;3;0.05;0.75;2
200;35;0.175;2;0.175;2;0.35;2;0.8571428571428571;14;0.8571428571428571;1.054054054054054;4;0.05;0.75;2
200;54;0.27;10;0.27;2;0.54;10;0.5105820105820106;21;0.17796610169491525;1.9947368421052631;5;0.05;0.75;2
200;48;0.24;15;0.24;3;0.48;15;0.5769230769230769;13;0.1232876712328767;1.8210526315789475;6;0.05;0.75;2
200;21;0.105;3;0.105;2;0.21;3;0.42857142857142855;7;0.3333333333333333;1.2857142857142858;7;0.05;0.75;2
200;21;0.105;2;0.105;2;0.21;2;0.75;4;0.75;1.0454545454545454;8;0.05;0.75;2
200;35;0.175;4;0.175;2;0.35;4;0.0;8;0.0;1.4259259259259258;9;0.05;0.75;2
200;28;0.14;4;0.14;2;0.28;4;0.19047619047619047;7;0.15789473684210525;1.5;0;0.05;0.85;2
200;30;0.15;8;0.15;2;0.3;8;0.41666666666666663;8;0.13636363636363635;1.5522388059701493;1;0.05;0.85;2
200;48;0.24;11;0.24;2;0.48;11;0.36037296037296035;13;0.08333333333333333;1.9273743016759777;2;0.05;0.85;2
200;42;0.21;12;0.21;2;0.42;12;0.43809523809523815;10;0.061855670103092786;1.7410071942446044;3;0.05;0.85;2
200;48;0.24;7;0.24;2;0.48;7;0.6137254901960785;17;0.25;1.565217391304348;4;0.05;0.85;2
200;71;0.355;16;0.355;2;0.71;16;0.5931776556776557;26;0.11956521739130435;1.9555555555555555;5;0.05;0.85;2
200;64;0.32;26;0.32;3;0.64;26;0.7513630229419703;19;0.07712082262210797;1.8483412322274881;6;0.05;0.85;2
200;25;0.125;3;0.125;2;0.25;3;0.3333333333333333;9;0.2727272727272727;1.2941176470588236;7;0.05;0.85;2
200;24;0.12;3;0.12;2;0.24;3;0.6;5;0.42857142857142855;1.1428571428571428;8;0.05;0.85;2
200;39;0.195;5;0.195;2;0.39;5;0.0;9;0.0;1.6216216216216217;9;0.05;0.85;2
200;37;0.185;8;0.185;2;0.37;8;0.2839285714285714;8;0.10909090909090909;1.7157894736842105;0;0.05;0.95;2
200;46;0.23;18;0.23;2;0.46;18;0.5757575757575757;11;0.05232558139534884;1.7788461538461537;1;0.05;0.95;2
200;61;0.305;18;0.305;2;0.61;18;0.5125635439360929;18;0.07114624505928854;1.865814696485623;2;0.05;0.95;2
200;61;0.305;21;0.305;3;0.61;21;0.5616461969403146;17;0.05732484076433121;2.5828877005347595;3;0.05;0.95;2
200;62;0.31;11;0.31;2;0.62;11;0.6268774703557313;23;0.17475728155339806;1.69375;4;0.05;0.95;2
200;104;0.52;25;0.52;3;1.04;25;0.718031746031746;35;0.10416666666666667;1.8808219178082193;5;0.05;0.95;2
200;109;0.545;59;0.545;3;1.09;59;0.7014660383450564;26;0.022888283378746595;1.9739130434782608;6;0.05;0.95;2
200;29;0.145;4;0.145;2;0.29;4;0.3333333333333333;9;0.1875;1.3488372093023255;7;0.05;0.95;2
200;25;0.125;4;0.125;2;0.25;4;0.6;5;0.3;1.21875;8;0.05;0.95;2
200;54;0.27;7;0.27;2;0.54;7;0.43571428571428567;14;0.1643835616438356;1.7076923076923076;9;0.05;0.95;2
200;59;0.295;3;0.295;3;0.59;3;0.2982456140350877;19;0.3103448275862069;1.308641975308642;0;0.25;0.05;2
200;40;0.2;3;0.2;3;0.4;3;0.3333333333333333;12;0.6;1.1666666666666667;1;0.25;0.05;2
200;55;0.275;4;0.275;2;0.55;4;0.14583333333333331;16;0.2;1.6344086021505377;2;0.25;0.05;2
200;57;0.285;3;0.285;2;0.57;4;0.49358974358974356;26;0.42857142857142855;1.4942528735632183;3;0.25;0.05;2
200;63;0.315;3;0.315;3;0.63;3;0.7666666666666667;30;0.7105263157894737;1.162162162162162;4;0.25;0.05;2
200;63;0.315;5;0.315;2;0.63;5;0.32023809523809527;28;0.3488372093023256;1.5865384615384615;5;0.25;0.05;2
200;46;0.23;4;0.23;3;0.46;5;0.3666666666666667;12;0.5;1.3174603174603174;6;0.25;0.05;2
200;36;0.18;3;0.18;2;0.36;3;0.4848484848484848;11;0.4;1.2765957446808511;7;0.25;0.05;2
200;49;0.245;2;0.245;2;0.49;3;0.35;20;0.34615384615384615;1.3333333333333333;8;0.25;0.05;2
200;64;0.32;3;0.32;3;0.64;3;0.46874999999999994;32;0.4772727272727273;1.6336633663366336;9;0.25;0.05;2
200;62;0.31;3;0.31;3;0.62;3;0.2833333333333333;20;0.2647058823529412;1.4791666666666667;0;0.25;0.15;2
200;42;0.21;3;0.21;3;0.42;3;0.3076923076923077;13;0.5714285714285714;1.1764705882352942;1;0.25;0.15;2
200;61;0.305;4;0.305;2;0.61;4;0.373015873015873;21;0.36585365853658536;1.6346153846153846;2;0.25;0.15;2
200;62;0.31;4;0.31;2;0.62;5;0.5149425287356322;29;0.3673469387755102;2.2913907284768213;3;0.25;0.15;2
200;67;0.335;3;0.335;3;0.67;3;0.7745098039215685;34;0.717391304347826;1.2098765432098766;4;0.25;0.15;2
200;77;0.385;6;0.385;2;0.77;6;0.3429824561403509;38;0.28378378378378377;2.430493273542601;5;0.25;0.15;2
200;51;0.255;4;0.255;3;0.51;5;0.4352941176470588;17;0.5121951219512195;1.3142857142857143;6;0.25;0.15;2
200;41;0.205;3;0.205;2;0.41;3;0.3555555555555555;15;0.3157894736842105;1.3333333333333333;7;0.25;0.15;2
200;55;0.275;2;0.275;2;0.55;3;0.31999999999999995;25;0.36363636363636365;1.4268292682926829;8;0.25;0.15;2
200;72;0.36;3;0.36;3;0.72;3;0.4705882352941176;34;0.4444444444444444;1.5565217391304347;9;0.25;0.15;2
200;73;0.365;4;0.365;3;0.73;5;0.43580246913580245;27;0.3050847457627119;1.9683544303797469;0;0.25;0.25;2
200;49;0.245;3;0.245;3;0.49;3;0.65;20;0.75;1.1578947368421053;1;0.25;0.25;2
200;67;0.335;4;0.335;2;0.67;4;0.3533333333333333;25;0.32727272727272727;1.8840579710144927;2;0.25;0.25;2
200;70;0.35;5;0.35;2;0.7;6;0.5151515151515151;33;0.31343283582089554;2.3402061855670104;3;0.25;0.25;2
200;76;0.38;3;0.38;3;0.76;3;0.6403508771929824;38;0.5689655172413793;1.4036697247706422;4;0.25;0.25;2
200;86;0.43;6;0.43;3;0.86;7;0.3797052154195011;42;0.3173076923076923;2.4676258992805757;5;0.25;0.25;2
200;59;0.295;5;0.295;3;0.59;5;0.42380952380952375;21;0.38095238095238093;2.0774647887323945;6;0.25;0.25;2
200;48;0.24;4;0.24;3;0.48;4;0.3157894736842105;19;0.32142857142857145;1.3714285714285714;7;0.25;0.25;2
200;60;0.3;3;0.3;2;0.6;3;0.3563218390804597;29;0.3488372093023256;1.5742574257425743;8;0.25;0.25;2
200;81;0.405;4;0.405;3;0.81;4;0.573170731707317;41;0.4520547945205479;1.6666666666666667;9;0.25;0.25;2
200;81;0.405;4;0.405;3;0.81;5;0.45483870967741935;31;0.3088235294117647;2.0327868852459017;0;0.25;0.35;2
200;58;0.29;3;0.29;3;0.58;3;0.6309523809523808;28;0.6428571428571429;1.3670886075949367;1;0.25;0.35;2
200;79;0.395;5;0.395;2;0.79;5;0.40215053763440856;31;0.3333333333333333;2.345;2;0.25;0.35;2
200;89;0.445;8;0.445;2;0.89;9;0.5221483942414175;43;0.27692307692307694;2.4096774193548387;3;0.25;0.35;2
200;85;0.425;3;0.425;3;0.85;4;0.5697674418604651;43;0.5;1.5507246376811594;4;0.25;0.35;2
200;102;0.51;8;0.51;3;1.02;9;0.4991285403050109;51;0.32;2.447513812154696;5;0.25;0.35;2
200;70;0.35;7;0.35;4;0.7;7;0.4807692307692308;26;0.42857142857142855;2.1732673267326734;6;0.25;0.35;2
200;58;0.29;5;0.29;3;0.58;5;0.2777777777777778;21;0.3191489361702128;1.6727272727272726;7;0.25;0.35;2
200;62;0.31;3;0.31;2;0.62;3;0.3444444444444444;30;0.32608695652173914;1.719298245614035;8;0.25;0.35;2
200;90;0.45;5;0.45;3;0.9;5;0.6118518518518518;45;0.4;2.1502145922746783;9;0.25;0.35;2
200;89;0.445;5;0.445;3;0.89;6;0.490625;32;0.358695652173913;1.9852941176470589;0;0.25;0.45;2
200;66;0.33;5;0.33;3;0.66;5;0.6860215053763441;31;0.559322033898305;1.3368421052631578;1;0.25;0.45;2
200;95;0.475;10;0.475;3;0.95;10;0.49012345679012337;36;0.2874251497005988;2.3246376811594205;2;0.25;0.45;2
200;104;0.52;13;0.52;3;1.04;13;0.49904064189778474;49;0.25675675675675674;2.2523584905660377;3;0.25;0.45;2
200;103;0.515;6;0.515;3;1.03;6;0.6078787878787878;55;0.48936170212765956;1.8144796380090498;4;0.25;0.45;2
200;131;0.655;12;0.655;3;1.31;13;0.5201391745509393;68;0.26443768996960487;2.823529411764706;5;0.25;0.45;2
200;87;0.435;13;0.435;4;0.87;13;0.5407670760611937;34;0.297029702970297;2.5207877461706785;6;0.25;0.45;2
200;62;0.31;6;0.31;3;0.62;6;0.3287878787878788;22;0.3442622950819672;1.65;7;0.25;0.45;2
200;77;0.385;5;0.385;2;0.77;5;0.419047619047619;42;0.35064935064935066;2.3627450980392157;8;0.25;0.45;2
200;98;0.49;5;0.49;3;0.98;5;0.5764705882352941;51;0.3923076923076923;2.3973509933774833;9;0.25;0.45;2
200;103;0.515;7;0.515;3;1.03;7;0.6273532668881505;43;0.38571428571428573;2.1099290780141846;0;0.25;0.55;2
200;81;0.405;9;0.405;3;0.81;9;0.6153116531165311;41;0.3559322033898305;2.2780082987551866;1;0.25;0.55;2
200;114;0.57;15;0.57;3;1.14;15;0.5327651515151515;48;0.22772277227722773;2.529780564263323;2;0.25;0.55;2
200;120;0.6;14;0.6;3;1.2;14;0.5689813217085944;55;0.2635135135135135;2.3506944444444446;3;0.25;0.55;2
200;116;0.58;10;0.58;3;1.16;10;0.6066451439332795;59;0.3696682464454976;2.3986486486486487;4;0.25;0.55;2
200;168;0.84;18;0.84;4;1.68;19;0.6769968672336182;85;0.26348228043143296;3.1516936671575846;5;0.25;0.55;2
200;115;0.575;24;0.575;4;1.15;24;0.6183394130599099;42;0.18637274549098196;3.15929203539823;6;0.25;0.55;2
200;74;0.37;6;0.37;3;0.74;6;0.5125;32;0.4639175257731959;1.6099290780141844;7;0.25;0.55;2
200;88;0.44;5;0.44;3;0.88;5;0.5432624113475177;47;0.4205607476635514;2.226086956521739;8;0.25;0.55;2
200;117;0.585;7;0.585;3;1.17;7;0.6645421245421246;65;0.4264705882352941;2.138418079096045;9;0.25;0.55;2
200;114;0.57;13;0.57;4;1.14;13;0.6093586152409681;51;0.3364485981308411;2.288056206088993;0;0.25;0.65;2
200;99;0.495;20;0.495;3;0.99;20;0.6505482456140351;48;0.19322033898305085;2.4;1;0.25;0.65;2
200;140;0.7;23;0.7;3;1.4;23;0.6871621677410832;59;0.1810344827586207;2.3565022421524664;2;0.25;0.65;2
200;144;0.72;22;0.72;3;1.44;22;0.707472868826675;68;0.24;2.4188210961737333;3;0.25;0.65;2
200;140;0.7;17;0.7;3;1.4;17;0.6526096474625886;74;0.3015075376884422;2.5707070707070705;4;0.25;0.65;2
200;200;1.0;27;1.0;4;2.0;28;0.740422385022385;100;0.2182741116751269;3.000829416643627;5;0.25;0.65;2
200;152;0.76;39;0.76;4;1.52;39;0.5923667787702875;54;0.10531053105310531;3.269785022442712;6;0.25;0.65;2
200;89;0.445;8;0.445;4;0.89;8;0.520436507936508;36;0.3931034482758621;1.7192118226600985;7;0.25;0.65;2
200;104;0.52;7;0.52;4;1.04;7;0.5433150183150184;52;0.39473684210526316;2.1194029850746268;8;0.25;0.65;2
200;143;0.715;13;0.715;3;1.43;13;0.6603279837046071;77;0.34806629834254144;2.1772805507745265;9;0.25;0.65;2
200;127;0.635;17;0.635;4;1.27;17;0.6079890289449114;56;0.2735562310030395;2.2698412698412698;0;0.25;0.75;2
200;124;0.62;33;0.62;3;1.24;33;0.6801993910044758;59;0.12053571428571429;2.3281703775411424;1;0.25;0.75;2
200;157;0.785;26;0.785;3;1.57;26;0.7305063409979377;70;0.18410041841004185;2.329245283018868;2;0.25;0.75;2
200;183;0.915;33;0.915;5;1.83;33;0.6730861931948888;84;0.19613259668508287;3.24024024024024;3;0.25;0.75;2
200;178;0.89;28;0.89;3;1.78;28;0.7094870062955169;94;0.21325301204819277;2.4285714285714284;4;0.25;0.75;2
200;271;1.355;46;1.355;4;2.71;47;0.7845054166006236;120;0.1574614065180103;2.71103191819027;5;0.25;0.75;2
200;221;1.105;84;1.105;5;2.21;84;0.7566958982083767;84;0.05630791161796151;2.853413654618474;6;0.25;0.75;2
200;100;0.5;10;0.5;4;1.0;10;0.5517384731670445;42;0.36;1.8084291187739463;7;0.25;0.75;2
200;120;0.6;9;0.6;5;1.2;10;0.4896296296296296;60;0.36401673640167365;3.9411764705882355;8;0.25;0.75;2
200;163;0.815;15;0.815;3;1.63;15;0.6908403361344538;85;0.32661290322580644;2.2720306513409962;9;0.25;0.75;2
200;143;0.715;23;0.715;4;1.43;23;0.6777461449398208;66;0.240234375;2.043887147335423;0;0.25;0.85;2
200;165;0.825;57;0.825;3;1.65;57;0.6913892713003165;71;0.07540983606557378;2.1548301720335243;1;0.25;0.85;2
200;199;0.995;45;0.995;3;1.99;45;0.7411465149837243;86;0.12089274643521389;2.262982372558361;2;0.25;0.85;2
200;235;1.175;52;1.175;5;2.35;52;0.6900585273163777;105;0.13058963197467352;3.2066468622354254;3;0.25;0.85;2
200;219;1.095;42;1.095;4;2.19;42;0.7741698169100656;107;0.17022574740695545;2.3734721593481214;4;0.25;0.85;2
200;387;1.935;87;1.935;6;3.87;87;0.8421935029625102;151;0.11015869338584501;2.8470939706681153;5;0.25;0.85;2
200;330;1.65;154;1.65;6;3.3;154;0.8885494784263595;129;0.044666120747413086;2.247463528846731;6;0.25;0.85;2
200;118;0.59;12;0.59;4;1.18;12;0.5412398921832884;53;0.3020833333333333;3.001503759398496;7;0.25;0.85;2
200;137;0.685;14;0.685;5;1.37;14;0.5196485332848969;66;0.32345013477088946;3.270731707317073;8;0.25;0.85;2
200;194;0.97;17;0.97;3;1.94;17;0.7460382101558574;100;0.2948207171314741;2.856241234221599;9;0.25;0.85;2
200;173;0.865;35;0.865;5;1.73;35;0.6968447979567061;82;0.19257773319959878;2.355731225296443;0;0.25;0.95;2
200;223;1.115;94;1.115;4;2.23;94;0.7531355816051094;98;0.04887218045112782;2.4526797578620996;1;0.25;0.95;2
200;287;1.435;95;1.435;4;2.87;95;0.7394210245365196;123;0.07274336283185841;3.1899321670831844;2;0.25;0.95;2
200;313;1.565;81;1.565;6;3.13;81;0.7179849370247847;129;0.09594425585134894;3.491291915778529;3;0.25;0.95;2
200;277;1.385;52;1.385;5;2.77;52;0.7728790400502279;122;0.14661274014155712;4.449991302835276;4;0.25;0.95;2
200;575;2.875;155;2.875;7;5.75;155;0.8851181185616405;191;0.08546438983756768;2.1936180904522615;5;0.25;0.95;2
200;434;2.17;199;2.17;7;4.34;199;0.9113277977859866;167;0.04637832204273059;1.9781909547738694;6;0.25;0.95;2
200;139;0.695;13;0.695;4;1.39;13;0.5049189316430696;58;0.2826086956521739;3.6734875444839856;7;0.25;0.95;2
200;168;0.84;17;0.84;5;1.68;17;0.5661338310072487;79;0.2894333843797856;3.4993243243243244;8;0.25;0.95;2
200;240;1.2;27;1.2;4;2.4;27;0.7000016948723461;118;0.2421630094043887;3.1617260787992496;9;0.25;0.95;2
200;103;0.515;3;0.515;3;1.03;4;0.6199999999999999;50;0.5294117647058824;1.854922279792746;0;0.45;0.05;2
200;76;0.38;4;0.38;3;0.76;4;0.45714285714285713;35;0.4576271186440678;1.5;1;0.45;0.05;2
200;97;0.485;4;0.485;3;0.97;4;0.4431818181818182;44;0.38613861386138615;2.1502145922746783;2;0.45;0.05;2
200;101;0.505;5;0.505;4;1.01;6;0.4604166666666667;48;0.5070422535211268;2.358267716535433;3;0.45;0.05;2
200;103;0.515;3;0.515;4;1.03;5;0.5748633879781422;61;0.5798319327731093;1.5895953757225434;4;0.45;0.05;2
200;115;0.575;7;0.575;3;1.15;7;0.5375744047619048;64;0.3987341772151899;3.2607003891050583;5;0.45;0.05;2
200;80;0.4;5;0.4;3;0.8;7;0.4583333333333333;32;0.47191011235955055;1.6666666666666667;6;0.45;0.05;2
200;83;0.415;4;0.415;3;0.83;5;0.3929824561403509;38;0.35294117647058826;2.2534562211981566;7;0.45;0.05;2
200;92;0.46;4;0.46;4;0.92;5;0.5078431372549019;51;0.45;2.132701421800948;8;0.45;0.05;2
200;114;0.57;4;0.57;3;1.14;5;0.5296875;64;0.4405594405594406;1.969811320754717;9;0.45;0.05;2
200;111;0.555;5;0.555;3;1.11;6;0.5923076923076923;52;0.48;2.0866141732283463;0;0.45;0.15;2
200;82;0.41;4;0.41;3;0.82;4;0.5333333333333334;40;0.5;1.4609375;1;0.45;0.15;2
200;113;0.565;5;0.565;3;1.13;5;0.37559523809523804;56;0.3669064748201439;2.237623762376238;2;0.45;0.15;2
200;116;0.58;7;0.58;5;1.16;8;0.5041125541125541;55;0.5384615384615384;2.5146198830409356;3;0.45;0.15;2
200;114;0.57;5;0.57;4;1.14;6;0.601010101010101;66;0.5686274509803921;1.881578947368421;4;0.45;0.15;2
200;135;0.675;7;0.675;3;1.35;8;0.5529523809523809;75;0.40611353711790393;3.2761087267525038;5;0.45;0.15;2
200;91;0.455;6;0.455;4;0.91;8;0.4718146718146718;37;0.47244094488188976;1.9441860465116279;6;0.45;0.15;2
200;88;0.44;4;0.44;3;0.88;5;0.41500000000000004;40;0.37894736842105264;2.1866666666666665;7;0.45;0.15;2
200;102;0.51;4;0.51;4;1.02;5;0.594047619047619;56;0.46153846153846156;2.4191176470588234;8;0.45;0.15;2
200;122;0.61;5;0.61;3;1.22;5;0.6215962441314553;71;0.4764705882352941;2.1298701298701297;9;0.45;0.15;2
200;119;0.595;7;0.595;3;1.19;8;0.6614718614718614;55;0.46706586826347307;1.9097472924187726;0;0.45;0.25;2
200;100;0.5;4;0.5;3;1.0;4;0.5723270440251573;53;0.46153846153846156;1.7487179487179487;1;0.45;0.25;2
200;130;0.65;8;0.65;3;1.3;8;0.47796674225245656;63;0.37320574162679426;2.4913419913419914;2;0.45;0.25;2
200;137;0.685;10;0.685;5;1.37;10;0.5277167277167277;65;0.4370860927152318;2.8059701492537314;3;0.45;0.25;2
200;123;0.615;5;0.615;4;1.23;6;0.6244131455399061;71;0.5581395348837209;2.1032028469750887;4;0.45;0.25;2
200;158;0.79;10;0.79;3;1.58;11;0.6161729656111679;89;0.35795454545454547;3.396327467482785;5;0.45;0.25;2
200;106;0.53;9;0.53;4;1.06;9;0.38228803716608595;41;0.3577981651376147;3.3356401384083045;6;0.45;0.25;2
200;95;0.475;5;0.475;4;0.95;6;0.42093023255813955;43;0.3893129770992366;2.1417624521072796;7;0.45;0.25;2
200;112;0.56;4;0.56;4;1.12;5;0.5433333333333332;60;0.44805194805194803;2.5225225225225225;8;0.45;0.25;2
200;134;0.67;6;0.67;3;1.34;6;0.6063291139240506;79;0.44651162790697674;2.321608040201005;9;0.45;0.25;2
200;128;0.64;7;0.64;3;1.28;8;0.6931868131868132;65;0.47692307692307695;2.0121951219512195;0;0.45;0.35;2
200;120;0.6;8;0.6;4;1.2;8;0.5775457875457874;65;0.4044943820224719;2.1478260869565218;1;0.45;0.35;2
200;146;0.73;11;0.73;3;1.46;11;0.510997450038546;73;0.3576158940397351;2.7113702623906706;2;0.45;0.35;2
