n_vertices;n_edges;degree_mean;degree_max;degree_min;avg_local_clustering;global_clustering;avg_shortest_path_length;powerlaw_alpha;powerlaw_k_min;powerlaw_n_tail;seed;beta;gamma;dim
1000;15643;31.286;95;7;0.5816875667662197;0.46794512972342306;3.1516856856856856;3.709078160892322;29;465;0;0.01;0.0;2
1000;16561;33.122;102;5;0.5810046725678448;0.45946898581796836;3.0818858858858857;2.7699987392361587;19;832;1;0.01;0.0;2
1000;14989;29.978;80;8;0.5781592027014392;0.47773025064937275;3.2648488488488487;3.900546431811171;28;480;2;0.01;0.0;2
1000;16168;32.336;96;9;0.5835053449680422;0.4591820030981057;3.083965965965966;3.5955473432693137;32;392;3;0.01;0.0;2
1000;15479;30.958;87;9;0.5861413842689986;0.4759283820784395;3.1992852852852853;7.910296968605171;57;79;4;0.01;0.0;2
1000;15577;31.154;83;7;0.5891181075701796;0.47806873977086745;3.1979499499499497;8.962548499012408;60;74;5;0.01;0.0;2
1000;15736;31.472;96;9;0.5810390377380449;0.4607472825419591;3.090940940940941;4.5747540883056415;43;196;6;0.01;0.0;2
1000;15248;30.496;91;6;0.5826301716125263;0.46724103386094973;3.1484704704704707;3.3604990940738255;24;597;7;0.01;0.0;2
1000;15295;30.59;89;5;0.584067407136609;0.4821599440930349;3.218948948948949;5.207623617234173;41;220;8;0.01;0.0;2
1000;14871;29.742;83;9;0.5834877814232354;0.4914003900611017;3.2746726726726725;6.243889781790189;43;161;9;0.01;0.0;2
1000;17339;34.678;129;8;0.597995060358503;0.4639492060455328;2.9675355355355357;3.552659552203912;32;441;0;0.01;0.1;2
1000;18454;36.908;140;6;0.5982391474409866;0.45616126511264943;2.9193773773773772;4.594575430220937;56;163;1;0.01;0.1;2
1000;16543;33.086;128;9;0.5956003756574653;0.47495404204363223;3.0751651651651652;4.743694230979452;45;191;2;0.01;0.1;2
1000;17990;35.98;145;10;0.6010868396310477;0.45438925317361306;2.9035715715715718;3.4859696270739926;36;367;3;0.01;0.1;2
1000;17083;34.166;110;10;0.6023301771276353;0.47116856018302067;3.030886886886887;6.240666622630128;63;83;4;0.01;0.1;2
1000;17115;34.23;133;7;0.6041939147464759;0.4739953904573947;3.02234034034034;3.6008729458836255;33;411;5;0.01;0.1;2
1000;17478;34.956;126;9;0.5992389892936522;0.45614617134734325;2.9084644644644646;4.164041004817455;48;186;6;0.01;0.1;2
1000;16894;33.788;116;8;0.5985422279668833;0.4625030072256373;2.9698258258258257;3.364517358529685;28;524;7;0.01;0.1;2
1000;16815;33.63;109;6;0.5988023455161676;0.47912598643542964;3.0517637637637636;4.78441556850172;44;232;8;0.01;0.1;2
1000;16299;32.598;112;9;0.5972989739678884;0.48729024357576106;3.094066066066066;7.243643779105053;60;66;9;0.01;0.1;2
1000;19397;38.794;223;10;0.6170592181920189;0.45349063153399144;2.7895675675675675;3.3430389028542447;32;517;0;0.01;0.2;2
1000;20673;41.346;206;10;0.6169034367514266;0.44688980735309375;2.7515275275275277;4.163262175191699;61;171;1;0.01;0.2;2
1000;18337;36.674;190;11;0.6134685170549482;0.46615467361614815;2.883083083083083;3.611706801212108;33;467;2;0.01;0.2;2
1000;20358;40.716;254;11;0.6203264987853913;0.44283941280787137;2.7135335335335333;2.999761497992644;27;690;3;0.01;0.2;2
1000;19086;38.172;160;11;0.6205524174279545;0.46143113626519344;2.8416856856856856;4.447219122449447;55;169;4;0.01;0.2;2
1000;18999;37.998;195;8;0.6197139863059149;0.46698325986423994;2.84982982982983;3.613000456566541;39;352;5;0.01;0.2;2
1000;19684;39.368;166;10;0.6194481763216935;0.44714646769949973;2.739915915915916;3.707293435591907;45;278;6;0.01;0.2;2
1000;18873;37.746;177;9;0.6176210160772372;0.45305772709481545;2.797175175175175;4.236405547716197;59;136;7;0.01;0.2;2
1000;18617;37.234;142;9;0.6153827927035245;0.47217924330818306;2.8715575575575576;4.427017690653726;48;233;8;0.01;0.2;2
1000;17993;35.986;139;10;0.6122744724244086;0.48129468189473446;2.9046966966966967;5.298948249847783;59;105;9;0.01;0.2;2
1000;22076;44.152;382;11;0.638459648081557;0.42788257892568016;2.5765965965965965;3.2103177113036003;34;550;0;0.01;0.3;2
1000;23604;47.208;336;15;0.6392004376375989;0.4311843771117724;2.5702922922922924;3.7892260979209818;70;159;1;0.01;0.3;2
1000;20744;41.488;302;12;0.6331260727216861;0.44414084284670213;2.6696076076076074;3.8337284949191193;51;221;2;0.01;0.3;2
1000;23142;46.284;456;14;0.6432834455395835;0.4208429444096605;2.513127127127127;2.9178647499338646;29;717;3;0.01;0.3;2
1000;21598;43.196;264;11;0.6397192614904884;0.4411695035439032;2.655253253253253;3.764749942260298;52;244;4;0.01;0.3;2
1000;21281;42.562;307;11;0.6382984380714569;0.45530104355604556;2.670804804804805;3.051279957046208;28;725;5;0.01;0.3;2
1000;22409;44.818;241;11;0.641290673951491;0.4315366965307258;2.587289289289289;3.4367771178783175;50;269;6;0.01;0.3;2
1000;21542;43.084;265;9;0.6399995704943663;0.4361477674796365;2.6190850850850853;4.459612065443255;97;54;7;0.01;0.3;2
1000;20790;41.58;184;11;0.63344467111137;0.46350345404403853;2.717163163163163;3.992886671923096;50;257;8;0.01;0.3;2
1000;19983;39.966;195;12;0.6280266515536665;0.4687058809630232;2.7385625625625627;4.497799939614902;63;117;9;0.01;0.3;2
1000;25474;50.948;654;17;0.664186102137043;0.3844209484069451;2.292956956956957;3.1954930357214306;41;478;0;0.01;0.4;2
1000;27251;54.502;519;18;0.6628007197952053;0.40789040944134985;2.3632952952952953;3.1167254981880235;48;401;1;0.01;0.4;2
1000;23666;47.332;508;15;0.6558098653505223;0.4065075871520741;2.4054094094094096;3.5203229543473276;52;264;2;0.01;0.4;2
1000;26887;53.774;764;16;0.6700195553096522;0.3840806740341393;2.1955615615615613;3.0025752674185844;42;468;3;0.01;0.4;2
1000;24870;49.74;412;15;0.6632529607876687;0.4092544713484822;2.413715715715716;3.4450206371208676;57;245;4;0.01;0.4;2
1000;24208;48.416;488;14;0.6575661174671258;0.43252476938845236;2.470128128128128;4.705403362454968;105;61;5;0.01;0.4;2
1000;25875;51.75;374;14;0.665506157048089;0.40724200269640887;2.4025065065065063;3.2187941711901074;54;284;6;0.01;0.4;2
1000;24705;49.41;359;12;0.6622926724377022;0.41422906183355135;2.44177977977978;3.2173037403066918;48;328;7;0.01;0.4;2
1000;23555;47.11;267;13;0.6519758397500732;0.44322653157880193;2.5525345345345345;3.6225191842174884;54;261;8;0.01;0.4;2
1000;22467;44.934;262;14;0.6452653488416867;0.4509832316568911;2.5753133133133135;3.871384697587618;64;147;9;0.01;0.4;2
1000;29568;59.136;952;19;0.692727860379766;0.34099431722948254;1.972966966966967;3.136721374276043;38;709;0;0.01;0.5;2
1000;32015;64.03;796;22;0.6885133208080813;0.37590650199792347;2.074934934934935;2.9218533044434496;40;676;1;0.01;0.5;2
1000;27428;54.856;780;19;0.6812529900787722;0.35939967430616343;2.0902342342342344;3.3037774614748163;44;480;2;0.01;0.5;2
1000;31476;62.952;995;21;0.6969225694704217;0.35645542755363463;1.9397417417417417;2.9658360492380327;37;765;3;0.01;0.5;2
1000;28992;57.984;644;17;0.6887720163462009;0.36816548050980696;2.1154374374374374;3.2570676906539706;62;260;4;0.01;0.5;2
1000;27894;55.788;762;19;0.6788566715983626;0.40108776677187274;2.184798798798799;3.0674591120848236;35;749;5;0.01;0.5;2
1000;30335;60.67;553;18;0.6909240596340486;0.37332235256683216;2.1497137137137137;3.065748051758881;58;309;6;0.01;0.5;2
1000;28850;57.7;547;17;0.688073112361261;0.37867910074515837;2.1721501501501503;3.102047619942563;54;326;7;0.01;0.5;2
1000;27044;54.088;384;16;0.6725393128312706;0.4156895790842725;2.3535355355355354;3.152468558053253;39;595;8;0.01;0.5;2
1000;25714;51.428;368;19;0.6644160361451276;0.4228883796932217;2.3762142142142144;3.512490020867604;70;154;9;0.01;0.5;2
1000;34170;68.34;999;24;0.7108204733701244;0.33718225119408735;1.9315915915915916;2.98065198912368;66;271;0;0.01;0.6;2
1000;37894;75.788;994;27;0.7144231454511267;0.34944697196569446;1.9251551551551551;2.938741399359701;59;425;1;0.01;0.6;2
1000;31997;63.994;988;24;0.7067622523120576;0.3224095773625975;1.9361661661661662;3.2333293170203206;52;423;2;0.01;0.6;2
1000;37051;74.102;999;28;0.7195251790325755;0.3416630727772938;1.9258238238238239;3.1221323896376374;120;116;3;0.01;0.6;2
1000;34183;68.366;897;22;0.7168196744103141;0.3246994789112889;1.9385705705705705;3.1048040911585724;61;336;4;0.01;0.6;2
1000;32342;64.684;976;23;0.698522359496255;0.3763463905542042;1.9545605605605605;3.0408608802083785;56;365;5;0.01;0.6;2
1000;36258;72.516;805;25;0.719749376441187;0.33567311305600156;1.9476736736736737;3.024896955810987;43;741;6;0.01;0.6;2
1000;34182;68.364;823;23;0.715834814303131;0.33607050749566175;1.9464944944944944;3.04482471923417;54;422;7;0.01;0.6;2
1000;31381;62.762;574;22;0.6920585887121987;0.38096368511796597;2.1073193193193194;3.1726710860329215;87;141;8;0.01;0.6;2
1000;29639;59.278;543;25;0.6841268895713816;0.3874162418769797;2.1237477477477475;3.198971342476814;54;334;9;0.01;0.6;2
