beta;gamma;dim;n_vertices_mean;n_vertices_median;n_vertices_std;n_vertices_cv;n_vertices_ci_low;n_vertices_ci_high;n_edges_mean;n_edges_median;n_edges_std;n_edges_cv;n_edges_ci_low;n_edges_ci_high;indegree_mean_mean;indegree_mean_median;indegree_mean_std;indegree_mean_cv;indegree_mean_ci_low;indegree_mean_ci_high;indegree_max_mean;indegree_max_median;indegree_max_std;indegree_max_cv;indegree_max_ci_low;indegree_max_ci_high;outdegree_mean_mean;outdegree_mean_median;outdegree_mean_std;outdegree_mean_cv;outdegree_mean_ci_low;outdegree_mean_ci_high;outdegree_max_mean;outdegree_max_median;outdegree_max_std;outdegree_max_cv;outdegree_max_ci_low;outdegree_max_ci_high;total_degree_mean_mean;total_degree_mean_median;total_degree_mean_std;total_degree_mean_cv;total_degree_mean_ci_low;total_degree_mean_ci_high;total_degree_max_mean;total_degree_max_median;total_degree_max_std;total_degree_max_cv;total_degree_max_ci_low;total_degree_max_ci_high;avg_local_clustering_mean;avg_local_clustering_median;avg_local_clustering_std;avg_local_clustering_cv;avg_local_clustering_ci_low;avg_local_clustering_ci_high;vertices_degree_ge_2_mean;vertices_degree_ge_2_median;vertices_degree_ge_2_std;vertices_degree_ge_2_cv;vertices_degree_ge_2_ci_low;vertices_degree_ge_2_ci_high;global_clustering_mean;global_clustering_median;global_clustering_std;global_clustering_cv;global_clustering_ci_low;global_clustering_ci_high;avg_shortest_path_length_mean;avg_shortest_path_length_median;avg_shortest_path_length_std;avg_shortest_path_length_cv;avg_shortest_path_length_ci_low;avg_shortest_path_length_ci_high;expected_theoretical_outdegree_mean;indegree_powerlaw_alpha_theory;indegree_ccdf_slope_theory;outdegree_mean_vs_theory_ratio
0.05;0.05;2;100.0;100.0;0.0;0.0;100.0;100.0;5.08;5.0;2.243568585980825;0.4416473594450443;4.640260557147759;5.5197394428522415;0.05080000000000001;0.05;0.022435685859808253;0.44164735944504424;0.046402605571477594;0.05519739442852243;1.18;1.0;0.43312815655415426;0.36705775979165617;1.0951068813153857;1.2648931186846142;0.05080000000000001;0.05;0.022435685859808253;0.44164735944504424;0.046402605571477594;0.05519739442852243;1.11;1.0;0.3713488925525429;0.33454855184913773;1.0372156170597018;1.1827843829402984;0.10160000000000002;0.1;0.044871371719616505;0.44164735944504424;0.09280521114295519;0.11039478885704486;1.27;1.0;0.5070502933634887;0.39925219949881;1.1706181425007562;1.3693818574992438;0.07277777777777777;0.0;0.24900356980930566;3.421423096616414;0.023973078095153866;0.12158247746040168;0.52;0.0;1.108873302050329;2.132448657789094;0.30266083279813555;0.7373391672018645;0.071;0.0;0.24455878638887624;3.4444899491391023;0.023066477867780252;0.11893352213221974;1.0281038961038962;1.0;0.1334526835930467;0.12980466672558985;1.001947170119659;1.0542606220881334;0.052631578947368425;21.0;-20.0;0.9652000000000002
0.05;0.15;2;100.0;100.0;0.0;0.0;100.0;100.0;5.75;6.0;2.46322958735072;0.4283877543218644;5.267207000879258;6.232792999120742;0.05750000000000001;0.06;0.024632295873507203;0.4283877543218643;0.0526720700087926;0.06232792999120742;1.28;1.0;0.5306599664568639;0.41457809879442487;1.1759906465744547;1.3840093534255453;0.05750000000000001;0.06;0.024632295873507203;0.4283877543218643;0.0526720700087926;0.06232792999120742;1.12;1.0;0.3815756805667783;0.3406925719346235;1.0452111666089117;1.1947888333910885;0.11500000000000002;0.12;0.049264591747014405;0.4283877543218643;0.1053441400175852;0.12465585998241484;1.35;1.0;0.57227615711298;0.4239082645281333;1.237833873205856;1.4621661267941441;0.09083333333333332;0.0;0.2748977082479954;3.026396788051326;0.036953382516726224;0.14471328414994042;0.68;0.0;1.2400000000000002;1.823529411764706;0.43696;0.9230400000000001;0.09;0.0;0.2727636339397171;3.0307070437746346;0.03653832774781545;0.14346167225218454;1.041815046065046;1.0;0.15307523462623832;0.14693129572701624;1.0118123000783033;1.0718177920517886;0.05882352941176471;7.666666666666667;-6.666666666666667;0.9775
0.05;0.25;2;100.0;100.0;0.0;0.0;100.0;100.0;6.48;6.0;2.6999259249097927;0.41665523532558524;5.9508145187176815;7.009185481282319;0.06480000000000001;0.06;0.026999259249097927;0.41665523532558524;0.059508145187176814;0.0700918548128232;1.35;1.0;0.5894913061275799;0.4366602267611703;1.2344597039989944;1.4655402960010058;0.06480000000000001;0.06;0.026999259249097927;0.41665523532558524;0.059508145187176814;0.0700918548128232;1.16;1.0;0.41761226035642196;0.3600105692727776;1.0781479969701413;1.2418520030298585;0.12960000000000002;0.12;0.053998518498195855;0.41665523532558524;0.11901629037435363;0.1401837096256464;1.43;1.0;0.620564259364008;0.4339610205342714;1.3083694051646544;1.5516305948353455;0.11561904761904762;0.0;0.29464116305429283;2.5483790873723846;0.05786937966040622;0.17336871557768901;0.94;0.0;1.560897177907629;1.6605289126676905;0.6340641531301046;1.2459358468698953;0.11601648351648353;0.0;0.29584222197907895;2.5500016291826837;0.05803140800858405;0.174001559024383;1.0568618019407492;1.0;0.17980636183026508;0.17013233092546337;1.0216197550220172;1.0921038488594812;0.06666666666666667;5.0;-4.0;0.9720000000000002
0.05;0.35;2;100.0;100.0;0.0;0.0;100.0;100.0;7.56;7.0;3.0702442899547906;0.4061169695707395;6.95823211916886;8.161767880831139;0.0756;0.07;0.030702442899547912;0.40611696957073956;0.06958232119168861;0.08161767880831139;1.62;1.0;1.1556816170554933;0.7133837142317859;1.3934864030571235;1.8465135969428768;0.0756;0.07;0.030702442899547912;0.40611696957073956;0.06958232119168861;0.08161767880831139;1.2;1.0;0.4472135954999579;0.37267799624996495;1.112346135282008;1.2876538647179918;0.1512;0.14;0.061404885799095824;0.40611696957073956;0.13916464238337722;0.16323535761662278;1.67;1.0;1.149391143171027;0.6882581695634893;1.4447193359384787;1.8952806640615212;0.1343311688311688;0.0;0.30766825503060363;2.2903713092624822;0.07402819084517048;0.19463414681716712;1.24;0.0;1.7556765077883796;1.4158681514422415;0.8958874044734776;1.5841125955265225;0.12853372489579387;0.0;0.30485780321636613;2.371811782966093;0.06878159546538612;0.18828585432620162;1.0942565200275405;1.0;0.17715301469879297;0.1618934970516185;1.059534529146577;1.128978510908504;0.07692307692307693;3.857142857142857;-2.857142857142857;0.9828
0.05;0.45;2;100.0;100.0;0.0;0.0;100.0;100.0;8.98;9.0;4.625970168516005;0.5151414441554572;8.073309846970863;9.886690153029138;0.08980000000000002;0.09;0.046259701685160054;0.515141444155457;0.08073309846970865;0.09886690153029139;2.16;2.0;3.5148826438446013;1.6272604832613893;1.4710830018064582;2.848916998193542;0.08980000000000002;0.09;0.046259701685160054;0.515141444155457;0.08073309846970865;0.09886690153029139;1.26;1.0;0.482078831727758;0.38260224740298254;1.1655125489813594;1.3544874510186407;0.17960000000000004;0.18;0.09251940337032011;0.515141444155457;0.1614661969394173;0.19773380306058277;2.23;2.0;3.5038692897994914;1.5712418339908034;1.5432416191992995;2.9167583808007005;0.15045030234315948;0.0;0.3081691597067988;2.048312000090908;0.09004914704062691;0.21085145764569205;1.69;1.0;1.9631352475058872;1.161618489648454;1.3052254914888461;2.0747745085111537;0.12979642919973108;0.0;0.2887671154762813;2.2247693350017026;0.07319807456637994;0.18639478383308222;1.1376542005489525;1.0909090909090908;0.1903608935650204;0.16732755302372682;1.1003434654102084;1.1749649356876966;0.09090909090909091;3.2222222222222223;-2.2222222222222223;0.9878000000000002
0.05;0.55;2;100.0;100.0;0.0;0.0;100.0;100.0;11.14;10.0;9.453062995664421;0.8485693891978834;9.287199652849774;12.992800347150228;0.1114;0.1;0.09453062995664421;0.8485693891978834;0.09287199652849773;0.12992800347150227;3.16;2.0;8.922690177295188;2.823636132055439;1.4111527252501435;4.908847274749856;0.1114;0.1;0.09453062995664421;0.8485693891978834;0.09287199652849773;0.12992800347150227;1.38;1.0;0.5436910887627275;0.3939790498280635;1.2734365466025053;1.4865634533974945;0.2228;0.2;0.18906125991328843;0.8485693891978834;0.18574399305699546;0.25985600694300454;3.2;2.0;8.91852005660132;2.7870375176879123;1.4519700689061414;4.948029931093859;0.22042243312243315;0.0;0.348958967625997;1.5831372636748298;0.15202647546773773;0.28881839077712856;2.32;2.0;2.428497477865686;1.046766154252451;1.8440144943383254;2.7959855056616743;0.17734079101559608;0.0;0.31479453917459005;1.7750825254123612;0.11564106133737644;0.2390405206938157;1.1813522860266519;1.125;0.21326906361337758;0.1805296067362637;1.1395515495584299;1.223153022494874;0.11111111111111113;2.8181818181818183;-1.8181818181818181;1.0025999999999997
0.05;0.65;2;100.0;100.0;0.0;0.0;100.0;100.0;13.58;12.0;10.515873715483654;0.7743647802270732;11.518888751765203;15.641111248234797;0.1358;0.12;0.10515873715483656;0.7743647802270733;0.11518888751765204;0.15641111248234796;4.18;2.0;9.919052374093;2.3729790368643546;2.2358657346777715;6.124134265322228;0.1358;0.12;0.10515873715483656;0.7743647802270733;0.11518888751765204;0.15641111248234796;1.45;1.0;0.5722761571129799;0.39467321180205506;1.337833873205856;1.562166126794144;0.2716;0.24;0.21031747430967312;0.7743647802270733;0.23037777503530407;0.3128222249646959;4.23;2.0;9.911463060517352;2.34313547529961;2.287353240138599;6.172646759861402;0.24242654673368957;0.0;0.33272247093854423;1.372467146941818;0.1772129424297349;0.30764015103764425;3.06;3.0;2.7416053691222593;0.895949467033418;2.522645347652037;3.597354652347963;0.16560339995789009;0.0;0.2808676253908232;1.69602571844686;0.11055334538128873;0.22065345453449142;1.2790174003133123;1.1764705882352942;0.2915190907785926;0.2279242570954712;1.2218796585207081;1.3361551421059166;0.14285714285714288;2.5384615384615383;-1.5384615384615383;0.9505999999999999
0.05;0.75;2;100.0;100.0;0.0;0.0;100.0;100.0;17.47;15.0;12.062715283052983;0.690481699087177;15.105707804521614;19.834292195478383;0.1747;0.15;0.12062715283052984;0.6904816990871772;0.15105707804521615;0.19834292195478384;5.91;3.0;10.939008181732017;1.8509320104453497;3.7659543963805246;8.054045603619475;0.1747;0.15;0.12062715283052984;0.6904816990871772;0.15105707804521615;0.19834292195478384;1.62;2.0;0.6289674077406555;0.3882514862596639;1.4967223880828315;1.7432776119171687;0.3494;0.3;0.24125430566105968;0.6904816990871772;0.3021141560904323;0.3966858439095677;5.95;3.0;10.929203996632145;1.8368410078373352;3.8078760166601;8.092123983339901;0.29511739720370633;0.20974627224627224;0.315573438962238;1.069314930100213;0.2332650031671077;0.356969791240305;4.57;4.0;3.6366330582009514;0.7957621571555692;3.857219920592614;5.282780079407387;0.17761798442584542;0.013316462219956558;0.24882584057148485;1.400904538894643;0.1288481196738344;0.22638784917785645;1.3903989461422481;1.3229166666666665;0.32235999278601535;0.23184712105861705;1.327216387556189;1.4535815047283072;0.2;2.333333333333333;-1.3333333333333333;0.8734999999999999
0.05;0.85;2;100.0;100.0;0.0;0.0;100.0;100.0;23.33;18.0;16.644551661129235;0.7134398483124404;20.067667874418667;26.59233212558133;0.2333;0.18;0.16644551661129234;0.7134398483124403;0.2006766787441867;0.2659233212558133;9.05;4.5;14.599571911532202;1.6132123659151603;6.188483905339689;11.911516094660312;0.2333;0.18;0.16644551661129234;0.7134398483124403;0.2006766787441867;0.2659233212558133;1.79;2.0;0.6526101439603892;0.36458667260356936;1.6620884117837638;1.9179115882162363;0.4666;0.36;0.3328910332225847;0.7134398483124403;0.4013533574883734;0.5318466425116266;9.09;5.0;14.584988858411927;1.6045092253478468;6.231342183751263;11.948657816248737;0.3536275010808595;0.42261904761904756;0.2963334440518364;0.8379818966174738;0.29554614604669954;0.41170885611501945;6.5;5.5;5.160426338976267;0.7939117444578871;5.488556437560652;7.511443562439348;0.16406972061521086;0.07662835249042146;0.20256118147892982;1.2346042933418053;0.1243677290453406;0.2037717121850811;1.4797116242892192;1.4409722222222223;0.31665926632483465;0.21400066143086643;1.4176464080895517;1.5417768404888867;0.3333333333333333;2.1764705882352944;-1.1764705882352942;0.6999000000000001
0.05;0.95;2;100.0;100.0;0.0;0.0;100.0;100.0;31.14;22.5;23.37221427250743;0.7505528025853382;26.559046002588545;35.720953997411456;0.3114;0.225;0.2337221427250743;0.7505528025853381;0.26559046002588543;0.3572095399741146;13.76;7.0;20.389762136915675;1.4818141087874763;9.763606621164527;17.756393378835472;0.3114;0.225;0.2337221427250743;0.7505528025853381;0.26559046002588543;0.3572095399741146;2.01;2.0;0.6402343321003647;0.3185245433335148;1.8845140709083283;2.1354859290916712;0.6228;0.45;0.4674442854501486;0.7505528025853381;0.5311809200517709;0.7144190799482292;13.77;7.0;20.384236556712153;1.4803367143581811;9.774689634884417;17.76531036511558;0.43441167771311257;0.4643315018315018;0.2887926514684743;0.664790258376052;0.3778083180252916;0.49101503740093355;9.0;7.0;6.807348970047004;0.7563721077830005;7.665759601870787;10.334240398129213;0.1550262449117333;0.09449404761904762;0.17526641309508373;1.1305596235971174;0.1206740279450969;0.1893784618783697;1.6116104439609902;1.5630961115187088;0.3486894254544214;0.21636086236660154;1.5432673165719235;1.6799535713500569;0.9999999999999992;2.052631578947368;-1.0526315789473684;0.31140000000000023
