beta;gamma;dim;n_vertices_mean;n_vertices_median;n_vertices_std;n_vertices_cv;n_vertices_ci_low;n_vertices_ci_high;n_edges_mean;n_edges_median;n_edges_std;n_edges_cv;n_edges_ci_low;n_edges_ci_high;degree_mean_mean;degree_mean_median;degree_mean_std;degree_mean_cv;degree_mean_ci_low;degree_mean_ci_high;degree_max_mean;degree_max_median;degree_max_std;degree_max_cv;degree_max_ci_low;degree_max_ci_high;degree_min_mean;degree_min_median;degree_min_std;degree_min_cv;degree_min_ci_low;degree_min_ci_high;avg_local_clustering_mean;avg_local_clustering_median;avg_local_clustering_std;avg_local_clustering_cv;avg_local_clustering_ci_low;avg_local_clustering_ci_high;global_clustering_mean;global_clustering_median;global_clustering_std;global_clustering_cv;global_clustering_ci_low;global_clustering_ci_high;avg_shortest_path_length_mean;avg_shortest_path_length_median;avg_shortest_path_length_std;avg_shortest_path_length_cv;avg_shortest_path_length_ci_low;avg_shortest_path_length_ci_high;powerlaw_alpha_mean;powerlaw_alpha_median;powerlaw_alpha_std;powerlaw_alpha_cv;powerlaw_alpha_ci_low;powerlaw_alpha_ci_high;powerlaw_k_min_mean;powerlaw_k_min_median;powerlaw_k_min_std;powerlaw_k_min_cv;powerlaw_k_min_ci_low;powerlaw_k_min_ci_high;powerlaw_n_tail_mean;powerlaw_n_tail_median;powerlaw_n_tail_std;powerlaw_n_tail_cv;powerlaw_n_tail_ci_low;powerlaw_n_tail_ci_high;powerlaw_ks_mean;powerlaw_ks_median;powerlaw_ks_std;powerlaw_ks_cv;powerlaw_ks_ci_low;powerlaw_ks_ci_high;powerlaw_valid_mean;powerlaw_valid_median;powerlaw_valid_std;powerlaw_valid_cv;powerlaw_valid_ci_low;powerlaw_valid_ci_high;powerlaw_reason_mode
0.01;0.0;2;100.0;100.0;0.0;0.0;100.0;100.0;143.5;136.0;22.668259747938304;0.15796696688458747;129.45006704642333;157.54993295357667;2.87;2.7199999999999998;0.4533651949587661;0.15796696688458747;2.5890013409284665;3.1509986590715338;9.0;9.0;1.3416407864998738;0.14907119849998599;8.16844242532462;9.83155757467538;0.0;0.0;0.0;nan;0.0;0.0;0.41720894660894664;0.414936507936508;0.04281864158331305;0.10263116822239987;0.39066967760028376;0.4437482156176095;0.4763230687465416;0.47182737460747315;0.04533888941875135;0.09518516400656805;0.4482217339459723;0.5044244035471109;4.962068877303785;4.56839248281157;1.28253775975591;0.25846835089737735;4.167143738128076;5.756994016479493;3.488462057647664;3.217765472742733;0.8946748690959395;0.25646684823031607;2.933936828723057;4.042987286572271;2.6;2.0;0.9165151389911679;0.35250582268891073;2.031938031549374;3.168061968450626;59.7;73.5;23.72783175934961;0.3974511182470621;44.9933375098223;74.40666249017771;0.3130180925715339;0.3025438519065337;0.061982407836879846;0.1980154160664532;0.27460099818083583;0.35143518696223197;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.05;2;100.0;100.0;0.0;0.0;100.0;100.0;150.5;143.0;22.703523955544878;0.1508539797710623;136.42821006410344;164.57178993589656;3.01;2.8600000000000003;0.4540704791108975;0.1508539797710623;2.7285642012820683;3.2914357987179312;9.4;9.0;1.4966629547095764;0.15921946326697622;8.472358690009981;10.32764130999002;0.0;0.0;0.0;nan;0.0;0.0;0.43139090909090905;0.42382142857142857;0.03453618701463836;0.08005775338988516;0.4099851586088066;0.4527966595730115;0.4745219684536264;0.47115902964959566;0.047427176231848826;0.09994727195962001;0.4451263000765889;0.5039176368306638;5.147629000344418;4.9455235356348375;1.0650076550874876;0.20689285397534088;4.4875304168884895;5.807727583800347;3.49726949336463;3.385456092568263;0.7636399443153423;0.21835318832712106;3.023960552245786;3.9705784344834743;2.8;2.5;0.8717797887081347;0.31134992453861954;2.2596652889180633;3.3403347110819364;57.1;66.0;22.68237200999931;0.397239439754804;43.04132017577753;71.15867982422247;0.28792533676754895;0.2914029535864979;0.04456423108379931;0.15477703902028392;0.26030414017736847;0.3155465333577294;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.1;2;100.0;100.0;0.0;0.0;100.0;100.0;158.7;150.0;23.507658326596463;0.1481263914719374;144.12980241726282;173.27019758273715;3.1739999999999995;3.0;0.4701531665319292;0.14812639147193737;2.882596048345256;3.465403951654743;10.5;9.0;3.1064449134018135;0.2958518965144584;8.574605494969926;12.425394505030074;0.0;0.0;0.0;nan;0.0;0.0;0.4455498898762057;0.4318214285714286;0.03331513223533025;0.07477306804988042;0.424900956987191;0.4661988227652204;0.4675755805449414;0.4642378673957621;0.055148148586436255;0.11794488609127791;0.4333944039231328;0.5017567571667501;5.19071573110893;5.090328380728141;1.0134489805725915;0.1952426280057685;4.562573545195845;5.818857917022014;3.092571751929124;2.914088084909733;0.7251448739356335;0.23447956332243333;2.643122302623599;3.5420212012346486;2.4;2.0;0.8;0.33333333333333337;1.9041548628855982;2.8958451371144016;67.2;76.5;20.5854317418897;0.30633082949240625;54.44101721922943;79.95898278077058;0.2739835074974425;0.264344003176998;0.029434196259067947;0.10743054035594717;0.2557400036475303;0.2922270113473547;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.15;2;100.0;100.0;0.0;0.0;100.0;100.0;168.1;158.0;22.949727667229517;0.13652425738982463;153.8756114226305;182.3243885773695;3.3619999999999997;3.16;0.4589945533445904;0.13652425738982463;3.0775122284526097;3.6464877715473896;12.9;11.0;5.575840743780261;0.43223571657211324;9.44405810234026;16.35594189765974;0.0;0.0;0.0;nan;0.0;0.0;0.4613963142221763;0.43605411255411264;0.045527926084346325;0.09867423011624503;0.43317781328239247;0.48961481516196015;0.4542450491871475;0.4517308356756656;0.06760959092233443;0.14883946681052213;0.41234019058573057;0.4961499077885644;5.218540776830228;5.13358764519268;0.9134131265146715;0.17503228691248898;4.652401455631775;5.78468009802868;2.900946197158524;2.8200833905115674;0.37555821015412705;0.12946059134843182;2.6681728068981334;3.1337195874189145;2.3;2.0;0.6403124237432849;0.2783967059753413;1.9031302480661947;2.696869751933805;73.0;78.0;15.152557539900648;0.20756928136850203;63.608347536242626;82.39165246375738;0.2691471460158718;0.2613821138211382;0.03885612911098808;0.14436760592176856;0.24506386768240582;0.29323042434933777;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.2;2;100.0;100.0;0.0;0.0;100.0;100.0;179.9;168.0;24.691901506364392;0.13725348252564976;164.59580088995182;195.2041991100482;3.598;3.36;0.4938380301272879;0.13725348252564978;3.2919160177990356;3.904083982200964;16.4;12.0;10.499523798725349;0.640214865775936;9.892327727981378;22.90767227201862;0.0;0.0;0.0;nan;0.0;0.0;0.48613713326856856;0.4708662755373282;0.05542988680683951;0.11402109202017495;0.45178133348860217;0.520492933048535;0.4398443742531956;0.44486531986531985;0.07701206100847457;0.17508933958569337;0.3921118043154334;0.4875769441909578;4.7270414976504025;4.541324355311126;0.9426875887081104;0.19942443686535807;4.14275767680163;5.311325318499175;3.2167685026203907;2.8707289855235767;0.8140111315240706;0.25305244404779964;2.712239176216388;3.7212978290243934;3.1;2.0;1.6401219466856725;0.5290715957050556;2.083441885576629;4.116558114423372;63.0;77.5;25.526456863419178;0.4051818549749076;47.17853812064132;78.82146187935868;0.25305703717398464;0.24455627811435068;0.03768537656674172;0.14892048443937106;0.22969939878530476;0.2764146755626645;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.25;2;100.0;100.0;0.0;0.0;100.0;100.0;195.1;181.0;33.682191140126264;0.1726406516664596;174.22356164476324;215.97643835523675;3.9019999999999997;3.62;0.6736438228025252;0.1726406516664596;3.484471232895265;4.319528767104734;21.1;14.5;18.45778968349136;0.8747767622507753;9.659743429450545;32.54025657054946;0.1;0.0;0.30000000000000004;3.0000000000000004;-0.08594192641790072;0.2859419264179007;0.5197496714096713;0.5183096625596626;0.06746685911749825;0.1298064488131639;0.47793327889742887;0.5615660639219138;0.4219639194394249;0.43237597611830764;0.09256982987576359;0.2193785430724545;0.36458854445516886;0.47933929442368095;4.329210462237867;4.203934839037328;0.9852504231299374;0.22758201102115952;3.7185459233017593;4.939875001173975;2.8555368993912436;2.7599232843248127;0.27096364972311116;0.09489061401408486;2.687591889328775;3.023481909453712;2.7;2.5;0.9;0.3333333333333333;2.1421742207462984;3.257825779253702;70.1;78.5;15.371727293964073;0.2192828429952079;60.57250471529898;79.62749528470101;0.23918033445571285;0.24790697674418605;0.03191071537296197;0.13341696944098316;0.21940186815630663;0.25895880075511907;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.3;2;100.0;100.0;0.0;0.0;100.0;100.0;209.0;198.0;38.478565461825625;0.18410796871686902;185.15073804076948;232.84926195923052;4.18;3.96;0.7695713092365125;0.18410796871686905;3.7030147608153894;4.6569852391846105;25.1;16.0;24.13482960370759;0.9615469961636489;10.141077632396108;40.0589223676039;0.1;0.0;0.30000000000000004;3.0000000000000004;-0.08594192641790072;0.2859419264179007;0.5416925074957978;0.5363928514296161;0.07200047886039453;0.1329176199856393;0.49706614835475416;0.5863188666368414;0.40618459169935006;0.41903571709474163;0.09560600197929822;0.23537574770946487;0.34692737774886895;0.4654418056498312;4.24616387162041;4.093752780931972;1.0674790328288875;0.2513984540171595;3.584533512370674;4.907794230870146;3.029072570662824;2.9407315041957443;0.4563999984886545;0.15067318059956045;2.7461929208757994;3.3119522204498484;3.2;3.0;1.16619037896906;0.36443449342783124;2.477187714548238;3.922812285451762;64.7;73.0;20.278313539345426;0.3134206111181673;52.13137105329305;77.26862894670695;0.22956726529507976;0.23636491544403004;0.02508290127715375;0.1092616634384386;0.21402072201633313;0.2451138085738264;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.35;2;100.0;100.0;0.0;0.0;100.0;100.0;222.8;216.0;39.876810303734175;0.1789802975930618;198.08409690907493;247.5159030909251;4.456;4.32;0.7975362060746835;0.1789802975930618;3.9616819381814987;4.950318061818502;28.1;18.0;25.097609447913563;0.893153361135714;12.544340502569492;43.65565949743051;0.1;0.0;0.30000000000000004;3.0000000000000004;-0.08594192641790072;0.2859419264179007;0.5625360078109293;0.5547609073932603;0.0755879974312385;0.1343700605502287;0.5156860816228099;0.6093859339990486;0.3979823535035255;0.4164817898581865;0.09652658007313186;0.24253984937620301;0.33815455933909255;0.45781014766795847;3.9102556331314133;3.7964717302663313;0.962569940758556;0.24616547639564682;3.3136486028093786;4.5068626634534485;2.900897376650666;2.615776177558214;0.5413649382361059;0.18661981723088666;2.565355911614901;3.2364388416864305;3.3;2.5;1.7349351572897471;0.5257379264514386;2.224676048811336;4.375323951188664;69.0;79.5;23.583892808440257;0.34179554794840955;54.38255179588448;83.61744820411552;0.21865304788830878;0.23275633484045083;0.03215831286045727;0.1470746151084261;0.1987211190762322;0.23858497670038536;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.4;2;100.0;100.0;0.0;0.0;100.0;100.0;236.3;231.5;39.60820622042861;0.16761830816939743;211.7505794447201;260.84942055527995;4.726;4.63;0.7921641244085723;0.16761830816939743;4.235011588894402;5.216988411105598;31.6;20.0;26.226703948456816;0.8299589857106587;15.344520480773259;47.85547951922675;0.2;0.0;0.4000000000000001;2.0000000000000004;-0.04792256855720095;0.447922568557201;0.5824266567563147;0.5663441062721248;0.06493529761838264;0.11149094373534374;0.5421793423173754;0.6226739711952539;0.3889146913887983;0.4142079972182823;0.10184792127465037;0.26187727933587607;0.325788695777241;0.4520406870003556;3.6549216190281832;3.630127047055573;0.8862147217982889;0.2424716079229975;3.105640043724591;4.204203194331776;3.0616992891885357;3.046596634852598;0.4706001493771278;0.15370554222581878;2.7700182946960856;3.353380283680986;3.5;3.0;1.118033988749895;0.31943828249996997;2.8070353544371835;4.1929646455628165;66.0;71.5;19.395875850293535;0.29387690682262935;53.978311599446606;78.02168840055339;0.2163772210893775;0.220145707950586;0.025225987391130848;0.11658337815841953;0.2007419921183757;0.23201245006037932;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.45;2;100.0;100.0;0.0;0.0;100.0;100.0;255.2;253.5;40.72296649312277;0.15957275271599833;229.95964386939042;280.44035613060953;5.104000000000001;5.07;0.8144593298624555;0.1595727527159983;4.59919287738781;5.608807122612192;35.9;22.0;28.395246080990386;0.7909539298326013;18.300444141967674;53.49955585803232;0.2;0.0;0.4000000000000001;2.0000000000000004;-0.04792256855720095;0.447922568557201;0.6099167562269248;0.590341896665426;0.06552255069818444;0.10742867781420029;0.5693054585581415;0.650528053895708;0.37851601317054623;0.40874324876356666;0.10354109181480681;0.273544812404422;0.31434057958568656;0.4426914467554059;3.4621101769104805;3.492606815565507;0.8669507605636574;0.250411083490505;2.9247685284815783;3.9994518253393827;2.8302405501968115;2.9029598770913707;0.32830252281059213;0.11599809874385496;2.626756538399284;3.033724561994339;3.3;3.0;1.004987562112089;0.3045416854885118;2.6771022555828283;3.9228977444171713;73.2;81.0;17.92651667223725;0.24489776874641048;62.089029853338644;84.31097014666136;0.21698680653836705;0.22488825099634;0.02214076444054256;0.10203737634448151;0.20326381856356893;0.23070979451316517;1.0;1.0;0.0;0.0;1.0;1.0;ok
