beta;gamma;dim;n_vertices_mean;n_vertices_median;n_vertices_std;n_vertices_cv;n_vertices_ci_low;n_vertices_ci_high;n_edges_mean;n_edges_median;n_edges_std;n_edges_cv;n_edges_ci_low;n_edges_ci_high;degree_mean_mean;degree_mean_median;degree_mean_std;degree_mean_cv;degree_mean_ci_low;degree_mean_ci_high;degree_max_mean;degree_max_median;degree_max_std;degree_max_cv;degree_max_ci_low;degree_max_ci_high;degree_min_mean;degree_min_median;degree_min_std;degree_min_cv;degree_min_ci_low;degree_min_ci_high;avg_local_clustering_mean;avg_local_clustering_median;avg_local_clustering_std;avg_local_clustering_cv;avg_local_clustering_ci_low;avg_local_clustering_ci_high;global_clustering_mean;global_clustering_median;global_clustering_std;global_clustering_cv;global_clustering_ci_low;global_clustering_ci_high;avg_shortest_path_length_mean;avg_shortest_path_length_median;avg_shortest_path_length_std;avg_shortest_path_length_cv;avg_shortest_path_length_ci_low;avg_shortest_path_length_ci_high;powerlaw_alpha_mean;powerlaw_alpha_median;powerlaw_alpha_std;powerlaw_alpha_cv;powerlaw_alpha_ci_low;powerlaw_alpha_ci_high;powerlaw_k_min_mean;powerlaw_k_min_median;powerlaw_k_min_std;powerlaw_k_min_cv;powerlaw_k_min_ci_low;powerlaw_k_min_ci_high;powerlaw_n_tail_mean;powerlaw_n_tail_median;powerlaw_n_tail_std;powerlaw_n_tail_cv;powerlaw_n_tail_ci_low;powerlaw_n_tail_ci_high;powerlaw_ks_mean;powerlaw_ks_median;powerlaw_ks_std;powerlaw_ks_cv;powerlaw_ks_ci_low;powerlaw_ks_ci_high;powerlaw_valid_mean;powerlaw_valid_median;powerlaw_valid_std;powerlaw_valid_cv;powerlaw_valid_ci_low;powerlaw_valid_ci_high;powerlaw_reason_mode
0.01;0.5;2;100.0;100.0;0.0;0.0;100.0;100.0;272.9;275.0;42.465162192083994;0.1556070435767094;246.57981978785097;299.220180212149;5.458;5.5;0.84930324384168;0.1556070435767094;4.93159639575702;5.9844036042429805;39.5;26.5;28.921445330411828;0.7321884893775147;21.57430246824409;57.425697531755915;0.4;0.0;0.66332495807108;1.6583123951777001;-0.011133068482699404;0.8111330684826994;0.6306643713520514;0.5946459069385899;0.06762599218765915;0.10722976476803182;0.5887493471410673;0.6725793955630356;0.3725237681926598;0.40357865676864246;0.10367602015112908;0.27830712830519444;0.30826470515851967;0.43678283122679995;3.2682484730684087;3.331042886228796;0.7834601033781166;0.23971864741439372;2.7826548700894267;3.7538420760473907;2.95412443186252;2.8244795066460906;0.3624416714679539;0.12269004905776472;2.7294807565062693;3.178768107218771;4.1;3.0;1.8681541692269406;0.4556473583480343;2.9421060497610325;5.257893950238967;65.9;73.0;21.787381669213946;0.33061277191523436;52.396040936081015;79.403959063919;0.20780170641994294;0.20766192337402795;0.03131775285396585;0.15070979634150036;0.1883907620974559;0.22721265074243;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.55;2;100.0;100.0;0.0;0.0;100.0;100.0;292.7;298.5;42.841685307653336;0.14636722004664618;266.1464483430182;319.25355165698176;5.854000000000001;5.970000000000001;0.8568337061530666;0.14636722004664615;5.322928966860365;6.385071033139637;44.2;33.5;28.438706018382764;0.6434096384249494;26.573507393698545;61.82649260630146;0.5;0.0;0.6708203932499369;1.3416407864998738;0.08422121266231009;0.9157787873376899;0.6555639306722008;0.6199246851778317;0.07100653714158121;0.10831367288430997;0.611553622990968;0.6995742383534335;0.36366220583175907;0.38755258473534615;0.0961379447704697;0.26436056106128875;0.3040752903234961;0.423249121340022;3.090427759934516;3.1735837678643675;0.694618379909717;0.2247644772400166;2.659898827648869;3.5209566922201625;3.0337859251359105;2.842910158616911;0.49270952903480236;0.16240748068363772;2.728401395158618;3.339170455113203;4.3;3.5;1.9519221295943134;0.45393537897542174;3.09018613001834;5.5098138699816595;67.5;77.5;22.14158982548453;0.3280235529701412;53.77650044631472;81.22349955368527;0.19491998606330646;0.19550561797752808;0.03579851076862154;0.18365746628462634;0.1727318392126083;0.21710813291400463;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.6;2;100.0;100.0;0.0;0.0;100.0;100.0;315.2;322.0;45.210175845709784;0.14343329900288637;287.17844269852225;343.22155730147773;6.303999999999999;6.44;0.9042035169141955;0.14343329900288637;5.743568853970444;6.864431146029554;48.9;39.0;26.979436613836103;0.5517267201193478;32.1779719411789;65.62202805882109;0.5;0.0;0.6708203932499369;1.3416407864998738;0.08422121266231009;0.9157787873376899;0.6639800790257763;0.6319327527637397;0.06760840633577014;0.1018229438976068;0.6220759546387186;0.705884203412834;0.35361427291306896;0.38070113058104627;0.08709348720955133;0.24629516928736084;0.29963317027907976;0.40759537554705816;2.8747132736020427;2.902616529273377;0.5533622853536729;0.19249303589164732;2.531735775783129;3.217690771420956;2.86968651630058;2.731074663319271;0.3765998511587539;0.13123379470878332;2.6362675102567352;3.1031055223444244;4.3;3.5;2.0518284528683193;0.4771694076437952;3.028263549315346;5.571736450684654;70.4;76.0;20.857612519173905;0.296272905101902;57.47231782568895;83.32768217431106;0.18614873726192444;0.19479463812814207;0.03576018843127537;0.19210545801854276;0.1639843428419962;0.20831313168185267;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.65;2;100.0;100.0;0.0;0.0;100.0;100.0;338.7;341.0;45.22178678469041;0.13351575667165755;310.67124616398365;366.7287538360163;6.774000000000001;6.82;0.9044357356938081;0.13351575667165752;6.213424923279675;7.334575076720327;55.2;47.5;25.97999230176945;0.4706520344523451;39.09743394362253;71.30256605637747;0.5;0.0;0.6708203932499369;1.3416407864998738;0.08422121266231009;0.9157787873376899;0.677681250697243;0.6510626970554987;0.05851941291933857;0.08635241547428078;0.6414105427936884;0.7139519586007977;0.3386448908752294;0.35527113994830406;0.08402871018786479;0.24813222479362426;0.28656335671941924;0.3907264250310396;2.665947591658112;2.7090022675736964;0.4865201949410398;0.18249428325725034;2.3643992506962803;2.9674959326199435;2.9940489919960314;2.9030625975939297;0.3552534787548535;0.11865319495591087;2.7738606046415706;3.214237379350492;5.0;4.0;2.32379000772445;0.46475800154489005;3.559700031243491;6.440299968756509;66.7;75.5;24.20764342103543;0.3629331847231699;51.695947160850174;81.70405283914982;0.18544348951847023;0.1860794998866366;0.025638120368938075;0.13825300869559246;0.16955281788135568;0.20133416115558478;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.7;2;100.0;100.0;0.0;0.0;100.0;100.0;365.8;364.0;46.63217773169081;0.12747998286410828;336.8970767983583;394.70292320164174;7.316;7.279999999999999;0.932643554633816;0.12747998286410825;6.737941535967165;7.894058464032835;60.5;56.0;25.22399651125888;0.4169255621695682;44.86600498912706;76.13399501087294;0.9;1.0;0.7000000000000001;0.7777777777777778;0.46613550502489837;1.3338644949751017;0.6989494722987837;0.6923565531564495;0.05467075608495484;0.07821846678723071;0.6650641866149181;0.7328347579826493;0.3291509141765767;0.3428088696004369;0.07853029670561609;0.23858447090165952;0.2804773320045381;0.3778244963486153;2.501850752422181;2.5415481344052773;0.4112821243401062;0.16439115080782538;2.2469354507520283;2.756766054092334;2.9394845214856073;2.9742508571436774;0.34214325276822044;0.11639566402455563;2.727421936383575;3.1515471065876395;5.5;4.0;2.539685019840059;0.4617609126981925;3.925886916387517;7.074113083612483;62.3;73.5;25.40885672359148;0.4078468173931217;46.551427442463236;78.04857255753676;0.16973954412434678;0.17212577557038;0.035341120037547365;0.2082079353981143;0.147834890985854;0.19164419726283954;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.75;2;100.0;100.0;0.0;0.0;100.0;100.0;395.1;388.0;54.11552457474657;0.13696665293532415;361.55885037152126;428.6411496284788;7.901999999999999;7.76;1.0823104914949313;0.13696665293532415;7.231177007430425;8.572822992569574;67.1;64.0;23.13201245028197;0.344739380779165;52.76263014357235;81.43736985642764;1.3;1.0;1.004987562112089;0.7730673554708376;0.6771022555828285;1.9228977444171715;0.7136616599515223;0.7147468473957895;0.04933617245974648;0.06913103957847168;0.6830827834540188;0.7442405364490258;0.3160855110417834;0.3230061590935016;0.07085079234222999;0.2241507119662445;0.2721717349872871;0.3599992870962797;2.340959389816533;2.3206555349412494;0.3584398357417598;0.15311663982767837;2.1187960779407375;2.5631227016923286;3.0194165531339303;2.973254268051339;0.24543431936508076;0.08128534604155169;2.8672947859612323;3.1715383203066283;6.2;5.0;2.4413111231467406;0.3937598585720549;4.686859689255488;7.713140310744512;59.0;74.5;27.389779115575212;0.46423354433178327;42.02363902363054;75.97636097636946;0.16328614420141335;0.17254364300555067;0.03688889687966441;0.2259156590418473;0.14042216903729307;0.18615011936553363;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.8;2;100.0;100.0;0.0;0.0;100.0;100.0;426.7;426.5;59.690954088538405;0.1398897447587026;389.703163356849;463.69683664315096;8.533999999999999;8.530000000000001;1.1938190817707681;0.13988974475870264;7.794063267136979;9.27393673286302;74.3;77.5;22.516882555096295;0.3030536010107173;60.34389160259924;88.25610839740075;1.6;1.0;0.9165151389911681;0.57282196186948;1.031938031549374;2.168061968450626;0.7260666898746205;0.7362703002031499;0.04907558478982352;0.06759101536292492;0.6956493272882711;0.75648405246097;0.3087348473407646;0.30404017569103625;0.06616703801305784;0.21431671410913422;0.2677240922957165;0.34974560238581276;2.2136969696969695;2.11;0.32415899741727167;0.14643332030293443;2.012781141545427;2.414612797848512;2.996393738684621;2.9330060846734347;0.2225302244677413;0.07426601570908009;2.858468076605489;3.134319400763753;5.6;5.0;2.2;0.3928571428571429;4.236425872935395;6.9635741270646045;72.3;75.0;18.039124147252824;0.24950379180156051;61.119235017227126;83.48076498277287;0.16040710206407008;0.1642156862745098;0.020934519707384747;0.13050868345606695;0.14743175232065467;0.1733824518074855;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.85;2;100.0;100.0;0.0;0.0;100.0;100.0;459.4;461.0;64.97260961359025;0.1414292764771229;419.129559346836;499.67044065316395;9.188;9.22;1.299452192271805;0.14142927647712286;8.382591186936722;9.99340881306328;79.5;86.5;20.939197692366342;0.2633861344951741;66.52175081145381;92.47824918854619;1.9;1.0;1.2206555615733703;0.6424502955649317;1.1434298446277438;2.656570155372256;0.726925713733207;0.7420295832513536;0.04813054857555625;0.0662110964934457;0.6970940906609094;0.7567573368055046;0.3048483546811373;0.29894590564869117;0.05838204056892356;0.19151174566774196;0.2686627910424917;0.3410339183197829;2.1176161616161613;2.00040404040404;0.2688402812579514;0.1269542073445326;1.9509872289633823;2.2842450942689405;3.033977078086671;3.024467846974539;0.2893400057666214;0.09536657605504686;2.854642284546631;3.2133118716267113;6.2;5.0;2.3151673805580453;0.3734140936383944;4.765044390930507;7.634955609069493;68.8;71.0;19.53356086329372;0.2839180358036878;56.692973544259516;80.90702645574048;0.15626559296571313;0.15421568627450982;0.021907446693178127;0.1401936682119456;0.14268721682895644;0.16984396910246982;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.9;2;100.0;100.0;0.0;0.0;100.0;100.0;497.8;501.0;74.72456088863956;0.15010960403503326;451.4852373254488;544.1147626745512;9.956;10.02;1.4944912177727911;0.15010960403503326;9.029704746508976;10.882295253491023;84.0;91.5;18.411952639521967;0.2191899123752615;72.58815352364044;95.41184647635956;2.4;3.0;1.2;0.5;1.6562322943283971;3.1437677056716025;0.7286929267594677;0.7333873025021562;0.044433676400432436;0.06097723028276275;0.701152648800381;0.7562332047185545;0.30092354903479096;0.3014343375499735;0.050488285263701076;0.16777778085378064;0.26963058562322734;0.3322165124463546;2.033111111111111;1.924040404040404;0.2144323818909547;0.10547007525514224;1.9002045438605006;2.166017678361721;3.125026305686985;3.213829605514942;0.33203985039750045;0.10625185771820471;2.9192258742522426;3.3308267371217277;7.0;6.0;2.4083189157584592;0.3440455593940656;5.507308471250674;8.492691528749326;65.8;75.0;23.63810483097154;0.35924171475640637;51.148950836202886;80.45104916379711;0.15012754137716128;0.14733873651469448;0.026025912958466017;0.1733586836880372;0.13399651340288868;0.16625856935143388;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;0.95;2;100.0;100.0;0.0;0.0;100.0;100.0;537.8;532.5;87.42859943977142;0.16256712428369546;483.611192653833;591.9888073461669;10.755999999999998;10.65;1.7485719887954283;0.16256712428369546;9.672223853076659;11.839776146923338;88.7;95.5;14.812494725737457;0.16699543095532646;79.51912065213796;97.88087934786205;2.8;3.0;1.4000000000000001;0.5000000000000001;1.9322710100497966;3.667728989950203;0.7275921077566737;0.7279367262350991;0.04132998564342777;0.05680378498174917;0.7019755172587966;0.7532086982545508;0.297554866964349;0.2954585216452411;0.041836004111653384;0.1405992936309991;0.2716246429705222;0.32348509095817585;1.9723838383838384;1.9112121212121211;0.16639434256313115;0.08436204927509133;1.8692515563797427;2.075516120387934;3.0061356182149837;3.0018736715814693;0.22423331704025376;0.07459188324091695;2.8671543684231815;3.145116868006786;6.9;6.5;2.3853720883753127;0.34570609976453803;5.4215310622133455;8.378468937786655;72.6;80.5;21.735684944349003;0.29938959978442153;59.12808289811728;86.0719171018827;0.13907313052858944;0.13129175760793554;0.029824061144599335;0.21444876541747485;0.12058798591914924;0.15755827513802964;1.0;1.0;0.0;0.0;1.0;1.0;ok
0.01;1.0;2;100.0;100.0;0.0;0.0;100.0;100.0;580.5;568.0;102.41508677924361;0.17642564475321895;517.0224715667032;643.9775284332968;11.61;11.36;2.048301735584872;0.17642564475321895;10.340449431334065;12.879550568665934;91.9;98.0;11.7;0.12731229597388463;84.64826486970188;99.15173513029814;3.1;3.0;1.3;0.41935483870967744;2.294251652189097;3.905748347810903;0.7302283658356388;0.723794535734324;0.03968207907524149;0.05434201262481936;0.7056331584105792;0.7548235732606984;0.2983657036306132;0.29750993298303974;0.037675961876063264;0.12627443911149847;0.2750139005276713;0.32171750673355515;1.9334343434343435;1.895050505050505;0.12485489996921141;0.06457674675801646;1.8560484746910453;2.0108202121776415;3.0440310020603594;3.013644524883515;0.2684021339227241;0.0881732589914674;2.8776736359394706;3.210388368181248;7.1;7.0;2.1656407827707715;0.30501982855926363;5.757721936408108;8.442278063591893;75.6;78.0;15.094369811290566;0.19966097633982233;66.24441266408142;84.95558733591857;0.14110604587470837;0.14382348968392802;0.023865569435245253;0.169132153674238;0.1263140126885428;0.15589807906087394;1.0;1.0;0.0;0.0;1.0;1.0;ok
