beta;gamma;dim;n_vertices_mean;n_vertices_median;n_vertices_std;n_vertices_cv;n_vertices_ci_low;n_vertices_ci_high;n_edges_mean;n_edges_median;n_edges_std;n_edges_cv;n_edges_ci_low;n_edges_ci_high;indegree_mean_mean;indegree_mean_median;indegree_mean_std;indegree_mean_cv;indegree_mean_ci_low;indegree_mean_ci_high;indegree_max_mean;indegree_max_median;indegree_max_std;indegree_max_cv;indegree_max_ci_low;indegree_max_ci_high;outdegree_mean_mean;outdegree_mean_median;outdegree_mean_std;outdegree_mean_cv;outdegree_mean_ci_low;outdegree_mean_ci_high;outdegree_max_mean;outdegree_max_median;outdegree_max_std;outdegree_max_cv;outdegree_max_ci_low;outdegree_max_ci_high;total_degree_mean_mean;total_degree_mean_median;total_degree_mean_std;total_degree_mean_cv;total_degree_mean_ci_low;total_degree_mean_ci_high;total_degree_max_mean;total_degree_max_median;total_degree_max_std;total_degree_max_cv;total_degree_max_ci_low;total_degree_max_ci_high;avg_local_clustering_mean;avg_local_clustering_median;avg_local_clustering_std;avg_local_clustering_cv;avg_local_clustering_ci_low;avg_local_clustering_ci_high;global_clustering_mean;global_clustering_median;global_clustering_std;global_clustering_cv;global_clustering_ci_low;global_clustering_ci_high;avg_shortest_path_length_mean;avg_shortest_path_length_median;avg_shortest_path_length_std;avg_shortest_path_length_cv;avg_shortest_path_length_ci_low;avg_shortest_path_length_ci_high;expected_theoretical_outdegree_mean;outdegree_mean_vs_theory_ratio
0.1;0.1;2;100.0;100.0;0.0;0.0;100.0;100.0;10.333333333333334;12.0;3.858612300930075;0.37341409363839434;5.966902466078189;14.69976420058848;0.10333333333333333;0.12;0.038586123009300755;0.3734140936383944;0.059669024660781875;0.14699764200588478;1.6666666666666667;2.0;0.4714045207910317;0.282842712474619;1.1332222337938858;2.2001110995394475;0.10333333333333333;0.12;0.038586123009300755;0.3734140936383944;0.059669024660781875;0.14699764200588478;1.3333333333333333;1.0;0.4714045207910317;0.3535533905932738;0.7998889004605523;1.8667777662061142;0.20666666666666667;0.24;0.07717224601860151;0.3734140936383944;0.11933804932156375;0.29399528401176955;1.6666666666666667;2.0;0.4714045207910317;0.282842712474619;1.1332222337938858;2.2001110995394475;0.01;0.0;0.01414213562373095;1.4142135623730951;-0.006003332986183432;0.02600333298618343;0.3333333333333333;0.0;0.4714045207910317;1.4142135623730951;-0.20011109953944767;0.8667777662061142;1.0256410256410255;1.0;0.03626188621469472;0.035355339059327355;0.9846068384969655;1.0666752127850856;0.11111111111111112;0.9299999999999999
0.1;0.3;2;100.0;100.0;0.0;0.0;100.0;100.0;12.333333333333334;15.0;4.496912521077347;0.3646145287360011;7.244597770383573;17.422068896283093;0.12333333333333334;0.15;0.044969125210773474;0.36461452873600114;0.0724459777038357;0.17422068896283097;1.6666666666666667;2.0;0.4714045207910317;0.282842712474619;1.1332222337938858;2.2001110995394475;0.12333333333333334;0.15;0.044969125210773474;0.36461452873600114;0.0724459777038357;0.17422068896283097;1.3333333333333333;1.0;0.4714045207910317;0.3535533905932738;0.7998889004605523;1.8667777662061142;0.24666666666666667;0.3;0.08993825042154695;0.36461452873600114;0.1448919554076714;0.34844137792566193;1.6666666666666667;2.0;0.4714045207910317;0.282842712474619;1.1332222337938858;2.2001110995394475;0.01;0.0;0.01414213562373095;1.4142135623730951;-0.006003332986183432;0.02600333298618343;0.25;0.0;0.3535533905932738;1.4142135623730951;-0.1500833246545858;0.6500833246545858;1.040441176470588;1.0588235294117647;0.028635591778303736;0.027522547574906776;1.0080369538922367;1.0728453990489395;0.14285714285714288;0.8633333333333333
0.1;0.5;2;100.0;100.0;0.0;0.0;100.0;100.0;17.0;18.0;4.546060565661952;0.2674153273918795;11.85564818897895;22.14435181102105;0.17;0.18;0.04546060565661952;0.2674153273918795;0.11855648188978951;0.2214435181102105;3.6666666666666665;3.0;1.699673171197595;0.463547228508435;1.7433054113330464;5.590027922000287;0.17;0.18;0.04546060565661952;0.2674153273918795;0.11855648188978951;0.2214435181102105;1.6666666666666667;2.0;0.4714045207910317;0.282842712474619;1.1332222337938858;2.2001110995394475;0.34;0.36;0.09092121131323903;0.2674153273918795;0.23711296377957902;0.442887036220421;3.6666666666666665;3.0;1.699673171197595;0.463547228508435;1.7433054113330464;5.590027922000287;0.017777777777777778;0.02333333333333333;0.01286204100310025;0.7234898064243891;0.003223008220260627;0.03233254733529493;0.21428571428571427;0.14285714285714285;0.21028002062685347;0.9813067629253163;-0.02366852968194902;0.4522399582533776;1.3502645502645503;1.2857142857142858;0.20095235309031853;0.14882443077613716;1.1228655557686213;1.5776635447604792;0.2;0.85
0.1;0.7;2;100.0;100.0;0.0;0.0;100.0;100.0;34.333333333333336;25.0;15.369522511198006;0.4476559954717866;16.94108133338722;51.725585333279454;0.3433333333333333;0.25;0.15369522511198005;0.4476559954717866;0.16941081333387217;0.5172558533327944;14.666666666666666;3.0;16.49915822768611;1.1249426064331438;-4.0038884838806705;33.337221817214;0.3433333333333333;0.25;0.15369522511198005;0.4476559954717866;0.16941081333387217;0.5172558533327944;2.3333333333333335;2.0;0.4714045207910317;0.20203050891044214;1.7998889004605525;2.8667777662061145;0.6866666666666666;0.5;0.3073904502239601;0.4476559954717866;0.33882162666774435;1.034511706665589;14.666666666666666;3.0;16.49915822768611;1.1249426064331438;-4.0038884838806705;33.337221817214;0.06224593014066698;0.05333333333333333;0.03596699281480461;0.5778207946049533;0.02154544629287218;0.10294641398846179;0.19212228459848668;0.17647058823529413;0.1433571017109922;0.7461763324884041;0.029898452522838292;0.35434611667413507;1.9712130239238672;2.112814895947426;0.372064848780218;0.18874918350508424;1.5501820123493248;2.3922440354984094;0.3333333333333333;1.03
0.1;0.9;2;100.0;100.0;0.0;0.0;100.0;100.0;66.0;40.0;38.91015291668744;0.5895477714649612;21.969016969108374;110.03098303089163;0.66;0.4;0.38910152916687435;0.5895477714649611;0.21969016969108374;1.1003098303089163;37.0;6.0;43.840620433565945;1.1848816333396202;-12.61033225716863;86.61033225716864;0.66;0.4;0.38910152916687435;0.5895477714649611;0.21969016969108374;1.1003098303089163;2.6666666666666665;3.0;0.4714045207910317;0.1767766952966369;2.1332222337938855;3.2001110995394475;1.32;0.8;0.7782030583337487;0.5895477714649611;0.4393803393821675;2.2006196606178325;37.0;6.0;43.840620433565945;1.1848816333396202;-12.61033225716863;86.61033225716864;0.17501511715797433;0.10233333333333335;0.119420735730709;0.682345260626349;0.03987783307291626;0.3101524012430324;0.21378376994180628;0.2830188679245283;0.14341510331469934;0.6708418667784656;0.05149430287279094;0.3760732370108216;1.953737752762143;1.9755555555555555;0.2425720286195957;0.12415792665963166;1.6792416617602044;2.228233843764081;1.0000000000000002;0.6599999999999999
0.1;1.0;2;100.0;100.0;0.0;0.0;100.0;100.0;71.33333333333333;47.0;38.73270223238009;0.5429818069959826;27.503154655133045;115.16351201153361;0.7133333333333334;0.47;0.387327022323801;0.5429818069959826;0.2750315465513305;1.1516351201153363;37.666666666666664;7.0;43.36921591277491;1.1513951127285376;-11.410221157629188;86.74355449096251;0.7133333333333334;0.47;0.387327022323801;0.5429818069959826;0.2750315465513305;1.1516351201153363;3.0;3.0;0.816496580927726;0.2721655269759087;2.076047139249578;3.923952860750422;1.4266666666666667;0.94;0.774654044647602;0.5429818069959826;0.550063093102661;2.3032702402306726;37.666666666666664;7.0;43.36921591277491;1.1513951127285376;-11.410221157629188;86.74355449096251;0.1889550608122037;0.1063809523809524;0.12773857652123138;0.6760262253477646;0.0444052537929559;0.3335048678314515;0.19414250714170378;0.27692307692307694;0.1244315797048935;0.6409290862514279;0.05333491930661491;0.3349500949767926;2.025549185549185;1.990990990990991;0.06087279768305782;0.030052490513358447;1.9566651303370526;2.0944332407613175;nan;nan
0.4;0.1;2;100.0;100.0;0.0;0.0;100.0;100.0;44.666666666666664;48.0;5.436502143433364;0.1217127345544783;38.51468535378265;50.818647979550676;0.4466666666666666;0.48;0.05436502143433363;0.1217127345544783;0.3851468535378265;0.5081864797955067;4.0;4.0;0.816496580927726;0.2041241452319315;3.076047139249578;4.923952860750422;0.4466666666666666;0.48;0.05436502143433363;0.1217127345544783;0.3851468535378265;0.5081864797955067;2.6666666666666665;3.0;0.4714045207910317;0.1767766952966369;2.1332222337938855;3.2001110995394475;0.8933333333333332;0.96;0.10873004286866726;0.1217127345544783;0.770293707075653;1.0163729595910134;4.333333333333333;4.0;0.4714045207910317;0.10878565864408424;3.799888900460552;4.8667777662061145;0.07288888888888888;0.08866666666666667;0.03194941990238266;0.43833045597781095;0.03673471677394657;0.10904306100383118;0.3756040347173353;0.30612244897959184;0.17863503680175147;0.47559403065567474;0.17345946101232304;0.5777486084223475;1.746750375108584;1.7714285714285714;0.4548242242371213;0.26038306945195183;1.2320683140459452;2.261432436171223;0.4444444444444445;1.0049999999999997
0.4;0.3;2;100.0;100.0;0.0;0.0;100.0;100.0;58.0;60.0;9.899494936611665;0.17068094718295976;46.7976669096716;69.20233309032841;0.58;0.6;0.09899494936611662;0.1706809471829597;0.467976669096716;0.6920233309032839;6.0;6.0;0.816496580927726;0.13608276348795434;5.076047139249578;6.923952860750422;0.58;0.6;0.09899494936611662;0.1706809471829597;0.467976669096716;0.6920233309032839;3.0;3.0;0.0;0.0;3.0;3.0;1.16;1.2;0.19798989873223324;0.1706809471829597;0.935953338193432;1.3840466618065679;6.0;6.0;0.816496580927726;0.13608276348795434;5.076047139249578;6.923952860750422;0.15093650793650795;0.15266666666666667;0.01740332690470353;0.115302302555087;0.1312427896089857;0.1706302262640302;0.4309637594583831;0.43548387096774194;0.017679664249874254;0.04102355212441367;0.41095733598724277;0.45097018292952346;1.927838932406446;1.6813186813186813;0.3513931285278341;0.18227307407325974;1.5302001744064635;2.3254776904064283;0.5714285714285715;1.0149999999999997
0.4;0.5;2;100.0;100.0;0.0;0.0;100.0;100.0;82.66666666666667;85.0;4.0276819911981905;0.04872195957094585;78.10891543428285;87.2244178990505;0.8266666666666667;0.85;0.04027681991198189;0.048721959570945834;0.7810891543428284;0.8722441789905049;17.333333333333332;8.0;13.912424503139471;0.8026398751811233;1.5899429506762104;33.076723715990454;0.8266666666666667;0.85;0.04027681991198189;0.048721959570945834;0.7810891543428284;0.8722441789905049;3.6666666666666665;4.0;0.4714045207910317;0.128564869306645;3.1332222337938855;4.2001110995394475;1.6533333333333333;1.7;0.08055363982396378;0.048721959570945834;1.5621783086856569;1.7444883579810098;17.333333333333332;8.0;13.912424503139471;0.8026398751811233;1.5899429506762104;33.076723715990454;0.22894394394394393;0.2312380952380952;0.011843290717134657;0.05173008952809183;0.2155419988600317;0.24234588902785617;0.33181901797085045;0.435;0.16847582783221846;0.5077340921038428;0.14117067145113277;0.5224673644905682;3.028683267537606;2.588759424263194;0.9294716630632087;0.3068896880124715;1.9768870663852074;4.0804794686900046;0.8;1.0333333333333332
0.4;0.7;2;100.0;100.0;0.0;0.0;100.0;100.0;121.0;115.0;24.859605789312106;0.20545128751497607;92.86870781496165;149.13129218503835;1.21;1.15;0.24859605789312111;0.20545128751497613;0.9286870781496164;1.4913129218503836;38.666666666666664;13.0;39.88594851434386;1.0315331512330308;-6.468533032147704;83.80186636548103;1.21;1.15;0.24859605789312111;0.20545128751497613;0.9286870781496164;1.4913129218503836;4.0;4.0;0.0;0.0;4.0;4.0;2.42;2.3;0.49719211578624223;0.20545128751497613;1.8573741562992327;2.982625843700767;38.666666666666664;13.0;39.88594851434386;1.0315331512330308;-6.468533032147704;83.80186636548103;0.3881521712081622;0.30976190476190474;0.11646059957672802;0.3000385112215986;0.25636459651756827;0.5199397458987561;0.27650752343578794;0.35844155844155845;0.16501718450620093;0.5967909388350588;0.08977300028047222;0.4632420465911037;2.9982348795823808;2.065693430656934;1.3614686901727682;0.4540900712763387;1.4575880226439706;4.538881736520791;1.3333333333333333;0.9075
