beta;gamma;dim;n_vertices_mean;n_vertices_median;n_vertices_std;n_vertices_cv;n_vertices_ci_low;n_vertices_ci_high;n_edges_mean;n_edges_median;n_edges_std;n_edges_cv;n_edges_ci_low;n_edges_ci_high;indegree_mean_mean;indegree_mean_median;indegree_mean_std;indegree_mean_cv;indegree_mean_ci_low;indegree_mean_ci_high;indegree_max_mean;indegree_max_median;indegree_max_std;indegree_max_cv;indegree_max_ci_low;indegree_max_ci_high;outdegree_mean_mean;outdegree_mean_median;outdegree_mean_std;outdegree_mean_cv;outdegree_mean_ci_low;outdegree_mean_ci_high;outdegree_max_mean;outdegree_max_median;outdegree_max_std;outdegree_max_cv;outdegree_max_ci_low;outdegree_max_ci_high;total_degree_mean_mean;total_degree_mean_median;total_degree_mean_std;total_degree_mean_cv;total_degree_mean_ci_low;total_degree_mean_ci_high;total_degree_max_mean;total_degree_max_median;total_degree_max_std;total_degree_max_cv;total_degree_max_ci_low;total_degree_max_ci_high;avg_local_clustering_mean;avg_local_clustering_median;avg_local_clustering_std;avg_local_clustering_cv;avg_local_clustering_ci_low;avg_local_clustering_ci_high;vertices_degree_ge_2_mean;vertices_degree_ge_2_median;vertices_degree_ge_2_std;vertices_degree_ge_2_cv;vertices_degree_ge_2_ci_low;vertices_degree_ge_2_ci_high;global_clustering_mean;global_clustering_median;global_clustering_std;global_clustering_cv;global_clustering_ci_low;global_clustering_ci_high;avg_shortest_path_length_mean;avg_shortest_path_length_median;avg_shortest_path_length_std;avg_shortest_path_length_cv;avg_shortest_path_length_ci_low;avg_shortest_path_length_ci_high;expected_theoretical_outdegree_mean;indegree_powerlaw_alpha_theory;indegree_ccdf_slope_theory;outdegree_mean_vs_theory_ratio
0.25;0.05;2;1000.0;1000.0;0.0;0.0;1000.0;1000.0;265.3;267.5;18.78323720768068;0.07079998947486121;253.65802896413155;276.94197103586845;0.2653;0.2675;0.018783237207680683;0.07079998947486123;0.25365802896413153;0.27694197103586843;3.9;4.0;0.5385164807134505;0.13808114890088474;3.5662240272278423;4.233775972772158;0.2653;0.2675;0.018783237207680683;0.07079998947486123;0.25365802896413153;0.27694197103586843;3.2;3.0;0.6;0.18749999999999997;2.8281161471641987;3.5718838528358017;0.5306;0.535;0.037566474415361366;0.07079998947486123;0.5073160579282631;0.5538839420717369;4.4;4.0;0.4898979485566356;0.11134044285378081;4.096358105657339;4.7036418943426614;0.4935196735840849;0.5060722487193074;0.06693581644628234;0.13562947948999637;0.4520324247294958;0.535006922438674;109.0;109.0;16.673332000533065;0.15296634862874373;98.66576176005218;119.33423823994782;0.4740761550555904;0.476266416510319;0.07453923850169214;0.15723051604008986;0.4278762563864971;0.5202760537246838;1.5267374774813898;1.5440177863568991;0.14954846124198565;0.09795296404768356;1.4340463808941646;1.619428574068615;0.2631578947368421;21.0;-20.0;1.00814
0.25;0.15;2;1000.0;1000.0;0.0;0.0;1000.0;1000.0;294.1;292.5;18.68395033176871;0.06352924288258656;282.5195676073819;305.6804323926182;0.2941;0.2925;0.018683950331768704;0.06352924288258656;0.28251956760738184;0.3056804323926181;4.6;5.0;0.7999999999999999;0.17391304347826086;4.104154862885598;5.095845137114401;0.2941;0.2925;0.018683950331768704;0.06352924288258656;0.28251956760738184;0.3056804323926181;3.2;3.0;0.6;0.18749999999999997;2.8281161471641987;3.5718838528358017;0.5882;0.585;0.03736790066353741;0.06352924288258656;0.5650391352147637;0.6113608647852362;5.0;5.0;0.4472135954999579;0.08944271909999159;4.722814141774873;5.277185858225127;0.5075891922276261;0.5120860013909874;0.06430193737795506;0.12668106091021564;0.46773443853275887;0.5474439459224933;126.3;125.0;16.468454693747073;0.13039156527115656;116.09274603039583;136.50725396960416;0.47091703904986837;0.4745470232959448;0.06012372252477877;0.12767370372939912;0.4336519697509594;0.5081821083487773;1.661422875632827;1.5473589705222206;0.2600881064738543;0.1565453986991651;1.5002185971123854;1.8226271541532688;0.29411764705882354;7.666666666666667;-6.666666666666667;0.9999399999999998
0.25;0.25;2;1000.0;1000.0;0.0;0.0;1000.0;1000.0;328.9;329.5;23.170886905770352;0.0704496409418375;314.5385355064325;343.2614644935675;0.3289;0.3295;0.023170886905770346;0.07044964094183748;0.3145385355064325;0.34326146449356754;6.2;6.0;1.5362291495737217;0.24777889509253576;5.247835308363096;7.152164691636904;0.3289;0.3295;0.023170886905770346;0.07044964094183748;0.3145385355064325;0.34326146449356754;3.2;3.0;0.6;0.18749999999999997;2.8281161471641987;3.5718838528358017;0.6578;0.659;0.04634177381154069;0.07044964094183748;0.629077071012865;0.6865229289871351;6.4;6.0;1.3564659966250536;0.21194781197266463;5.559253664890534;7.240746335109467;0.5214199381668885;0.5282901368657182;0.053888993839584745;0.10335046647628719;0.4880191937427059;0.5548206825910711;147.2;152.0;19.130081024397153;0.12995978956791546;135.3430529393102;159.05694706068977;0.44270159296531936;0.4284090909090909;0.0535894849010749;0.12105103246211502;0.4094864861044898;0.4759166998261489;1.8191317697238865;1.7068351571999305;0.32597180908200507;0.17919087253997115;1.617092349261766;2.021171190186007;0.3333333333333333;5.0;-4.0;0.9867000000000001
0.25;0.35;2;1000.0;1000.0;0.0;0.0;1000.0;1000.0;371.1;376.0;25.59472601924076;0.06896988956949814;355.23622445948007;386.96377554052;0.37110000000000004;0.376;0.02559472601924077;0.06896988956949816;0.35523622445948005;0.38696377554052;9.1;8.5;2.879236009777594;0.3163995615140213;7.315431032433882;10.884568967566118;0.37110000000000004;0.376;0.02559472601924077;0.06896988956949816;0.35523622445948005;0.38696377554052;3.5;3.0;0.6708203932499369;0.191662969499982;3.0842212126623103;3.9157787873376897;0.7422000000000001;0.752;0.05118945203848154;0.06896988956949816;0.7104724489189601;0.77392755108104;9.3;8.5;2.6851443164195103;0.2887251953139258;7.635730310316265;10.964269689683737;0.5328773786572427;0.5413107947568103;0.046892655378664834;0.08799896046783987;0.5038130097373772;0.5619417475771082;172.8;177.0;18.70721785835617;0.10825936260622783;161.20514624499302;184.394853755007;0.4087296337666543;0.402977327079587;0.05462638487529832;0.13364919096246589;0.3748718496434588;0.44258741788984973;2.084967084501746;1.9881596962907642;0.38400768892899384;0.18417925720911893;1.846956653039269;2.3229775159642228;0.3846153846153846;3.857142857142857;-2.857142857142857;0.9648600000000002
0.25;0.45;2;1000.0;1000.0;0.0;0.0;1000.0;1000.0;436.4;435.5;34.32841388704116;0.07866272659725289;415.12302863657516;457.6769713634248;0.4364;0.4355;0.03432841388704115;0.07866272659725286;0.4151230286365752;0.45767697136342483;13.7;12.5;4.605431575867782;0.33616288874947314;10.845523935991054;16.554476064008945;0.4364;0.4355;0.03432841388704115;0.07866272659725286;0.4151230286365752;0.45767697136342483;3.6;3.5;0.66332495807108;0.18425693279752223;3.1888669315173006;4.0111330684827;0.8728;0.871;0.0686568277740823;0.07866272659725286;0.8302460572731504;0.9153539427268497;14.0;12.5;4.560701700396552;0.3257644071711823;11.173247800036233;16.826752199963767;0.5528629265636864;0.5480383000279831;0.037630333927309155;0.06806449143045291;0.5295394039563772;0.5761864491709956;205.9;211.5;20.641947582532033;0.10025229520413809;193.10598833828888;218.69401166171113;0.3493427393326396;0.3502471995987485;0.05675910122438778;0.1624739684952848;0.3141630839212686;0.38452239474401056;2.4287753264779437;2.395862971308709;0.5220920218048363;0.2149610201129394;2.1051793388052507;2.7523713141506367;0.45454545454545453;3.2222222222222223;-2.2222222222222223;0.96008
0.25;0.55;2;1000.0;1000.0;0.0;0.0;1000.0;1000.0;512.4;518.0;46.58583475693013;0.0909169296583336;483.52580047170136;541.2741995282986;0.5124000000000001;0.518;0.046585834756930115;0.09091692965833355;0.48352580047170146;0.5412741995282987;20.7;18.0;9.241753080449618;0.44646150147099606;14.971902095808765;26.428097904191233;0.5124000000000001;0.518;0.046585834756930115;0.09091692965833355;0.48352580047170146;0.5412741995282987;3.8;4.0;0.6;0.15789473684210525;3.4281161471641983;4.171883852835801;1.0248000000000002;1.036;0.09317166951386023;0.09091692965833355;0.9670516009434029;1.0825483990565974;20.8;18.0;9.14111590562115;0.4394767262317861;15.1342776629983;26.4657223370017;0.5922504293164119;0.5908645301990245;0.028196815849891203;0.04760961656446002;0.5747738617898134;0.6097269968430105;244.9;250.0;24.043502240730238;0.09817681600951506;229.99768291841838;259.80231708158163;0.3070927558640669;0.3093948669649164;0.06349349677432489;0.20675673900438724;0.2677390788466445;0.34644643288148935;2.563701011523531;2.7361868584210183;0.5016408105585938;0.1956705592047505;2.252780815906524;2.874621207140538;0.5555555555555556;2.8181818181818183;-1.8181818181818181;0.9223200000000001
0.25;0.65;2;1000.0;1000.0;0.0;0.0;1000.0;1000.0;626.2;617.5;67.5156278205276;0.10781799396443244;584.353380332457;668.046619667543;0.6262000000000001;0.6174999999999999;0.06751562782052757;0.10781799396443238;0.5843533803324571;0.6680466196675431;39.7;32.5;24.883930557691244;0.6267992583801321;24.276780050845417;55.12321994915459;0.6262000000000001;0.6174999999999999;0.06751562782052757;0.10781799396443238;0.5843533803324571;0.6680466196675431;4.3;4.0;0.9;0.20930232558139536;3.742174220746298;4.857825779253702;1.2524000000000002;1.2349999999999999;0.13503125564105514;0.10781799396443238;1.1687067606649142;1.3360932393350862;39.8;33.0;24.830626250660693;0.6238850816748919;24.40981840263085;55.19018159736915;0.6322624574216585;0.638198525428785;0.02052798379860079;0.03246750389436864;0.6195390812450342;0.6449858335982829;296.7;298.5;27.210475923805525;0.09171040082172405;279.83477229326564;313.56522770673433;0.23489259866034673;0.2553848425177699;0.07558838415263401;0.32179976969787094;0.1880424327798231;0.2817427645408703;2.6614788853060873;2.701352958714847;0.4861554560111252;0.18266365316485092;2.3601566118751487;2.962801158737026;0.7142857142857143;2.5384615384615383;-1.5384615384615383;0.8766800000000001
0.25;0.75;2;1000.0;1000.0;0.0;0.0;1000.0;1000.0;788.3;760.0;115.36728305719954;0.14634946474337124;716.7946171424835;859.8053828575164;0.7883;0.76;0.11536728305719955;0.14634946474337124;0.7167946171424836;0.8598053828575164;71.7;55.5;58.68739217242491;0.8185131404801242;35.32517747672163;108.07482252327839;0.7883;0.76;0.11536728305719955;0.14634946474337124;0.7167946171424836;0.8598053828575164;4.6;4.0;1.019803902718557;0.22169650059099066;3.9679189925333933;5.232081007466606;1.5766;1.52;0.2307345661143991;0.14634946474337124;1.4335892342849672;1.7196107657150328;71.7;55.5;58.68739217242491;0.8185131404801242;35.32517747672163;108.07482252327839;0.6689168711168814;0.6572882452658466;0.03053706598522549;0.04565151112759074;0.6499898015287368;0.687843940705026;366.5;359.0;40.03810684835136;0.10924449344707056;341.6841242749727;391.3158757250273;0.17423630927556688;0.1907666381976964;0.07529399317384648;0.432137213459703;0.12756860881409596;0.2209040097370378;2.8172642678409745;2.857704948092981;0.3919182182944724;0.13911304763568416;2.574350839481156;3.060177696200793;1.0;2.333333333333333;-1.3333333333333333;0.7883
0.25;0.85;2;1000.0;1000.0;0.0;0.0;1000.0;1000.0;1024.8;974.0;205.44429902044007;0.20047257905975807;897.4643042285471;1152.135695771453;1.0248000000000002;0.974;0.20544429902044006;0.20047257905975804;0.8974643042285473;1.152135695771453;134.4;92.0;128.77592942782437;0.9581542368141693;54.58385201978237;214.21614798021764;1.0248000000000002;0.974;0.20544429902044006;0.20047257905975804;0.8974643042285473;1.152135695771453;5.1;5.0;0.8306623862918076;0.162874977704276;4.585150118966703;5.6148498810332965;2.0496000000000003;1.948;0.4108885980408801;0.20047257905975804;1.7949286084570946;2.304271391542906;134.4;92.0;128.77592942782437;0.9581542368141693;54.58385201978237;214.21614798021764;0.7165488900099174;0.7094565130880328;0.04239850776972908;0.059170432556447425;0.6902700226367582;0.7428277573830766;456.1;435.0;59.81212251709514;0.13113817697236382;419.0280623867595;493.1719376132406;0.125930826565969;0.1336401500539902;0.06764183434677933;0.537134839747479;0.08400598328303344;0.16785566984890454;3.1630898040666677;3.227386157015239;0.46110146586370854;0.14577564799800732;2.877296154610615;3.4488834535227206;1.6666666666666665;2.1764705882352944;-1.1764705882352942;0.6148800000000001
0.25;0.95;2;1000.0;1000.0;0.0;0.0;1000.0;1000.0;1390.4;1329.0;372.3708366668904;0.2678156190066818;1159.6021642943765;1621.1978357056237;1.3904;1.329;0.37237083666689047;0.2678156190066818;1.1596021642943766;1.6211978357056236;248.9;159.0;251.85489870161354;1.011871830862248;92.79871652545583;405.00128347454415;1.3904;1.329;0.37237083666689047;0.2678156190066818;1.1596021642943766;1.6211978357056236;5.5;5.5;0.806225774829855;0.1465865045145191;5.000296087667907;5.999703912332093;2.7808;2.658;0.7447416733337809;0.2678156190066818;2.319204328588753;3.242395671411247;248.9;159.0;251.85489870161354;1.011871830862248;92.79871652545583;405.00128347454415;0.7572224864909178;0.7413959950216553;0.06073000406494814;0.08020100452428461;0.7195816400002398;0.7948633329815958;578.2;558.5;105.86765322798084;0.1830986738636818;512.58254871149;643.8174512885101;0.09224862590981087;0.0906491342929385;0.05786226637446735;0.6272425827896647;0.05638522165456361;0.12811203016505812;3.8530544049178928;3.851188403916471;0.7398943931208373;0.19202801605304717;3.3944631089089192;4.311645700926866;4.999999999999996;2.052631578947368;-1.0526315789473684;0.27808000000000027
0.45;0.05;2;1000.0;1000.0;0.0;0.0;1000.0;1000.0;465.4;469.5;23.538054295119636;0.050575965395615895;450.8109628007877;479.98903719921225;0.4654;0.4695;0.023538054295119636;0.050575965395615895;0.4508109628007877;0.47998903719921227;5.8;6.0;1.077032961426901;0.1856953381770519;5.1324480544556845;6.467551945544315;0.4654;0.4695;0.023538054295119636;0.050575965395615895;0.4508109628007877;0.47998903719921227;3.8;4.0;0.6;0.15789473684210525;3.4281161471641983;4.171883852835801;0.9308;0.939;0.04707610859023927;0.050575965395615895;0.9016219256015754;0.9599780743984245;6.4;6.0;1.1135528725660042;0.17399263633843814;5.709812779022967;7.090187220977033;0.5115521084804672;0.4912152478438476;0.03315696619255418;0.06481640021198393;0.4910012079204114;0.532103009040523;236.3;239.0;15.258112596255147;0.06457093777509584;226.8429238345036;245.75707616549641;0.4593353102678755;0.45307863433958007;0.03125820436442863;0.0680509502877091;0.43996127448158784;0.47870934605416315;2.1260625507040656;2.018842538476524;0.3372456644971042;0.1586245260683521;1.9170355222618103;2.3350895791463206;0.4736842105263158;21.0;-20.0;0.982511111111111
