beta;gamma;dim;n_vertices_mean;n_vertices_median;n_vertices_std;n_vertices_cv;n_vertices_ci_low;n_vertices_ci_high;n_edges_mean;n_edges_median;n_edges_std;n_edges_cv;n_edges_ci_low;n_edges_ci_high;degree_mean_mean;degree_mean_median;degree_mean_std;degree_mean_cv;degree_mean_ci_low;degree_mean_ci_high;degree_max_mean;degree_max_median;degree_max_std;degree_max_cv;degree_max_ci_low;degree_max_ci_high;degree_min_mean;degree_min_median;degree_min_std;degree_min_cv;degree_min_ci_low;degree_min_ci_high;avg_local_clustering_mean;avg_local_clustering_median;avg_local_clustering_std;avg_local_clustering_cv;avg_local_clustering_ci_low;avg_local_clustering_ci_high;global_clustering_mean;global_clustering_median;global_clustering_std;global_clustering_cv;global_clustering_ci_low;global_clustering_ci_high;avg_shortest_path_length_mean;avg_shortest_path_length_median;avg_shortest_path_length_std;avg_shortest_path_length_cv;avg_shortest_path_length_ci_low;avg_shortest_path_length_ci_high;powerlaw_alpha_mean;powerlaw_alpha_median;powerlaw_alpha_std;powerlaw_alpha_cv;powerlaw_alpha_ci_low;powerlaw_alpha_ci_high;powerlaw_k_min_mean;powerlaw_k_min_median;powerlaw_k_min_std;powerlaw_k_min_cv;powerlaw_k_min_ci_low;powerlaw_k_min_ci_high;powerlaw_n_tail_mean;powerlaw_n_tail_median;powerlaw_n_tail_std;powerlaw_n_tail_cv;powerlaw_n_tail_ci_low;powerlaw_n_tail_ci_high
0.05;0.0;2;100.0;100.0;0.0;0.0;100.0;100.0;740.4;733.5;81.01876325888959;0.10942566620595569;690.1840502788208;790.6159497211792;14.808000000000002;14.670000000000002;1.6203752651777918;0.10942566620595567;13.803681005576417;15.812318994423586;31.7;32.0;3.689173349139344;0.11637770817474272;29.413426668571507;33.986573331428495;3.9;4.0;1.044030650891055;0.2677001668951423;3.252903098446608;4.547096901553392;0.5799858306193643;0.5843823448135871;0.018014508721921035;0.031060256597447256;0.5688203224352774;0.5911513388034512;0.5060318918854396;0.503520580003078;0.010307533162481463;0.020369335071108486;0.4996432166426123;0.512420567128267;2.3449494949494953;2.317676767676768;0.11161195659157022;0.04759674220359875;2.275771687549803;2.4141273023491876;5.50240161340909;5.80689881265328;1.9583508349136733;0.3559083782872675;4.288603190589248;6.716200036228932;16.5;19.0;5.766281297335398;0.34947159377790293;12.926021824353148;20.07397817564685;46.8;38.5;24.30144028653446;0.5192615445840697;31.737811261307336;61.86218873869266
0.05;0.01;2;100.0;100.0;0.0;0.0;100.0;100.0;746.8;742.5;83.0069876576665;0.1111502245014281;695.3517360292885;798.2482639707114;14.935999999999998;14.85;1.6601397531533302;0.11115022450142811;13.90703472058577;15.964965279414226;31.9;32.0;3.5902646142032486;0.11254748006906735;29.674730937616754;34.12526906238324;3.9;4.0;1.044030650891055;0.2677001668951423;3.252903098446608;4.547096901553392;0.5813031208651755;0.5876282744630748;0.018530434644801527;0.031877404369035515;0.5698178384811242;0.5927884032492269;0.5063015228714801;0.5032924121741091;0.010445675692983247;0.020631333743064376;0.4998272260011803;0.5127758197417799;2.3357979797979795;2.304747474747475;0.11377464269096695;0.04870911083706271;2.265279725666424;2.406316233929535;4.773558360205169;4.66196924249949;1.6064675618875768;0.3365346017930595;3.7778594495876887;5.769257270822649;14.9;15.0;4.968903299521938;0.3334834429209354;11.820241827675426;17.979758172324573;52.5;52.0;25.722558193150228;0.48995348939333766;36.55699325723031;68.4430067427697
0.05;0.02;2;100.0;100.0;0.0;0.0;100.0;100.0;754.0;753.0;83.68751400298613;0.11099139788194448;702.1299414305324;805.8700585694676;15.079999999999998;15.06;1.6737502800597222;0.11099139788194445;14.042598828610647;16.11740117138935;32.5;33.0;3.3241540277189325;0.10228166239135177;30.439667987920394;34.560332012079606;3.9;4.0;1.044030650891055;0.2677001668951423;3.252903098446608;4.547096901553392;0.5837450121658398;0.589459770559069;0.018903346710614034;0.03238288347934297;0.572028596488783;0.5954614278428967;0.5077845904160585;0.5051564805287472;0.011030021971704801;0.021721852493923142;0.50094811196989;0.514621068862227;2.3250505050505046;2.2885858585858587;0.11137797154580716;0.04790346330278439;2.2560177230846863;2.394083287016323;4.786562062572443;4.308260122607783;1.6094203285301614;0.33623722151535423;3.789033008229014;5.784091116915873;15.1;15.0;4.742362280551751;0.31406372718885767;12.160653405942062;18.03934659405794;51.9;52.5;26.020953095534377;0.5013671116673291;35.77204618062167;68.02795381937833
0.05;0.03;2;100.0;100.0;0.0;0.0;100.0;100.0;760.3;762.5;83.16495656224441;0.10938439637280602;708.7538258878508;811.8461741121491;15.206;15.25;1.6632991312448882;0.10938439637280602;14.175076517757017;16.236923482242982;32.9;33.0;3.014962686336267;0.09164020323210538;31.031306766748486;34.76869323325151;4.0;4.0;0.8944271909999159;0.22360679774997896;3.4456282835497465;4.5543717164502535;0.5846303791004621;0.5914836782166693;0.018052576741532503;0.030878615595222723;0.5734412761133703;0.595819482087554;0.5076951171158666;0.5054936003214358;0.010693380793926843;0.0210626031912109;0.5010672910333901;0.514322943198343;2.3151515151515154;2.2814141414141416;0.10657962472484662;0.04603570177905678;2.249092779357399;2.3812102509456317;5.022910487913721;5.295716165454368;1.6197666599770875;0.3224757167930065;4.0189687109016266;6.026852264925816;16.1;18.5;4.948737212663449;0.30737498215300924;13.032740897804688;19.167259102195313;46.8;35.0;28.308302669005077;0.6048782621582282;29.254332227013986;64.345667772986
0.05;0.04;2;100.0;100.0;0.0;0.0;100.0;100.0;769.3;769.5;85.15755985231141;0.11069486527013052;716.5187975733784;822.0812024266215;15.386;15.39;1.7031511970462285;0.11069486527013055;14.330375951467568;16.44162404853243;33.3;33.0;3.0675723300355937;0.09211928919025808;31.398698971756442;35.20130102824355;4.2;4.0;1.2489995996796797;0.2973808570665904;3.4258620278012453;4.974137972198755;0.5866911419891897;0.5923058614915404;0.0183708168183527;0.03131258596485031;0.5753047917589401;0.5980774922194393;0.5082170578637031;0.5060126625402266;0.010706566749306782;0.021066917341011678;0.5015810590414099;0.5148530566859962;2.301878787878788;2.2727272727272725;0.10448847517669363;0.04539269214647969;2.2371161600027096;2.366641415754866;5.030293967222791;5.1630284615846715;1.8288830517469434;0.3635737918427586;3.896740507773205;6.163847426672377;16.0;17.5;4.979959839195493;0.3112474899497183;12.91338891338737;19.086611086612628;48.6;38.0;27.459788782873044;0.5650162301002684;31.580246582279752;65.61975341772025
0.05;0.05;2;100.0;100.0;0.0;0.0;100.0;100.0;776.7;776.5;86.04888145699513;0.11078779639113574;723.3663507192692;830.0336492807309;15.533999999999997;15.53;1.7209776291399022;0.11078779639113573;14.467327014385381;16.600672985614615;33.5;33.5;3.0083217912982647;0.08980065048651537;31.635422836136836;35.36457716386316;4.2;4.0;1.2489995996796797;0.2973808570665904;3.4258620278012453;4.974137972198755;0.5894361562117124;0.5933389907399221;0.017621622480211308;0.029895727119057167;0.5785141614431142;0.6003581509803106;0.5087702047186626;0.5058969407257297;0.010114497812452869;0.019880287246864106;0.5025011740253389;0.5150392354119864;2.2915353535353535;2.2648484848484847;0.10541178938957448;0.046000507575388885;2.2262004495811687;2.3568702574895384;5.830446087672157;6.052218677333697;1.7071711997400032;0.29280284459702505;4.772330415656107;6.888561759688207;18.3;20.0;3.8223029707232783;0.20886901479362174;15.930912074236165;20.669087925763836;34.9;29.0;20.235859260234047;0.5798240475711761;22.35768448810189;47.44231551189811
0.05;0.06;2;100.0;100.0;0.0;0.0;100.0;100.0;787.2;784.0;87.27290530284873;0.11086497116723669;733.107692879671;841.292307120329;15.744;15.68;1.7454581060569743;0.11086497116723668;14.662153857593418;16.82584614240658;34.8;34.0;3.815756805667782;0.10964818407091328;32.434969429373055;37.16503057062694;4.3;4.0;1.1874342087037917;0.27614749039623065;3.5640206524636713;5.035979347536328;0.5916478024105798;0.5934718821607252;0.01669299685570501;0.028214415379710544;0.5813013757671206;0.601994229054039;0.5097630814645464;0.5073408654716325;0.00979941168670045;0.019223462904663074;0.5036893431752558;0.515836819753837;2.2772525252525253;2.2582828282828284;0.10250060707911245;0.04501064591760465;2.21372199078821;2.3407830597168404;6.2120522160510445;6.742038063831272;1.633449998647996;0.26294853002481167;5.199629417864625;7.224475014237464;19.9;20.5;4.0853396431631;0.2052934494051809;17.367880255596113;22.432119744403884;29.8;23.0;22.653035116734358;0.7601689636488039;15.759503370606867;43.84049662939314
0.05;0.07;2;100.0;100.0;0.0;0.0;100.0;100.0;795.6;791.0;89.00696601952008;0.11187401460472608;740.4329109123927;850.7670890876074;15.912;15.82;1.780139320390401;0.11187401460472605;14.808658218247855;17.015341781752145;35.9;35.5;5.008991914547277;0.13952623717401885;32.79539464665797;39.00460535334203;4.3;4.0;1.1874342087037917;0.27614749039623065;3.5640206524636713;5.035979347536328;0.5942141780039913;0.5955487681967264;0.016225191153124752;0.027305291179059964;0.5841577003389556;0.604270655669027;0.5102317637510383;0.5081505715347344;0.00950032416133051;0.018619625112101183;0.5043434018305305;0.5161201256715461;2.2652525252525257;2.2507070707070707;0.10330693700000611;0.04560504219656025;2.20122222232548;2.3292828281795717;5.837271243125733;5.806798002914499;1.5904446338138376;0.2724637193597652;4.851503446217874;6.823039040033592;19.9;22.0;6.007495318350236;0.3018841868517707;16.176515825198123;23.623484174801874;36.7;26.5;23.156208670678367;0.6309593643236612;22.34763317079723;51.052366829202775
0.05;0.08;2;100.0;100.0;0.0;0.0;100.0;100.0;803.5;796.5;89.36134511073566;0.11121511525916074;748.1132644760498;858.8867355239502;16.07;15.93;1.7872269022147134;0.11121511525916075;14.962265289520998;17.177734710479005;36.6;35.5;5.695612346359257;0.15561782367101795;33.069822893961266;40.13017710603874;4.3;4.0;1.1874342087037917;0.27614749039623065;3.5640206524636713;5.035979347536328;0.5968138789559327;0.5989228527311523;0.016076549963179178;0.026937292395584907;0.5868495300549088;0.6067782278569567;0.5106076617759794;0.5088025176521416;0.009007013405874488;0.01763979289802777;0.5050250570294456;0.5161902665225132;2.2534545454545456;2.2392929292929296;0.10275499759953498;0.04559887742435391;2.1897663381121313;2.31714275279696;5.0061618441748985;4.988002386992637;1.539192017300178;0.3074594999542735;4.052160748095399;5.960162940254398;17.4;18.0;6.16765757804371;0.3544630791979144;13.577246228175294;21.222753771824703;47.2;36.5;22.807016464237492;0.4831995013609638;33.06406474264968;61.33593525735033
0.05;0.09;2;100.0;100.0;0.0;0.0;100.0;100.0;811.3;803.0;90.85928681208102;0.11199221842978063;754.9848305906836;867.6151694093163;16.226;16.060000000000002;1.8171857362416202;0.11199221842978062;15.099696611813673;17.352303388186325;37.6;36.5;6.959885056522126;0.18510332597133314;33.286218549810386;41.91378145018962;4.3;4.0;1.1874342087037917;0.27614749039623065;3.5640206524636713;5.035979347536328;0.5987841924691046;0.5992224723771548;0.01605750226015059;0.0268168439683369;0.5888316494567306;0.6087367354814787;0.5108615686511214;0.5088934557193407;0.00905894700013602;0.017732684460988635;0.5052467751293782;0.5164763621728646;2.2426666666666666;2.2297979797979797;0.10292868032450207;0.045895666018654316;2.1788708096560327;2.3064625236773004;5.284468449041032;5.152912962570799;1.4328366812988085;0.2711411176196584;4.396387073164592;6.172549824917472;18.6;19.5;5.660388679233963;0.3043219720018259;15.091654749030535;22.108345250969467;41.7;35.0;18.95811172031645;0.4546309765063896;29.94964061826193;53.450359381738075
