beta;gamma;dim;n_vertices_mean;n_vertices_median;n_vertices_std;n_vertices_cv;n_vertices_ci_low;n_vertices_ci_high;n_edges_mean;n_edges_median;n_edges_std;n_edges_cv;n_edges_ci_low;n_edges_ci_high;indegree_mean_mean;indegree_mean_median;indegree_mean_std;indegree_mean_cv;indegree_mean_ci_low;indegree_mean_ci_high;indegree_max_mean;indegree_max_median;indegree_max_std;indegree_max_cv;indegree_max_ci_low;indegree_max_ci_high;outdegree_mean_mean;outdegree_mean_median;outdegree_mean_std;outdegree_mean_cv;outdegree_mean_ci_low;outdegree_mean_ci_high;outdegree_max_mean;outdegree_max_median;outdegree_max_std;outdegree_max_cv;outdegree_max_ci_low;outdegree_max_ci_high;total_degree_mean_mean;total_degree_mean_median;total_degree_mean_std;total_degree_mean_cv;total_degree_mean_ci_low;total_degree_mean_ci_high;total_degree_max_mean;total_degree_max_median;total_degree_max_std;total_degree_max_cv;total_degree_max_ci_low;total_degree_max_ci_high;avg_local_clustering_mean;avg_local_clustering_median;avg_local_clustering_std;avg_local_clustering_cv;avg_local_clustering_ci_low;avg_local_clustering_ci_high;global_clustering_mean;global_clustering_median;global_clustering_std;global_clustering_cv;global_clustering_ci_low;global_clustering_ci_high;avg_shortest_path_length_mean;avg_shortest_path_length_median;avg_shortest_path_length_std;avg_shortest_path_length_cv;avg_shortest_path_length_ci_low;avg_shortest_path_length_ci_high;expected_theoretical_outdegree_mean;outdegree_mean_vs_theory_ratio
0.0;0.0;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;nan;nan
0.0;0.2;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;nan
0.0;0.4;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;nan
0.0;0.6;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;nan
0.0;0.8;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;nan
0.0;1.0;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;nan;nan
0.25;0.0;2;100.0;100.0;0.0;0.0;100.0;100.0;24.0;26.0;5.059644256269407;0.21081851067789195;19.565026268397972;28.434973731602028;0.24;0.26;0.05059644256269408;0.210818510677892;0.19565026268397973;0.28434973731602026;2.2;2.0;0.39999999999999997;0.1818181818181818;1.8493845411280332;2.550615458871967;0.24;0.26;0.05059644256269408;0.210818510677892;0.19565026268397973;0.28434973731602026;2.0;2.0;0.6324555320336759;0.31622776601683794;1.4456282835497467;2.5543717164502535;0.48;0.52;0.10119288512538815;0.210818510677892;0.39130052536795945;0.5686994746320405;3.2;3.0;0.39999999999999997;0.12499999999999999;2.849384541128033;3.550615458871967;0.02733333333333333;0.03;0.017048949136725895;0.6237420415875328;0.012389270521188392;0.04227739614547827;0.2274025974025974;0.25;0.12979894152800783;0.5707891774789607;0.11362880879025221;0.3411763860149426;1.4118359689091395;1.3846153846153846;0.13100452382377156;0.09279018718087534;1.2970054408222016;1.5266664969960775;nan;nan
0.25;0.2;2;100.0;100.0;0.0;0.0;100.0;100.0;28.6;31.0;4.841487374764082;0.16928277534140146;24.356249206185645;32.84375079381436;0.286;0.31;0.048414873747640814;0.16928277534140146;0.2435624920618564;0.3284375079381436;3.2;3.0;0.7483314773547882;0.2338535866733713;2.544058539197285;3.855941460802715;0.286;0.31;0.048414873747640814;0.16928277534140146;0.2435624920618564;0.3284375079381436;2.2;2.0;0.39999999999999997;0.1818181818181818;1.8493845411280332;2.550615458871967;0.572;0.62;0.09682974749528163;0.16928277534140146;0.4871249841237128;0.6568750158762872;3.8;4.0;0.7483314773547882;0.19692933614599692;3.144058539197285;4.455941460802715;0.043866666666666665;0.05333333333333333;0.026566980341100953;0.6056302509369519;0.020579681658822572;0.06715365167451076;0.29051459293394777;0.3333333333333333;0.09582579065838186;0.3298484585253488;0.20651958402530377;0.37450960184259174;1.684830564784053;1.5166666666666666;0.3329501069948744;0.19761637398686974;1.3929869284203569;1.976674201147749;0.3125;0.9151999999999999
0.25;0.4;2;100.0;100.0;0.0;0.0;100.0;100.0;37.4;40.0;4.923413450036469;0.13164207085659008;33.08443783499762;41.715562165002375;0.374;0.4;0.049234134500364686;0.13164207085659008;0.33084437834997626;0.41715562165002373;5.6;5.0;1.8547236990991407;0.331200660553418;3.9742629978991064;7.225737002100892;0.374;0.4;0.049234134500364686;0.13164207085659008;0.33084437834997626;0.41715562165002373;2.6;3.0;0.4898979485566356;0.1884222879063983;2.17058551491595;3.0294144850840503;0.748;0.8;0.09846826900072937;0.13164207085659008;0.6616887566999525;0.8343112433000475;6.2;5.0;1.6;0.25806451612903225;4.797538164512132;7.602461835487868;0.08355079365079365;0.07847619047619048;0.018211855908754043;0.2179734639609979;0.06758739810989879;0.09951418919168852;0.31762663848281997;0.3050847457627119;0.08560552516633195;0.2695162017116592;0.242590087262397;0.39266318970324293;1.836743189368771;2.0;0.23748241134974393;0.12929538147973693;1.6285806777952416;2.0449057009423;0.4166666666666667;0.8976
0.25;0.6;2;100.0;100.0;0.0;0.0;100.0;100.0;55.6;52.0;14.499655168313486;0.2607851648977246;42.8904918741912;68.3095081258088;0.5559999999999999;0.52;0.14499655168313488;0.26078516489772463;0.4289049187419119;0.683095081258088;15.2;8.0;13.977124167724918;0.9195476426134815;2.9485104905566697;27.451489509443327;0.5559999999999999;0.52;0.14499655168313488;0.26078516489772463;0.4289049187419119;0.683095081258088;3.0;3.0;0.6324555320336759;0.21081851067789195;2.4456282835497465;3.5543717164502535;1.1119999999999999;1.04;0.28999310336626977;0.26078516489772463;0.8578098374838238;1.366190162516176;15.2;8.0;13.977124167724918;0.9195476426134815;2.9485104905566697;27.451489509443327;0.14435216953589047;0.14726190476190476;0.05384084136508921;0.3729825574370927;0.09715859128270664;0.1915457477890743;0.2776242331870753;0.2631578947368421;0.1341537343166511;0.4832205487849199;0.16003330039502386;0.39521516597912676;2.066167071684372;2.1560283687943262;0.25953042932256737;0.1256096047987998;1.8386786202639454;2.2936555231047984;0.625;0.8896
