beta;gamma;dim;n_vertices_mean;n_vertices_median;n_vertices_std;n_vertices_cv;n_vertices_ci_low;n_vertices_ci_high;n_edges_mean;n_edges_median;n_edges_std;n_edges_cv;n_edges_ci_low;n_edges_ci_high;indegree_mean_mean;indegree_mean_median;indegree_mean_std;indegree_mean_cv;indegree_mean_ci_low;indegree_mean_ci_high;indegree_max_mean;indegree_max_median;indegree_max_std;indegree_max_cv;indegree_max_ci_low;indegree_max_ci_high;outdegree_mean_mean;outdegree_mean_median;outdegree_mean_std;outdegree_mean_cv;outdegree_mean_ci_low;outdegree_mean_ci_high;outdegree_max_mean;outdegree_max_median;outdegree_max_std;outdegree_max_cv;outdegree_max_ci_low;outdegree_max_ci_high;total_degree_mean_mean;total_degree_mean_median;total_degree_mean_std;total_degree_mean_cv;total_degree_mean_ci_low;total_degree_mean_ci_high;total_degree_max_mean;total_degree_max_median;total_degree_max_std;total_degree_max_cv;total_degree_max_ci_low;total_degree_max_ci_high;avg_local_clustering_mean;avg_local_clustering_median;avg_local_clustering_std;avg_local_clustering_cv;avg_local_clustering_ci_low;avg_local_clustering_ci_high;vertices_degree_ge_2_mean;vertices_degree_ge_2_median;vertices_degree_ge_2_std;vertices_degree_ge_2_cv;vertices_degree_ge_2_ci_low;vertices_degree_ge_2_ci_high;global_clustering_mean;global_clustering_median;global_clustering_std;global_clustering_cv;global_clustering_ci_low;global_clustering_ci_high;avg_shortest_path_length_mean;avg_shortest_path_length_median;avg_shortest_path_length_std;avg_shortest_path_length_cv;avg_shortest_path_length_ci_low;avg_shortest_path_length_ci_high;expected_theoretical_outdegree_mean;outdegree_mean_vs_theory_ratio
0.4;0.9;2;200.0;200.0;0.0;0.0;200.0;200.0;322.0;317.0;51.15336417740935;0.15886137943294829;264.11451918754676;379.88548081245324;1.61;1.585;0.2557668208870468;0.15886137943294829;1.3205725959377341;1.899427404062266;97.0;116.0;30.474032661705056;0.3141652851722171;62.51538571736343;131.48461428263658;1.61;1.585;0.2557668208870468;0.15886137943294829;1.3205725959377341;1.899427404062266;5.0;5.0;0.0;0.0;5.0;5.0;3.22;3.17;0.5115336417740936;0.15886137943294829;2.6411451918754683;3.798854808124532;97.0;116.0;30.474032661705056;0.3141652851722171;62.51538571736343;131.48461428263658;0.7390520118284304;0.7493960215181718;0.055227025222759546;0.07472684511896086;0.6765567495857815;0.8015472740710793;139.0;144.0;13.92838827718412;0.1002042322099577;123.23854490642864;154.76145509357136;0.11632725063093963;0.09651564065456975;0.05025507857798193;0.43201466814875067;0.059458275666458046;0.1731962255954212;2.7685942153401197;2.7780476596862074;0.16920242436279445;0.061114923749130225;2.5771236474434622;2.9600647832367772;4.000000000000001;0.4024999999999999
0.4;1.0;2;200.0;200.0;0.0;0.0;200.0;200.0;429.0;422.0;82.20705565825844;0.1916248383642388;335.97395920137916;522.0260407986209;2.145;2.11;0.4110352782912922;0.1916248383642388;1.6798697960068958;2.610130203993104;146.66666666666666;176.0;46.521201857026675;0.3171900126615455;94.02297097291529;199.31036236041803;2.145;2.11;0.4110352782912922;0.1916248383642388;1.6798697960068958;2.610130203993104;6.0;6.0;0.0;0.0;6.0;6.0;4.29;4.22;0.8220705565825844;0.1916248383642388;3.3597395920137916;5.220260407986208;146.66666666666666;176.0;46.521201857026675;0.3171900126615455;94.02297097291529;199.31036236041803;0.7736384750763619;0.7976664790767725;0.060703166184895005;0.07846451299995558;0.7049463759748389;0.8423305741778848;165.0;168.0;20.92844953645635;0.12683908809973543;141.31722989175464;188.68277010824536;0.09014496691236291;0.0775064462308509;0.03552592153514688;0.394097671250847;0.04994360220377083;0.130346331620955;2.4900839373691848;2.17689586217505;0.5447821718956831;0.21878064579270953;1.8736048755255688;3.1065629992128008;nan;nan
0.7;0.1;2;200.0;200.0;0.0;0.0;200.0;200.0;148.0;156.0;12.754084313139327;0.08617624535904951;133.567394937542;162.432605062458;0.7400000000000001;0.78;0.06377042156569664;0.0861762453590495;0.66783697468771;0.8121630253122902;6.666666666666667;7.0;1.247219128924647;0.18708286933869706;5.255305359013399;8.078027974319934;0.7400000000000001;0.78;0.06377042156569664;0.0861762453590495;0.66783697468771;0.8121630253122902;3.6666666666666665;4.0;0.4714045207910317;0.128564869306645;3.1332222337938855;4.2001110995394475;1.4800000000000002;1.56;0.12754084313139327;0.0861762453590495;1.33567394937542;1.6243260506245805;7.333333333333333;8.0;0.9428090415820634;0.128564869306645;6.266444467587771;8.400222199078895;0.5550976902388861;0.5235544217687075;0.06638916924119426;0.11959907311562348;0.47997127296283504;0.6302241075149372;80.0;84.0;7.118052168020874;0.08897565210026093;71.94516570278721;88.05483429721279;0.4335914333075843;0.40828402366863903;0.03784382385322577;0.0872799159442337;0.39076711520548796;0.4764157514096807;2.3325225115404113;2.3290598290598292;0.21962832921250897;0.09415914664311863;2.0839896605550923;2.5810553625257304;0.7777777777777777;0.9514285714285717
0.7;0.3;2;200.0;200.0;0.0;0.0;200.0;200.0;181.66666666666666;180.0;7.039570693980958;0.03874993042558326;173.700642517774;189.6326908155593;0.9083333333333333;0.9;0.035197853469904776;0.03874993042558324;0.8685032125888701;0.9481634540777966;10.0;10.0;2.449489742783178;0.2449489742783178;7.228141417748734;12.771858582251266;0.9083333333333333;0.9;0.035197853469904776;0.03874993042558324;0.8685032125888701;0.9481634540777966;4.0;4.0;0.0;0.0;4.0;4.0;1.8166666666666667;1.8;0.07039570693980955;0.03874993042558324;1.7370064251777402;1.8963269081555931;10.666666666666666;10.0;1.699673171197595;0.15934435979977454;8.743305411333045;12.590027922000287;0.5736572459501995;0.5863888888888887;0.042950878919052714;0.07487202370800591;0.5250537509987412;0.6222607409016578;95.66666666666667;94.0;3.0912061651652345;0.03231225956618712;92.16863759197227;99.16469574136107;0.4124006670455886;0.3988439306358382;0.05229583599650243;0.1268083205857701;0.3532223576650373;0.4715789764261399;3.354829254939354;2.855699855699856;1.1287641593073392;0.3364594957091919;2.0775123641330744;4.632146145745634;1.0;0.9083333333333333
0.7;0.5;2;200.0;200.0;0.0;0.0;200.0;200.0;237.33333333333334;230.0;16.35712552851373;0.06892047273250167;218.82350331230379;255.8431633543629;1.1866666666666665;1.15;0.08178562764256865;0.06892047273250168;1.0941175165615187;1.2792158167718144;22.666666666666668;24.0;3.39934634239519;0.14997116216449366;18.819944155999426;26.51338917733391;1.1866666666666665;1.15;0.08178562764256865;0.06892047273250168;1.0941175165615187;1.2792158167718144;4.333333333333333;4.0;0.4714045207910317;0.10878565864408424;3.799888900460552;4.8667777662061145;2.373333333333333;2.3;0.1635712552851373;0.06892047273250168;2.1882350331230374;2.558431633543629;22.666666666666668;24.0;3.39934634239519;0.14997116216449366;18.819944155999426;26.51338917733391;0.6154627489761014;0.6321833759921994;0.030252109584671016;0.04915343720639332;0.5812292642960643;0.6496962336561386;118.66666666666667;120.0;4.988876515698588;0.042041094233415066;113.02122143605361;124.31211189727973;0.34997419843738203;0.3237410071942446;0.0437431894910555;0.12498975549159548;0.30047411967074955;0.3994742772040145;3.975898827647242;3.8349935036812473;0.24165430676270475;0.06077979275586972;3.702441236689093;4.249356418605391;1.4;0.8476190476190476
0.7;0.7;2;200.0;200.0;0.0;0.0;200.0;200.0;345.3333333333333;336.0;49.43233309844433;0.1431438217136419;289.39538252405947;401.27128414260716;1.7266666666666666;1.68;0.24716166549222163;0.14314382171364187;1.4469769126202974;2.0063564207130358;58.666666666666664;70.0;16.73983937265296;0.28533817112476634;39.72375516140179;77.60957817193153;1.7266666666666666;1.68;0.24716166549222163;0.14314382171364187;1.4469769126202974;2.0063564207130358;5.333333333333333;5.0;0.4714045207910317;0.08838834764831845;4.799888900460552;5.8667777662061145;3.453333333333333;3.36;0.49432333098444325;0.14314382171364187;2.8939538252405947;4.0127128414260715;58.666666666666664;70.0;16.73983937265296;0.28533817112476634;39.72375516140179;77.60957817193153;0.6727053762357373;0.6717559999377862;0.05455679231828379;0.08110057425669415;0.6109685539228134;0.7344421985486613;149.33333333333334;154.0;14.2672897060218;0.09553988642425311;133.18837517067234;165.47829149599434;0.22953348940315374;0.19609877567960157;0.06659839384787038;0.2901467407699128;0.15417031219645097;0.3048966666098565;3.919423678566101;3.5392721883747735;0.6250085714107527;0.15946440667506723;3.212159899344451;4.626687457787751;2.333333333333333;0.7400000000000001
0.7;0.9;2;200.0;200.0;0.0;0.0;200.0;200.0;560.0;525.0;107.00467279516349;0.19107977284850622;438.9128137800425;681.0871862199575;2.8000000000000003;2.625;0.5350233639758174;0.1910797728485062;2.194564068900213;3.4054359310997877;154.0;184.0;42.42640687119285;0.2754961485142393;105.9900010414497;202.00999895855028;2.8000000000000003;2.625;0.5350233639758174;0.1910797728485062;2.194564068900213;3.4054359310997877;7.0;7.0;0.0;0.0;7.0;7.0;5.6000000000000005;5.25;1.0700467279516348;0.1910797728485062;4.389128137800426;6.810871862199575;154.0;184.0;42.42640687119285;0.2754961485142393;105.9900010414497;202.00999895855028;0.78189509901385;0.795935928530058;0.034395674158643974;0.04399013908902211;0.7429727296143246;0.8208174684133754;182.0;187.0;15.513435037626794;0.08523865405289446;164.44489564574198;199.55510435425802;0.12738728243954237;0.1192950745594216;0.0402843670821074;0.3162353910895795;0.0818012296887251;0.17297333519035962;2.6071303451476173;2.0927638190954774;0.7860146790030342;0.30148652922780106;1.7176710035891951;3.4965896867060398;7.000000000000001;0.39999999999999997
0.7;1.0;2;200.0;200.0;0.0;0.0;200.0;200.0;673.3333333333334;592.0;119.29049510427149;0.17716410164000715;538.3434303913123;808.3232362753545;3.366666666666667;2.96;0.5964524755213574;0.17716410164000712;2.6917171519565612;4.041616181376773;184.0;199.0;21.213203435596427;0.11528914910650231;159.99500052072486;208.00499947927514;3.366666666666667;2.96;0.5964524755213574;0.17716410164000712;2.6917171519565612;4.041616181376773;7.666666666666667;8.0;0.4714045207910317;0.061487546190134565;7.1332222337938855;8.200111099539448;6.733333333333334;5.92;1.1929049510427148;0.17716410164000712;5.3834343039131225;8.083232362753545;184.0;199.0;21.213203435596427;0.11528914910650231;159.99500052072486;208.00499947927514;0.8022634434650575;0.7996342459347633;0.02084961356819356;0.025988487619655155;0.7786698846531089;0.8258570022770061;192.66666666666666;195.0;7.133644853010899;0.037025838337426814;184.59418758533616;200.73914574799716;0.11391574208750443;0.1270498877956154;0.019680056822182667;0.17275976490646414;0.09164566132375401;0.13618582285125486;2.1723817250159807;1.970251256281407;0.2947835205253034;0.13569600458829806;1.8388027689571997;2.505960681074762;nan;nan
1.0;0.1;2;200.0;200.0;0.0;0.0;200.0;200.0;208.33333333333334;210.0;11.08552609887726;0.05321052527461084;195.78887963783436;220.87778702883233;1.0416666666666667;1.05;0.05542763049438631;0.05321052527461085;0.9789443981891717;1.1043889351441618;8.333333333333334;8.0;1.247219128924647;0.14966629547095764;6.921972025680066;9.744694640986602;1.0416666666666667;1.05;0.05542763049438631;0.05321052527461085;0.9789443981891717;1.1043889351441618;4.0;4.0;0.0;0.0;4.0;4.0;2.0833333333333335;2.1;0.11085526098877262;0.05321052527461085;1.9578887963783433;2.2087778702883236;8.666666666666666;8.0;0.9428090415820634;0.10878565864408424;7.599777800921104;9.733555532412229;0.5810997779388584;0.5947232947232947;0.06220038078063927;0.10703907167416576;0.5107134210275557;0.651486134850161;112.66666666666667;111.0;2.357022603955158;0.020920318970016196;109.99944450230277;115.33388883103058;0.4773997073552801;0.4841075794621027;0.04137883986275012;0.08667546130679979;0.4305751420615942;0.524224272648966;3.467674431249654;3.1179039301310043;0.9454624922755921;0.27265030527530626;2.397782903378599;4.537565959120709;1.1111111111111112;0.9375
1.0;0.3;2;200.0;200.0;0.0;0.0;200.0;200.0;258.3333333333333;244.0;21.69997439834639;0.08399990089682474;233.7775006551585;282.8891660115081;1.2916666666666667;1.22;0.108499871991732;0.08399990089682477;1.1688875032757926;1.4144458300575409;14.666666666666666;13.0;3.858612300930075;0.26308720233614147;10.30023579941152;19.03309753392181;1.2916666666666667;1.22;0.108499871991732;0.08399990089682477;1.1688875032757926;1.4144458300575409;5.0;5.0;0.0;0.0;5.0;5.0;2.5833333333333335;2.44;0.216999743983464;0.08399990089682477;2.337775006551585;2.8288916601150818;14.666666666666666;13.0;3.858612300930075;0.26308720233614147;10.30023579941152;19.03309753392181;0.5999246677212627;0.5952121240172935;0.01698255062209578;0.028307805189277897;0.5807071025818036;0.6191422328607219;128.0;129.0;2.160246899469287;0.016876928902103804;125.5554505073077;130.44454949269232;0.4423699445268677;0.42618384401114207;0.04745546597829855;0.10727552033186627;0.38866902945497167;0.4960708595987637;4.042794060226061;4.037744429286039;0.06497119741958368;0.016070864964106205;3.969272229119314;4.116315891332809;1.4285714285714286;0.9041666666666667
