beta;gamma;dim;n_vertices_mean;n_vertices_median;n_vertices_std;n_vertices_cv;n_vertices_ci_low;n_vertices_ci_high;n_edges_mean;n_edges_median;n_edges_std;n_edges_cv;n_edges_ci_low;n_edges_ci_high;degree_mean_mean;degree_mean_median;degree_mean_std;degree_mean_cv;degree_mean_ci_low;degree_mean_ci_high;degree_max_mean;degree_max_median;degree_max_std;degree_max_cv;degree_max_ci_low;degree_max_ci_high;degree_min_mean;degree_min_median;degree_min_std;degree_min_cv;degree_min_ci_low;degree_min_ci_high;avg_local_clustering_mean;avg_local_clustering_median;avg_local_clustering_std;avg_local_clustering_cv;avg_local_clustering_ci_low;avg_local_clustering_ci_high;global_clustering_mean;global_clustering_median;global_clustering_std;global_clustering_cv;global_clustering_ci_low;global_clustering_ci_high;avg_shortest_path_length_mean;avg_shortest_path_length_median;avg_shortest_path_length_std;avg_shortest_path_length_cv;avg_shortest_path_length_ci_low;avg_shortest_path_length_ci_high;powerlaw_alpha_mean;powerlaw_alpha_median;powerlaw_alpha_std;powerlaw_alpha_cv;powerlaw_alpha_ci_low;powerlaw_alpha_ci_high;powerlaw_k_min_mean;powerlaw_k_min_median;powerlaw_k_min_std;powerlaw_k_min_cv;powerlaw_k_min_ci_low;powerlaw_k_min_ci_high;powerlaw_n_tail_mean;powerlaw_n_tail_median;powerlaw_n_tail_std;powerlaw_n_tail_cv;powerlaw_n_tail_ci_low;powerlaw_n_tail_ci_high;powerlaw_ks_mean;powerlaw_ks_median;powerlaw_ks_std;powerlaw_ks_cv;powerlaw_ks_ci_low;powerlaw_ks_ci_high;powerlaw_valid_mean;powerlaw_valid_median;powerlaw_valid_std;powerlaw_valid_cv;powerlaw_valid_ci_low;powerlaw_valid_ci_high;powerlaw_reason_mode
0.0;0.0;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;insufficient_degree_data
0.0;0.2;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;insufficient_degree_data
0.0;0.4;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;insufficient_degree_data
0.0;0.6;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;insufficient_degree_data
0.0;0.8;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;insufficient_degree_data
0.0;1.0;2;100.0;100.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;insufficient_degree_data
0.2;0.0;2;100.0;100.0;0.0;0.0;100.0;100.0;28.4;29.0;5.180733538795447;0.1824201950280087;25.188948085128487;31.61105191487151;0.5679999999999998;0.5800000000000001;0.10361467077590894;0.18242019502800874;0.5037789617025696;0.63222103829743;3.0;3.0;0.4472135954999579;0.14907119849998599;2.7228141417748732;3.2771858582251268;0.0;0.0;0.0;nan;0.0;0.0;0.056333333333333326;0.04666666666666666;0.04403155434205994;0.7816252250069814;0.02904229320820964;0.08362437345845701;0.3826517290758777;0.40106951871657753;0.2390822879095135;0.624803887563526;0.2344669917882307;0.5308364663635247;1.449417293358616;1.4305555555555554;0.21029031478924137;0.14508610857122647;1.3190780058954883;1.5797565808217437;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;nan;nan;nan;nan;nan;nan;0.0;0.0;0.0;nan;0.0;0.0;no_valid_tail_candidate
0.2;0.2;2;100.0;100.0;0.0;0.0;100.0;100.0;37.3;37.5;6.293647591023825;0.16873049841886933;33.39915680909883;41.20084319090117;0.7460000000000001;0.75;0.12587295182047653;0.1687304984188693;0.6679831361819768;0.8240168638180234;4.9;4.0;2.808914381037628;0.573247832864822;3.1590168294897283;6.640983170510273;0.0;0.0;0.0;nan;0.0;0.0;0.07746410256410255;0.08683333333333335;0.041802364359079074;0.5396353017126491;0.05155472870493537;0.10337347642326973;0.3585094408279892;0.3446969696969697;0.16481490277184227;0.4597226293154147;0.256356105748738;0.46066277590724036;1.753195968887179;1.7387123745819397;0.38013953691738045;0.21682660904055676;1.5175830428804242;1.9888088948939338;10.002908683898063;11.997398563417093;3.8032005380721112;0.3802094628929503;5.6991821291994595;14.306635238596666;2.0;2.0;0.0;0.0;2.0;2.0;6.3;0.0;9.63379468330107;1.5291737592541383;0.3289121929082315;12.271087807091767;0.7334776334776336;0.8;0.10088613295707924;0.13754493436800294;0.6193142268779043;0.847641040077363;0.3;0.0;0.45825756949558405;1.527525231651947;0.015969015774687012;0.584030984225313;no_valid_tail_candidate
0.2;0.4;2;100.0;100.0;0.0;0.0;100.0;100.0;56.1;49.0;27.75770163396098;0.49478969044493726;38.89559828415995;73.30440171584004;1.1219999999999999;0.98;0.5551540326792197;0.49478969044493737;0.7779119656831989;1.466088034316801;14.2;5.5;23.752052542885636;1.6726797565412421;-0.5216746873445075;28.921674687344506;0.0;0.0;0.0;nan;0.0;0.0;0.16316041801335918;0.12916666666666665;0.1152543505935289;0.7063867082278016;0.09172503142200958;0.23459580460470877;0.3448798888964492;0.3660714285714286;0.14168868600167386;0.41083487487499204;0.25706033147387497;0.43269944631902346;1.8844720464944706;1.9140183615819208;0.2770710054550556;0.14702845073794973;1.7127416581316117;2.0562024348573296;6.2603986522080755;6.5717674103176105;1.6317483099725199;0.26064607074135665;5.051582587685653;7.469214716730498;2.0;2.0;0.0;0.0;2.0;2.0;21.8;25.0;17.069270634681494;0.7829940658110777;11.220356452129403;32.3796435478706;0.6541657193381331;0.68;0.08452885959986722;0.1292162782320529;0.5915458638275729;0.7167855748486932;0.7;1.0;0.45825756949558394;0.6546536707079771;0.41596901577468703;0.9840309842253129;ok
0.2;0.6;2;100.0;100.0;0.0;0.0;100.0;100.0;75.6;63.0;31.73074219113067;0.419718812051993;55.93308223437134;95.26691776562865;1.512;1.26;0.6346148438226135;0.419718812051993;1.118661644687427;1.9053383553125731;22.0;9.0;29.003448070875987;1.3183385486761812;4.023476643132579;39.97652335686742;0.1;0.0;0.30000000000000004;3.0000000000000004;-0.08594192641790072;0.2859419264179007;0.2460090012712654;0.20253571428571432;0.1437101854480879;0.5841663707647176;0.15693650551096133;0.3350814970315695;0.30162625745256094;0.37662337662337664;0.14181581042372257;0.4701706397229924;0.21372790749688503;0.38952460740823686;2.2171068530026035;2.079737377310107;0.3888998357318598;0.1754087022035844;1.976064237537313;2.458149468467894;4.945218364849071;4.62553615887182;0.9083160283833233;0.18367561579073877;4.382238257802898;5.508198471895243;2.0;2.0;0.0;0.0;2.0;2.0;37.0;34.5;12.93058390019569;0.34947524054582946;28.98554106629774;45.01445893370226;0.6008343958253478;0.6055555555555556;0.06219837345203142;0.10351999466773439;0.5622834445595787;0.6393853470911169;1.0;1.0;0.0;0.0;1.0;1.0;ok
