beta;gamma;dim;n_vertices_mean;n_vertices_median;n_vertices_std;n_vertices_cv;n_vertices_ci_low;n_vertices_ci_high;n_edges_mean;n_edges_median;n_edges_std;n_edges_cv;n_edges_ci_low;n_edges_ci_high;indegree_mean_mean;indegree_mean_median;indegree_mean_std;indegree_mean_cv;indegree_mean_ci_low;indegree_mean_ci_high;indegree_max_mean;indegree_max_median;indegree_max_std;indegree_max_cv;indegree_max_ci_low;indegree_max_ci_high;outdegree_mean_mean;outdegree_mean_median;outdegree_mean_std;outdegree_mean_cv;outdegree_mean_ci_low;outdegree_mean_ci_high;outdegree_max_mean;outdegree_max_median;outdegree_max_std;outdegree_max_cv;outdegree_max_ci_low;outdegree_max_ci_high;total_degree_mean_mean;total_degree_mean_median;total_degree_mean_std;total_degree_mean_cv;total_degree_mean_ci_low;total_degree_mean_ci_high;total_degree_max_mean;total_degree_max_median;total_degree_max_std;total_degree_max_cv;total_degree_max_ci_low;total_degree_max_ci_high;avg_local_clustering_mean;avg_local_clustering_median;avg_local_clustering_std;avg_local_clustering_cv;avg_local_clustering_ci_low;avg_local_clustering_ci_high;global_clustering_mean;global_clustering_median;global_clustering_std;global_clustering_cv;global_clustering_ci_low;global_clustering_ci_high;avg_shortest_path_length_mean;avg_shortest_path_length_median;avg_shortest_path_length_std;avg_shortest_path_length_cv;avg_shortest_path_length_ci_low;avg_shortest_path_length_ci_high
0.4;0.25;2;200.0;200.0;0.0;0.0;200.0;200.0;155.0;155.0;0.0;0.0;155.0;155.0;0.775;0.775;0.0;0.0;0.775;0.775;7.0;7.0;0.0;0.0;7.0;7.0;0.775;0.775;0.0;0.0;0.775;0.775;3.0;3.0;0.0;0.0;3.0;3.0;1.55;1.55;0.0;0.0;1.55;1.55;8.0;8.0;0.0;0.0;8.0;8.0;0.26179761904761906;0.26179761904761906;0.0;0.0;0.26179761904761906;0.26179761904761906;0.47368421052631576;0.47368421052631576;0.0;0.0;0.47368421052631576;0.47368421052631576;3.008833922261484;3.008833922261484;0.0;0.0;3.008833922261484;3.008833922261484
0.4;0.5;2;200.0;200.0;0.0;0.0;200.0;200.0;208.0;208.0;0.0;0.0;208.0;208.0;1.04;1.04;0.0;0.0;1.04;1.04;17.0;17.0;0.0;0.0;17.0;17.0;1.04;1.04;0.0;0.0;1.04;1.04;5.0;5.0;0.0;0.0;5.0;5.0;2.08;2.08;0.0;0.0;2.08;2.08;17.0;17.0;0.0;0.0;17.0;17.0;0.31117659056629643;0.31117659056629643;0.0;0.0;0.31117659056629643;0.31117659056629643;0.4117647058823529;0.4117647058823529;0.0;0.0;0.4117647058823529;0.4117647058823529;4.01628664495114;4.01628664495114;0.0;0.0;4.01628664495114;4.01628664495114
0.4;0.75;2;200.0;200.0;0.0;0.0;200.0;200.0;288.0;288.0;0.0;0.0;288.0;288.0;1.44;1.44;0.0;0.0;1.44;1.44;39.0;39.0;0.0;0.0;39.0;39.0;1.44;1.44;0.0;0.0;1.44;1.44;5.0;5.0;0.0;0.0;5.0;5.0;2.88;2.88;0.0;0.0;2.88;2.88;39.0;39.0;0.0;0.0;39.0;39.0;0.39356416244574133;0.39356416244574133;0.0;0.0;0.39356416244574133;0.39356416244574133;0.28776185226019846;0.28776185226019846;0.0;0.0;0.28776185226019846;0.28776185226019846;4.805396218398131;4.805396218398131;0.0;0.0;4.805396218398131;4.805396218398131
0.4;1.0;2;200.0;200.0;0.0;0.0;200.0;200.0;524.0;524.0;0.0;0.0;524.0;524.0;2.62;2.62;0.0;0.0;2.62;2.62;135.0;135.0;0.0;0.0;135.0;135.0;2.62;2.62;0.0;0.0;2.62;2.62;7.0;7.0;0.0;0.0;7.0;7.0;5.24;5.24;0.0;0.0;5.24;5.24;135.0;135.0;0.0;0.0;135.0;135.0;0.6554446932804342;0.6554446932804342;0.0;0.0;0.6554446932804342;0.6554446932804342;0.13065436978480457;0.13065436978480457;0.0;0.0;0.13065436978480457;0.13065436978480457;2.8876956287102;2.8876956287102;0.0;0.0;2.8876956287102;2.8876956287102
0.4;1.25;2;200.0;200.0;0.0;0.0;200.0;200.0;851.0;851.0;0.0;0.0;851.0;851.0;4.255;4.255;0.0;0.0;4.255;4.255;199.0;199.0;0.0;0.0;199.0;199.0;4.255;4.255;0.0;0.0;4.255;4.255;11.0;11.0;0.0;0.0;11.0;11.0;8.51;8.51;0.0;0.0;8.51;8.51;199.0;199.0;0.0;0.0;199.0;199.0;0.7728507263071833;0.7728507263071833;0.0;0.0;0.7728507263071833;0.7728507263071833;0.10399041700980759;0.10399041700980759;0.0;0.0;0.10399041700980759;0.10399041700980759;1.9572361809045227;1.9572361809045227;0.0;0.0;1.9572361809045227;1.9572361809045227
0.4;1.5;2;200.0;200.0;0.0;0.0;200.0;200.0;1185.0;1185.0;0.0;0.0;1185.0;1185.0;5.925;5.925;0.0;0.0;5.925;5.925;199.0;199.0;0.0;0.0;199.0;199.0;5.925;5.925;0.0;0.0;5.925;5.925;15.0;15.0;0.0;0.0;15.0;15.0;11.85;11.85;0.0;0.0;11.85;11.85;199.0;199.0;0.0;0.0;199.0;199.0;0.7397978452741587;0.7397978452741587;0.0;0.0;0.7397978452741587;0.7397978452741587;0.1087232422370759;0.1087232422370759;0.0;0.0;0.1087232422370759;0.1087232422370759;1.9404522613065327;1.9404522613065327;0.0;0.0;1.9404522613065327;1.9404522613065327
0.4;1.75;2;200.0;200.0;0.0;0.0;200.0;200.0;1449.0;1449.0;0.0;0.0;1449.0;1449.0;7.245;7.245;0.0;0.0;7.245;7.245;199.0;199.0;0.0;0.0;199.0;199.0;7.245;7.245;0.0;0.0;7.245;7.245;17.0;17.0;0.0;0.0;17.0;17.0;14.49;14.49;0.0;0.0;14.49;14.49;199.0;199.0;0.0;0.0;199.0;199.0;0.717891788358079;0.717891788358079;0.0;0.0;0.717891788358079;0.717891788358079;0.12939291755822682;0.12939291755822682;0.0;0.0;0.12939291755822682;0.12939291755822682;1.9271859296482412;1.9271859296482412;0.0;0.0;1.9271859296482412;1.9271859296482412
0.4;2.0;2;200.0;200.0;0.0;0.0;200.0;200.0;1761.0;1761.0;0.0;0.0;1761.0;1761.0;8.805;8.805;0.0;0.0;8.805;8.805;199.0;199.0;0.0;0.0;199.0;199.0;8.805;8.805;0.0;0.0;8.805;8.805;19.0;19.0;0.0;0.0;19.0;19.0;17.61;17.61;0.0;0.0;17.61;17.61;199.0;199.0;0.0;0.0;199.0;199.0;0.7029063951256035;0.7029063951256035;0.0;0.0;0.7029063951256035;0.7029063951256035;0.15837274785137198;0.15837274785137198;0.0;0.0;0.15837274785137198;0.15837274785137198;1.9115075376884423;1.9115075376884423;0.0;0.0;1.9115075376884423;1.9115075376884423
0.8;0.0;2;200.0;200.0;0.0;0.0;200.0;200.0;231.0;231.0;0.0;0.0;231.0;231.0;1.155;1.155;0.0;0.0;1.155;1.155;7.0;7.0;0.0;0.0;7.0;7.0;1.155;1.155;0.0;0.0;1.155;1.155;5.0;5.0;0.0;0.0;5.0;5.0;2.31;2.31;0.0;0.0;2.31;2.31;8.0;8.0;0.0;0.0;8.0;8.0;0.380297619047619;0.380297619047619;0.0;0.0;0.380297619047619;0.380297619047619;0.51010101010101;0.51010101010101;0.0;0.0;0.51010101010101;0.51010101010101;3.0328947368421053;3.0328947368421053;0.0;0.0;3.0328947368421053;3.0328947368421053
0.8;0.25;2;200.0;200.0;0.0;0.0;200.0;200.0;295.0;295.0;0.0;0.0;295.0;295.0;1.475;1.475;0.0;0.0;1.475;1.475;11.0;11.0;0.0;0.0;11.0;11.0;1.475;1.475;0.0;0.0;1.475;1.475;5.0;5.0;0.0;0.0;5.0;5.0;2.95;2.95;0.0;0.0;2.95;2.95;11.0;11.0;0.0;0.0;11.0;11.0;0.4308156565656565;0.4308156565656565;0.0;0.0;0.4308156565656565;0.4308156565656565;0.5140449438202247;0.5140449438202247;0.0;0.0;0.5140449438202247;0.5140449438202247;4.927859237536657;4.927859237536657;0.0;0.0;4.927859237536657;4.927859237536657
0.8;0.5;2;200.0;200.0;0.0;0.0;200.0;200.0;390.0;390.0;0.0;0.0;390.0;390.0;1.95;1.95;0.0;0.0;1.95;1.95;27.0;27.0;0.0;0.0;27.0;27.0;1.95;1.95;0.0;0.0;1.95;1.95;7.0;7.0;0.0;0.0;7.0;7.0;3.9;3.9;0.0;0.0;3.9;3.9;27.0;27.0;0.0;0.0;27.0;27.0;0.5203227883227882;0.5203227883227882;0.0;0.0;0.5203227883227882;0.5203227883227882;0.45141065830721006;0.45141065830721006;0.0;0.0;0.45141065830721006;0.45141065830721006;5.389958079268292;5.389958079268292;0.0;0.0;5.389958079268292;5.389958079268292
0.8;0.75;2;200.0;200.0;0.0;0.0;200.0;200.0;605.0;605.0;0.0;0.0;605.0;605.0;3.025;3.025;0.0;0.0;3.025;3.025;86.0;86.0;0.0;0.0;86.0;86.0;3.025;3.025;0.0;0.0;3.025;3.025;10.0;10.0;0.0;0.0;10.0;10.0;6.05;6.05;0.0;0.0;6.05;6.05;86.0;86.0;0.0;0.0;86.0;86.0;0.6846869293583027;0.6846869293583027;0.0;0.0;0.6846869293583027;0.6846869293583027;0.2796410544026921;0.2796410544026921;0.0;0.0;0.2796410544026921;0.2796410544026921;3.8641425389755013;3.8641425389755013;0.0;0.0;3.8641425389755013;3.8641425389755013
0.8;1.0;2;200.0;200.0;0.0;0.0;200.0;200.0;977.0;977.0;0.0;0.0;977.0;977.0;4.885;4.885;0.0;0.0;4.885;4.885;198.0;198.0;0.0;0.0;198.0;198.0;4.885;4.885;0.0;0.0;4.885;4.885;13.0;13.0;0.0;0.0;13.0;13.0;9.77;9.77;0.0;0.0;9.77;9.77;198.0;198.0;0.0;0.0;198.0;198.0;0.7907132332103233;0.7907132332103233;0.0;0.0;0.7907132332103233;0.7907132332103233;0.16308148776094097;0.16308148776094097;0.0;0.0;0.16308148776094097;0.16308148776094097;1.9583417085427135;1.9583417085427135;0.0;0.0;1.9583417085427135;1.9583417085427135
0.8;1.25;2;200.0;200.0;0.0;0.0;200.0;200.0;1387.0;1387.0;0.0;0.0;1387.0;1387.0;6.935;6.935;0.0;0.0;6.935;6.935;199.0;199.0;0.0;0.0;199.0;199.0;6.935;6.935;0.0;0.0;6.935;6.935;15.0;15.0;0.0;0.0;15.0;15.0;13.87;13.87;0.0;0.0;13.87;13.87;199.0;199.0;0.0;0.0;199.0;199.0;0.769266754701339;0.769266754701339;0.0;0.0;0.769266754701339;0.769266754701339;0.15364310443168103;0.15364310443168103;0.0;0.0;0.15364310443168103;0.15364310443168103;1.9303015075376884;1.9303015075376884;0.0;0.0;1.9303015075376884;1.9303015075376884
0.8;1.5;2;200.0;200.0;0.0;0.0;200.0;200.0;1706.0;1706.0;0.0;0.0;1706.0;1706.0;8.53;8.53;0.0;0.0;8.53;8.53;199.0;199.0;0.0;0.0;199.0;199.0;8.53;8.53;0.0;0.0;8.53;8.53;17.0;17.0;0.0;0.0;17.0;17.0;17.06;17.06;0.0;0.0;17.06;17.06;199.0;199.0;0.0;0.0;199.0;199.0;0.7455324678403862;0.7455324678403862;0.0;0.0;0.7455324678403862;0.7455324678403862;0.17633778754042345;0.17633778754042345;0.0;0.0;0.17633778754042345;0.17633778754042345;1.9142713567839196;1.9142713567839196;0.0;0.0;1.9142713567839196;1.9142713567839196
0.8;1.75;2;200.0;200.0;0.0;0.0;200.0;200.0;2087.0;2087.0;0.0;0.0;2087.0;2087.0;10.435;10.435;0.0;0.0;10.435;10.435;199.0;199.0;0.0;0.0;199.0;199.0;10.435;10.435;0.0;0.0;10.435;10.435;19.0;19.0;0.0;0.0;19.0;19.0;20.87;20.87;0.0;0.0;20.87;20.87;199.0;199.0;0.0;0.0;199.0;199.0;0.6905621133691038;0.6905621133691038;0.0;0.0;0.6905621133691038;0.6905621133691038;0.20245353525420395;0.20245353525420395;0.0;0.0;0.20245353525420395;0.20245353525420395;1.8951256281407036;1.8951256281407036;0.0;0.0;1.8951256281407036;1.8951256281407036
0.8;2.0;2;200.0;200.0;0.0;0.0;200.0;200.0;2651.0;2651.0;0.0;0.0;2651.0;2651.0;13.255;13.255;0.0;0.0;13.255;13.255;199.0;199.0;0.0;0.0;199.0;199.0;13.255;13.255;0.0;0.0;13.255;13.255;25.0;25.0;0.0;0.0;25.0;25.0;26.51;26.51;0.0;0.0;26.51;26.51;199.0;199.0;0.0;0.0;199.0;199.0;0.6171218573393804;0.6171218573393804;0.0;0.0;0.6171218573393804;0.6171218573393804;0.2148737109550142;0.2148737109550142;0.0;0.0;0.2148737109550142;0.2148737109550142;1.86678391959799;1.86678391959799;0.0;0.0;1.86678391959799;1.86678391959799
1.0;0.0;2;200.0;200.0;0.0;0.0;200.0;200.0;294.0;294.0;0.0;0.0;294.0;294.0;1.47;1.47;0.0;0.0;1.47;1.47;9.0;9.0;0.0;0.0;9.0;9.0;1.47;1.47;0.0;0.0;1.47;1.47;5.0;5.0;0.0;0.0;5.0;5.0;2.94;2.94;0.0;0.0;2.94;2.94;10.0;10.0;0.0;0.0;10.0;10.0;0.41565079365079355;0.41565079365079355;0.0;0.0;0.41565079365079355;0.41565079365079355;0.5149948293691831;0.5149948293691831;0.0;0.0;0.5149948293691831;0.5149948293691831;8.373516168645109;8.373516168645109;0.0;0.0;8.373516168645109;8.373516168645109
1.0;0.25;2;200.0;200.0;0.0;0.0;200.0;200.0;360.0;360.0;0.0;0.0;360.0;360.0;1.8;1.8;0.0;0.0;1.8;1.8;13.0;13.0;0.0;0.0;13.0;13.0;1.8;1.8;0.0;0.0;1.8;1.8;6.0;6.0;0.0;0.0;6.0;6.0;3.6;3.6;0.0;0.0;3.6;3.6;13.0;13.0;0.0;0.0;13.0;13.0;0.4820769230769231;0.4820769230769231;0.0;0.0;0.4820769230769231;0.4820769230769231;0.5078431372549019;0.5078431372549019;0.0;0.0;0.5078431372549019;0.5078431372549019;7.337436991081814;7.337436991081814;0.0;0.0;7.337436991081814;7.337436991081814
1.0;0.5;2;200.0;200.0;0.0;0.0;200.0;200.0;487.0;487.0;0.0;0.0;487.0;487.0;2.435;2.435;0.0;0.0;2.435;2.435;34.0;34.0;0.0;0.0;34.0;34.0;2.435;2.435;0.0;0.0;2.435;2.435;10.0;10.0;0.0;0.0;10.0;10.0;4.87;4.87;0.0;0.0;4.87;4.87;34.0;34.0;0.0;0.0;34.0;34.0;0.6072720251118591;0.6072720251118591;0.0;0.0;0.6072720251118591;0.6072720251118591;0.44804038004750596;0.44804038004750596;0.0;0.0;0.44804038004750596;0.44804038004750596;5.410737386804657;5.410737386804657;0.0;0.0;5.410737386804657;5.410737386804657
1.0;0.75;2;200.0;200.0;0.0;0.0;200.0;200.0;745.0;745.0;0.0;0.0;745.0;745.0;3.725;3.725;0.0;0.0;3.725;3.725;111.0;111.0;0.0;0.0;111.0;111.0;3.725;3.725;0.0;0.0;3.725;3.725;11.0;11.0;0.0;0.0;11.0;11.0;7.45;7.45;0.0;0.0;7.45;7.45;111.0;111.0;0.0;0.0;111.0;111.0;0.7084849412748403;0.7084849412748403;0.0;0.0;0.7084849412748403;0.7084849412748403;0.2746065133821716;0.2746065133821716;0.0;0.0;0.2746065133821716;0.2746065133821716;2.9492412078520744;2.9492412078520744;0.0;0.0;2.9492412078520744;2.9492412078520744
1.0;1.0;2;200.0;200.0;0.0;0.0;200.0;200.0;1164.0;1164.0;0.0;0.0;1164.0;1164.0;5.82;5.82;0.0;0.0;5.82;5.82;199.0;199.0;0.0;0.0;199.0;199.0;5.82;5.82;0.0;0.0;5.82;5.82;13.0;13.0;0.0;0.0;13.0;13.0;11.64;11.64;0.0;0.0;11.64;11.64;199.0;199.0;0.0;0.0;199.0;199.0;0.7836995514499497;0.7836995514499497;0.0;0.0;0.7836995514499497;0.7836995514499497;0.18197947028260042;0.18197947028260042;0.0;0.0;0.18197947028260042;0.18197947028260042;1.9415075376884423;1.9415075376884423;0.0;0.0;1.9415075376884423;1.9415075376884423
1.0;1.25;2;200.0;200.0;0.0;0.0;200.0;200.0;1554.0;1554.0;0.0;0.0;1554.0;1554.0;7.77;7.77;0.0;0.0;7.77;7.77;199.0;199.0;0.0;0.0;199.0;199.0;7.77;7.77;0.0;0.0;7.77;7.77;16.0;16.0;0.0;0.0;16.0;16.0;15.54;15.54;0.0;0.0;15.54;15.54;199.0;199.0;0.0;0.0;199.0;199.0;0.7758000271022624;0.7758000271022624;0.0;0.0;0.7758000271022624;0.7758000271022624;0.17745811832897435;0.17745811832897435;0.0;0.0;0.17745811832897435;0.17745811832897435;1.9219095477386934;1.9219095477386934;0.0;0.0;1.9219095477386934;1.9219095477386934
1.0;1.5;2;200.0;200.0;0.0;0.0;200.0;200.0;1925.0;1925.0;0.0;0.0;1925.0;1925.0;9.625;9.625;0.0;0.0;9.625;9.625;199.0;199.0;0.0;0.0;199.0;199.0;9.625;9.625;0.0;0.0;9.625;9.625;17.0;17.0;0.0;0.0;17.0;17.0;19.25;19.25;0.0;0.0;19.25;19.25;199.0;199.0;0.0;0.0;199.0;199.0;0.7289156879336457;0.7289156879336457;0.0;0.0;0.7289156879336457;0.7289156879336457;0.20177946670807795;0.20177946670807795;0.0;0.0;0.20177946670807795;0.20177946670807795;1.9032663316582914;1.9032663316582914;0.0;0.0;1.9032663316582914;1.9032663316582914
1.0;1.75;2;200.0;200.0;0.0;0.0;200.0;200.0;2405.0;2405.0;0.0;0.0;2405.0;2405.0;12.025;12.025;0.0;0.0;12.025;12.025;199.0;199.0;0.0;0.0;199.0;199.0;12.025;12.025;0.0;0.0;12.025;12.025;22.0;22.0;0.0;0.0;22.0;22.0;24.05;24.05;0.0;0.0;24.05;24.05;199.0;199.0;0.0;0.0;199.0;199.0;0.6673563426536383;0.6673563426536383;0.0;0.0;0.6673563426536383;0.6673563426536383;0.2251760995268968;0.2251760995268968;0.0;0.0;0.2251760995268968;0.2251760995268968;1.879145728643216;1.879145728643216;0.0;0.0;1.879145728643216;1.879145728643216
1.0;2.0;2;200.0;200.0;0.0;0.0;200.0;200.0;3031.0;3031.0;0.0;0.0;3031.0;3031.0;15.155;15.155;0.0;0.0;15.155;15.155;199.0;199.0;0.0;0.0;199.0;199.0;15.155;15.155;0.0;0.0;15.155;15.155;28.0;28.0;0.0;0.0;28.0;28.0;30.31;30.31;0.0;0.0;30.31;30.31;199.0;199.0;0.0;0.0;199.0;199.0;0.6047382429300976;0.6047382429300976;0.0;0.0;0.6047382429300976;0.6047382429300976;0.23348302119159545;0.23348302119159545;0.0;0.0;0.23348302119159545;0.23348302119159545;1.8476884422110553;1.8476884422110553;0.0;0.0;1.8476884422110553;1.8476884422110553
